ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
5,Sydney,Medibank International,12/01/09,ATP250,Outdoor,Hard,1st Round,3,Robredo T.,Melzer J.,22,32,2390,1868,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,1.75,2.1,1.8,1.909,1.833,1.833,1.86,1.9
5,Sydney,Medibank International,12/01/09,ATP250,Outdoor,Hard,1st Round,3,Llodra M.,Gremelmayr D.,56,82,1350,1036,6,0,6,2,,,,,,,2,0,Completed,1.5,2.5,1.5,2.55,1.5,2.5,1.5,2.5,1.5,2.55
5,Sydney,Medibank International,12/01/09,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Lopez F.,40,28,1600,2010,6,2,7,6,,,,,,,2,0,Completed,1.66,2.1,1.75,2.1,1.615,2.2,1.667,2.2,1.72,2.08
5,Sydney,Medibank International,12/01/09,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Starace P.,38,71,1686,1128,7,6,6,4,,,,,,,2,0,Completed,1.4,2.75,1.42,2.89,1.444,2.625,1.4,2.75,1.42,2.76
5,Sydney,Medibank International,12/01/09,ATP250,Outdoor,Hard,1st Round,3,Ancic M.,Malisse X.,35,201,1800,416,4,6,7,6,6,3,,,,,2,1,Completed,1.57,2.25,1.65,2.2,1.571,2.25,1.615,2.2,1.54,2.4
5,Sydney,Medibank International,12/01/09,ATP250,Outdoor,Hard,1st Round,3,Andreev I.,Dancevic F.,19,131,2490,698,7,6,6,3,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.4,2.75,1.4,2.75,1.42,2.8
5,Sydney,Medibank International,13/01/09,ATP250,Outdoor,Hard,1st Round,3,Mathieu P.H.,Seppi A.,29,34,2000,1820,6,2,2,6,6,3,,,,,2,1,Completed,1.44,2.62,1.5,2.55,1.533,2.375,1.5,2.625,1.5,2.55
5,Sydney,Medibank International,13/01/09,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Fish M.,46,24,1500,2330,6,4,3,6,6,4,,,,,2,1,Completed,1.8,1.9,2,1.8,2.1,1.667,2,1.8,2.03,1.75
5,Sydney,Medibank International,13/01/09,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Benneteau J.,74,48,1100,1478,5,7,6,2,6,4,,,,,2,1,Completed,1.4,2.75,1.49,2.65,1.444,2.625,1.4,2.75,1.5,2.55
5,Sydney,Medibank International,13/01/09,ATP250,Outdoor,Hard,1st Round,3,Guccione C.,Berdych T.,132,21,686,2400,6,3,6,4,,,,,,,2,0,Completed,3.25,1.33,3.3,1.35,3.25,1.333,3.25,1.333,2.95,1.38
5,Sydney,Medibank International,13/01/09,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Stepanek R.,73,23,1106,2360,6,4,3,0,,,,,,,1,0,Retired,3.5,1.28,3.3,1.35,3.5,1.286,3.25,1.286,3.4,1.3
5,Sydney,Medibank International,13/01/09,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Tursunov D.,25,30,2330,1952,7,6,6,4,,,,,,,2,0,Completed,1.53,2.37,1.6,2.35,1.533,2.375,1.533,2.375,1.54,2.4
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Bolelli S.,6,38,3995,1686,6,4,6,1,,,,,,,2,0,Completed,1.22,4,1.29,3.66,1.25,3.75,1.25,3.75,1.28,3.55
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Nalbandian D.,Llodra M.,11,56,3450,1350,6,1,6,3,,,,,,,2,0,Completed,1.4,2.75,1.44,2.8,1.4,2.75,1.4,2.75,1.43,2.75
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Ancic M.,Robredo T.,35,22,1800,2390,6,2,6,1,,,,,,,2,0,Completed,1.9,1.8,2,1.85,2,1.72,2,1.8,2,1.78
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Mathieu P.H.,3,29,10590,2000,6,1,6,2,,,,,,,2,0,Completed,1.2,4.33,1.25,3.95,1.222,4,1.222,4,1.23,4
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Hewitt L.,Tipsarevic J.,74,46,1100,1500,7,5,6,4,,,,,,,2,0,Completed,1.61,2.2,1.65,2.2,1.667,2.1,1.615,2.25,1.73,2.06
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Nieminen J.,Guccione C.,40,132,1600,686,7,6,6,3,,,,,,,2,0,Completed,1.5,2.5,1.55,2.45,1.533,2.375,1.5,2.625,1.5,2.55
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Andreev I.,73,19,1106,2490,6,4,4,6,6,4,,,,,2,1,Completed,3,1.36,2.7,1.45,2.625,1.444,2.75,1.444,2.9,1.39
5,Sydney,Medibank International,14/01/09,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Simon G.,25,7,2330,3960,6,4,6,4,,,,,,,2,0,Completed,1.66,2.1,1.65,2.2,1.72,2,1.727,2.1,1.76,2.02
5,Sydney,Medibank International,15/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Chardy J.,25,73,2330,1106,6,2,7,6,,,,,,,2,0,Completed,1.2,4.33,1.25,3.95,1.222,4,1.222,4,1.22,4.15
5,Sydney,Medibank International,15/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Nalbandian D.,Hewitt L.,11,74,3450,1100,7,6,7,5,,,,,,,2,0,Completed,1.44,2.62,1.49,2.65,1.444,2.625,1.533,2.5,1.5,2.55
5,Sydney,Medibank International,15/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Ancic M.,3,35,10590,1800,6,3,6,4,,,,,,,2,0,Completed,1.2,4.33,1.22,4.33,1.222,4,1.01,17,1.18,4.7
5,Sydney,Medibank International,15/01/09,ATP250,Outdoor,Hard,Quarterfinals,3,Nieminen J.,Tsonga J.W.,40,6,1600,3995,,,,,,,,,,,,,Walkover,3.25,1.33,2.89,1.42,2.75,1.4,3,1.364,2.85,1.4
5,Sydney,Medibank International,16/01/09,ATP250,Outdoor,Hard,Semifinals,3,Nalbandian D.,Gasquet R.,11,25,3450,2330,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.55,2.45,1.5,2.5,1.533,2.5,1.52,2.5
5,Sydney,Medibank International,16/01/09,ATP250,Outdoor,Hard,Semifinals,3,Nieminen J.,Djokovic N.,40,3,1600,10590,6,4,7,6,,,,,,,2,0,Completed,6,1.11,5.6,1.15,5.5,1.125,5.5,1.143,5.8,1.13
5,Sydney,Medibank International,17/01/09,ATP250,Outdoor,Hard,The Final,3,Nalbandian D.,Nieminen J.,11,40,3450,1600,6,3,6,7,6,2,,,,,2,1,Completed,1.28,3.75,1.3,3.55,1.333,3.25,1.29,3.5,1.3,3.4
