ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Boutter J.,Johansson T.,53,18,7,6,7,5,,,,,,,2,0,Completed,,,2.7,1.42,2.6,1.4,2.3,1.4,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Canas G.,Delgado R.,14,91,3,6,6,4,6,1,,,,,2,1,Completed,,,,,1.3,3,1.35,2.5,1.286,3.25
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Chela J.I.,Costa A.,67,42,6,0,7,6,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Escude N.,Martin A.,32,41,6,1,6,4,,,,,,,2,0,Completed,,,1.57,2.25,1.45,2.4,1.45,2.2,1.615,2.2
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Federer R.,Robredo T.,13,34,7,6,7,6,,,,,,,2,0,Completed,,,1.65,2.15,1.6,2.05,1.55,2,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Ferreira W.,Clement A.,63,17,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Kucera K.,Santoro F.,82,22,6,4,1,6,6,3,,,,,2,1,Completed,,,1.65,2.1,1.67,1.97,1.6,1.9,1.667,2.1
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Lee H.T.,Moya C.,115,19,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Malisse X.,Arazi H.,31,24,6,3,,,,,,,,,1,0,Retired,,,1.7,2.05,1.81,1.81,1.8,1.7,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Arthurs W.,35,76,7,5,7,6,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Pavel A.,Diaz J.,27,88,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Rios M.,Ljubicic I.,47,38,6,7,6,3,7,6,,,,,2,1,Completed,,,,,1.58,2.1,1.55,2,1.833,1.833
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Roddick A.,Ilie A.,15,65,6,4,6,4,,,,,,,2,0,Completed,,,1.22,3.75,1.22,3.45,1.2,3.3,,
5,Sydney,adidas International,07/01/02,International,Outdoor,Hard,1st Round,3,Schuettler R.,Kiefer N.,40,43,6,2,6,2,,,,,,,2,0,Completed,,,1.75,1.95,1.71,1.92,1.65,1.85,1.667,2.1
