ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Arazi H.,Fukarek O.,27,136,7,6,6,2,,,,,,,2,0,Completed,,,1.25,3.1,1.2,3.2,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Bjorkman J.,Dosedel S.,54,121,7,6,7,5,,,,,,,2,0,Completed,1.48,2.45,1.47,2.3,1.4,2.3,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Dent T.,Kratochvil M.,127,67,7,6,2,6,6,4,,,,,2,1,Completed,1.58,2.2,1.55,2.1,1.55,2,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Spadea V.,49,176,6,4,6,4,,,,,,,2,0,Completed,1.48,2.45,1.45,2.35,1.45,2.2,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Escude N.,Blake J.,31,96,6,3,6,3,,,,,,,2,0,Completed,1.33,3,1.35,2.65,1.4,2.3,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Ginepri R.,Alami K.,359,120,6,1,5,7,6,4,,,,,2,1,Completed,,,1.8,1.8,1.75,1.75,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Ivanisevic G.,Meligeni F.,17,89,6,4,6,4,,,,,,,2,0,Completed,1.33,3,1.32,2.8,1.35,2.5,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Johansson T.,Levy H.,14,71,6,3,6,3,,,,,,,2,0,Completed,1.5,2.4,1.52,2.2,1.55,2,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Kim K.,Saulnier C.,168,142,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Ljubicic I.,Ferreira W.,46,34,4,6,7,6,7,6,,,,,2,1,Completed,1.65,2.1,1.6,1.95,1.55,2,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Malisse X.,Simoni A.,42,102,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Mirnyi M.,Ilie A.,47,87,6,4,6,4,,,,,,,2,0,Completed,1.4,2.7,1.47,2.25,1.5,2.1,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Okun N.,Stepanek R.,159,353,6,4,6,3,,,,,,,2,0,Completed,,,1.7,1.9,1.75,1.75,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Pavel A.,Fish M.,20,191,6,4,5,7,6,1,,,,,2,1,Completed,1.28,3.3,1.27,3,1.3,2.7,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Pless K.,Pioline C.,94,61,6,3,6,4,,,,,,,2,0,Completed,2.55,1.45,2.4,1.42,2.3,1.4,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Popp A.,Vanek J.,197,95,7,5,6,1,,,,,,,2,0,Completed,2.05,1.67,2.1,1.55,2.1,1.5
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Robredo T.,Koubek S.,39,80,7,5,6,1,,,,,,,2,0,Completed,1.75,1.95,1.7,1.9,1.7,1.8
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Russell M.,Sargsian S.,86,106,6,3,6,4,,,,,,,2,0,Completed,1.85,1.85,1.82,1.75,1.75,1.75
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Sa A.,Larsson M.,108,184,6,2,6,7,6,3,,,,,2,1,Completed,2.05,1.7,2.1,1.55,2.1,1.5
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Tabara M.,Bastl G.,50,118,6,4,6,1,,,,,,,2,0,Completed,1.62,2.15,1.65,1.95,1.65,1.85
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Voinea A.,Lareau S.,103,164,7,6,6,1,,,,,,,2,0,Completed,1.9,1.8,1.75,1.82,1.7,1.8
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Voltchkov V.,Weiner G.,79,237,7,6,3,6,6,0,,,,,2,1,Completed,,,,,,
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Woodruff C.,di Pasquale A.,90,84,6,2,7,6,,,,,,,2,0,Completed,1.6,2.2,1.6,2.05,1.6,1.9
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,1st Round,3,Zabaleta M.,Friedl L.,110,524,6,4,6,7,6,3,,,,,2,1,Completed,,,1.35,2.65,1.4,2.3
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,2nd Round,3,Bjorkman J.,Arazi H.,54,27,6,1,6,4,,,,,,,2,0,Completed,2.2,1.58,2.05,1.6,1.9,1.6
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,2nd Round,3,Clement A.,Ginepri R.,12,359,6,3,6,4,,,,,,,2,0,Completed,1.22,3.75,1.15,4,1.15,3.8
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Escude N.,49,31,3,6,7,6,6,3,,,,,2,1,Completed,2.6,1.42,2.5,1.4,2.3,1.4
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,2nd Round,3,Enqvist T.,Popp A.,19,197,7,6,3,6,6,4,,,,,2,1,Completed,1.25,3.5,1.2,3.6,1.2,3.2
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,2nd Round,3,Henman T.,Voinea A.,9,103,6,3,6,2,,,,,,,2,0,Completed,1.18,4.25,1.15,4.1,1.15,3.8
50,Indianapolis,RCA Championships,13/08/01,International Gold,Outdoor,Hard,2nd Round,3,Hewitt L.,Dent T.,4,127,6,2,7,6,,,,,,,2,0,Completed,1.25,3.5,1.2,3.6,1.2,3.2
