ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
41,Indianapolis,RCA Championships,18/07/05,International,Outdoor,Hard,1st Round,3,Moodie W.,Lisnard J.,116,106,373,393,6,3,6,3,,,,,,,2,0,Completed,1.36,2.87,1.37,3,1.35,3.1,1.4,2.5,1.376,3.41
41,Indianapolis,RCA Championships,18/07/05,International,Outdoor,Hard,1st Round,3,Tursunov D.,Lu Y.,119,139,367,302,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,,,1.67,2.12,,,1.662,2.41
41,Indianapolis,RCA Championships,18/07/05,International,Outdoor,Hard,1st Round,3,Dupuis A.,Popp A.,124,299,350,116,7,5,6,1,,,,,,,2,0,Completed,1.53,2.37,1.62,2.25,1.65,2.15,1.55,2.1,1.649,2.44
41,Indianapolis,RCA Championships,18/07/05,International,Outdoor,Hard,1st Round,3,Ginepri R.,Ryderstedt M.,98,130,415,330,6,1,6,4,,,,,,,2,0,Completed,1.19,4,1.18,4.65,1.2,4.25,1.25,3.2,1.261,4.43
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Carraz G.,Blake J.,125,107,348,390,7,5,6,7,7,5,,,,,2,1,Completed,3,1.33,3.2,1.33,3.59,1.26,3.2,1.25,3.74,1.34
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Lapentti G.,Washington M.,114,864,374,11,7,6,6,3,,,,,,,2,0,Completed,1.39,2.75,1.42,2.8,,,1.45,2.35,1.373,3.48
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Dlouhy L.,103,131,403,329,6,4,6,1,,,,,,,2,0,Completed,1.57,2.25,1.6,2.3,1.7,2.1,1.6,2,1.654,2.43
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Bastl G.,Morrison J.,129,141,331,300,6,4,6,4,,,,,,,2,0,Completed,2.75,1.39,2.55,1.5,2.35,1.55,2.35,1.45,2.81,1.503
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Young D.,150,621,276,30,7,6,6,2,,,,,,,2,0,Completed,1.25,3.5,1.33,3.2,1.3,3.35,1.35,2.7,1.373,3.48
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Phau B.,Delic A.,111,146,381,290,6,4,6,7,6,3,,,,,2,1,Completed,2.1,1.66,2.15,1.67,2.05,1.75,1.9,1.7,2.16,1.794
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Okun N.,Evans B.,144,432,294,63,6,3,6,3,,,,,,,2,0,Completed,1.36,2.87,1.33,3.2,1.35,3.1,1.3,2.9,1.351,3.65
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Goldstein P.,Falla A.,78,288,504,123,6,0,6,4,,,,,,,2,0,Completed,1.57,2.25,1.65,2.2,,,1.6,2,1.629,2.49
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Ram R.,Schalken S.,234,202,163,195,7,5,7,6,,,,,,,2,0,Completed,,,2.1,1.7,2.15,1.65,1.9,1.7,2.09,1.84
41,Indianapolis,RCA Championships,19/07/05,International,Outdoor,Hard,1st Round,3,Kim K.,Karlovic I.,69,73,541,525,6,4,6,7,6,3,,,,,2,1,Completed,2.37,1.53,2.3,1.6,2.35,1.55,2.1,1.55,2.53,1.613
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,1st Round,3,Baghdatis M.,de Chaunac S.,72,255,530,143,1,6,6,3,6,4,,,,,2,1,Completed,1.28,3.25,1.28,3.55,1.35,3.1,1.25,3.2,1.321,3.82
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,1st Round,3,Murray A.,Saretta F.,164,115,255,373,6,4,6,2,,,,,,,2,0,Completed,1.33,3,1.28,3.55,1.4,2.85,1.3,2.9,1.386,3.39
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Roddick A.,Tursunov D.,4,119,3590,367,7,6,6,7,7,6,,,,,2,1,Completed,1.08,7,1.08,7.25,,,,,1.091,10
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Rusedski G.,Moodie W.,40,116,838,373,6,7,7,6,7,6,,,,,2,1,Completed,1.39,2.75,1.48,2.6,,,,,1.629,2.45
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Ginepri R.,Spadea V.,98,42,415,810,6,4,6,3,,,,,,,2,0,Completed,2.25,1.57,2.3,1.6,,,,,2.64,1.575
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Carraz G.,43,125,800,348,6,3,7,6,,,,,,,2,0,Completed,1.53,2.37,1.62,2.25,1.6,2.3,1.4,2.5,1.735,2.26
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Goldstein P.,Mirnyi M.,78,33,504,1095,0,6,6,3,6,3,,,,,2,1,Completed,3.25,1.33,3.2,1.33,3.35,1.3,2.9,1.3,3.29,1.402
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Kim K.,Lee H.T.,69,62,541,603,7,6,6,4,,,,,,,2,0,Completed,2,1.72,1.83,1.93,1.95,1.8,1.8,1.8,1.917,1.99
41,Indianapolis,RCA Championships,20/07/05,International,Outdoor,Hard,2nd Round,3,Lapentti G.,Saulnier C.,114,59,374,623,6,4,5,7,6,2,,,,,2,1,Completed,2.25,1.57,2,1.77,2.1,1.7,2.1,1.55,2.26,1.735
