ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Nieminen J.,Norman M.,41,177,7,5,6,2,,,,,,,2,0,Completed,2.1,1.667,1.9,1.8,1.85,1.75,1.7,1.8
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Rochus C.,Corretja A.,120,26,3,6,6,1,6,3,,,,,2,1,Completed,4.5,1.167,5,1.15,4.5,1.13,3.8,1.15
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Sa A.,Pless K.,64,87,6,1,6,4,,,,,,,2,0,Completed,1.615,2.2,1.68,2.1,1.55,2.2,1.5,2.1
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,van Lottum J.,Sluiter R.,175,84,6,4,6,3,,,,,,,2,0,Completed,2.625,1.444,2.8,1.4,2.55,1.4,2.3,1.4
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,Quarterfinals,3,Chela J.I.,Balcells J.,28,123,7,6,6,3,,,,,,,2,0,Completed,1.5,2.5,1.4,2.8,1.4,2.58,1.45,2.2
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,Quarterfinals,3,Costa A.,Sa A.,7,64,6,3,6,2,,,,,,,2,0,Completed,1.333,3.25,1.35,3.05,1.3,3,1.35,2.5
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Nieminen J.,24,41,6,1,6,2,,,,,,,2,0,Completed,1.333,3.25,1.4,2.8,1.35,2.75,1.35,2.5
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,Quarterfinals,3,van Lottum J.,Rochus C.,175,120,6,4,6,4,,,,,,,2,0,Completed,2.25,1.571,2,1.75,2.18,1.55,1.9,1.6
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,Semifinals,3,Chela J.I.,van Lottum J.,28,175,2,6,6,3,6,3,,,,,2,1,Completed,1.286,3.5,1.33,3.15,1.28,3.1,1.25,3
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,Semifinals,3,Costa A.,Gaudio G.,7,24,6,4,6,7,6,3,,,,,2,1,Completed,2.1,1.667,2,1.75,1.91,1.72,1.8,1.7
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,The Final,3,Chela J.I.,Costa A.,28,7,6,1,7,6,,,,,,,2,0,Completed,2.5,1.5,2.5,1.5,2.25,1.52,2.2,1.45
