ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Acasuso J.,Russell M.,93,167,6,1,6,3,,,,,,,2,0,Completed,1.364,2.875,1.4,2.8,1.4,2.6,1.35,2.5,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Balcells J.,Gonzalez F.,123,42,7,6,6,3,,,,,,,2,0,Completed,2.625,1.444,2.55,1.48,2.4,1.45,2.3,1.4,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Chela J.I.,Vinciguerra A.,28,91,6,2,6,4,,,,,,,2,0,Completed,1.25,3.5,1.3,3.3,1.25,3.3,1.25,3,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Corretja A.,Simoni A.,26,137,6,2,6,4,,,,,,,2,0,Completed,1.143,5,1.18,4.5,1.15,4.25,1.15,3.8,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Costa A.,Ogorodov O.,7,116,3,6,6,3,6,2,,,,,2,1,Completed,,,1.16,4.75,1.13,4.55,1.1,4.5,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Gaudio G.,Davydenko N.,24,90,6,1,1,6,6,1,,,,,2,1,Completed,1.167,4.5,1.22,4,1.27,3.15,1.2,3.3,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Kohlmann M.,Soderling R.,111,256,6,7,6,0,7,6,,,,,2,1,Completed,,,1.8,1.95,1.7,1.95,1.75,1.75,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Nieminen J.,Labadze I.,41,88,7,5,6,1,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.5,2.3,1.55,2,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Norman M.,Rosset M.,177,94,3,2,,,,,,,,,0,0,Retired,1.444,2.625,1.5,2.5,1.35,2.75,1.35,2.5,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Pless K.,Siemerink J.,87,254,6,2,7,6,,,,,,,2,0,Completed,1.533,2.375,1.6,2.25,1.55,2.2,1.5,2.1,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Rochus C.,Heuberger I.,120,130,6,3,6,0,,,,,,,2,0,Completed,1.444,2.625,1.57,2.3,1.4,2.6,1.4,2.3,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Sa A.,Rochus O.,64,60,6,4,6,2,,,,,,,2,0,Completed,2.25,1.571,2.3,1.57,2.3,1.5,2.2,1.45,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Saretta F.,Coutelot N.,69,99,7,6,6,3,,,,,,,2,0,Completed,1.667,2.1,1.7,2.05,1.76,1.87,1.65,1.85,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Sluiter R.,Stoliarov A.,84,131,6,4,3,6,6,4,,,,,2,1,Completed,,,1.55,2.35,1.6,2.1,1.6,1.9,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,van Lottum J.,Zabaleta M.,175,43,7,5,6,4,,,,,,,2,0,Completed,,,3.7,1.25,3.3,1.25,3,1.25,,
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,1st Round,3,Verkerk M.,Prieto S.,108,258,6,3,3,6,6,3,,,,,2,1,Completed,,,1.55,2.35,1.54,2.2,1.55,2
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Balcells J.,Saretta F.,123,69,6,2,7,5,,,,,,,2,0,Completed,2.1,1.667,2.15,1.65,2.05,1.62,1.9,1.6
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Chela J.I.,Kohlmann M.,28,111,5,7,6,2,6,2,,,,,2,1,Completed,1.25,3.75,1.22,4,1.15,4.2,1.15,3.8
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Costa A.,Verkerk M.,7,108,3,6,6,3,6,4,,,,,2,1,Completed,1.2,4.333,1.22,4,1.18,3.85,1.2,3.3
40,Amersfoort,Energis Open,15/07/02,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Acasuso J.,24,93,3,6,6,1,6,1,,,,,2,1,Completed,1.4,2.75,1.5,2.5,1.38,2.6,1.4,2.3
