ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
40,Amersfoort,Priority Telecom Dutch Open,18/07/05,International,Outdoor,Clay,1st Round,3,Sanchez D.,Behrend T.,128,90,345,446,6,4,7,5,,,,,,,2,0,Completed,1.61,2.2,1.7,2.1,1.67,2.12,1.55,2.1,1.787,2.17
40,Amersfoort,Priority Telecom Dutch Open,18/07/05,International,Outdoor,Clay,1st Round,3,Vik R.,Lapentti N.,104,99,403,414,6,1,6,3,,,,,,,2,0,Completed,2.25,1.57,2.4,1.55,2.35,1.55,2.2,1.5,2.54,1.61
40,Amersfoort,Priority Telecom Dutch Open,18/07/05,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Vliegen K.,21,110,1295,381,6,2,6,1,,,,,,,2,0,Completed,1.1,6,1.13,5.65,1.13,5.5,1.1,5,1.133,7.78
40,Amersfoort,Priority Telecom Dutch Open,18/07/05,International,Outdoor,Clay,1st Round,3,Ventura S.,Hernandez O.,120,76,364,513,3,6,6,0,6,1,,,,,2,1,Completed,2.62,1.44,2.7,1.45,2.53,1.48,2.5,1.4,2.89,1.478
40,Amersfoort,Priority Telecom Dutch Open,18/07/05,International,Outdoor,Clay,1st Round,3,Rochus C.,Tabara M.,46,109,739,381,4,6,6,2,7,5,,,,,2,1,Completed,1.36,2.87,1.33,3.1,1.38,2.9,1.35,2.7,1.36,3.53
40,Amersfoort,Priority Telecom Dutch Open,18/07/05,International,Outdoor,Clay,1st Round,3,Vanek J.,Norman D.,81,101,475,407,6,7,6,2,6,3,,,,,2,1,Completed,1.39,2.75,1.42,2.8,1.39,2.83,1.4,2.5,1.415,3.21
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,Marin J.A.,Aldi F.,184,112,228,377,7,6,6,1,,,,,,,2,0,Completed,1.72,2,1.83,1.93,1.75,2.05,1.8,1.8,1.862,2.06
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,van Gemerden M.,van Scheppingen D.,233,185,163,227,6,0,,,,,,,,,1,0,Retired,1.53,2.37,1.6,2.3,1.55,2.35,1.55,2.1,1.585,2.61
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,Calatrava A.,Roitman S.,148,224,284,170,3,6,6,3,7,5,,,,,2,1,Completed,1.72,2,1.83,1.93,1.7,2.1,1.7,1.9,1.662,2.41
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,Calleri A.,Benneteau J.,94,142,437,297,6,4,2,6,6,3,,,,,2,1,Completed,1.39,2.75,1.3,3.4,1.37,2.92,1.3,2.9,1.376,3.46
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,Massu N.,Thomann N.,31,311,1165,108,6,4,6,2,,,,,,,2,0,Completed,1.1,6,1.12,6,1.13,5.5,1.1,5,1.124,8.15
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,Bracciali D.,Zitko R.,118,487,371,52,7,6,6,3,,,,,,,2,0,Completed,,,,,,,1.4,2.5,1.498,2.81
40,Amersfoort,Priority Telecom Dutch Open,19/07/05,International,Outdoor,Clay,1st Round,3,Sluiter R.,Horna L.,133,49,317,710,6,7,6,3,7,5,,,,,2,1,Completed,3.25,1.28,3.85,1.25,3.59,1.26,3.2,1.25,3.9,1.313
