ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
56,Shanghai,Heineken Open,27/09/04,International,Outdoor,Hard,1st Round,3,Carlsen K.,Hernych J.,103,83,7,5,6,1,,,,,,,2,0,Completed,2,1.72,1.88,1.88,1.9,1.85,,,,
56,Shanghai,Heineken Open,27/09/04,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Ulihrach B.,104,136,6,3,6,3,,,,,,,2,0,Completed,2.1,1.66,2.15,1.67,2.3,1.6,,,2.26,1.685
56,Shanghai,Heineken Open,27/09/04,International,Outdoor,Hard,1st Round,3,Canas G.,Garcia-Lopez G.,31,117,7,6,6,3,,,,,,,2,0,Completed,1.2,4,1.16,5,1.13,5.5,1.2,3.3,1.2,5
56,Shanghai,Heineken Open,27/09/04,International,Outdoor,Hard,1st Round,3,Muller G.,Lisnard J.R.,89,122,3,6,6,4,6,4,,,,,2,1,Completed,1.83,1.83,1.77,2,1.8,1.95,1.75,1.75,1.847,1.98
56,Shanghai,Heineken Open,28/09/04,International,Outdoor,Hard,1st Round,3,Pless K.,Rochus C.,269,119,4,6,7,5,6,0,,,,,2,1,Completed,,,1.53,2.45,1.5,2.45,1.45,2.2,1.575,2.54
56,Shanghai,Heineken Open,28/09/04,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Zeng S.X.,133,772,6,3,6,4,,,,,,,2,0,Completed,1.22,3.75,,,,,1.15,3.8,,
56,Shanghai,Heineken Open,28/09/04,International,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Healey N.,222,328,4,6,7,6,6,4,,,,,2,1,Completed,,,,,,,1.5,2.1,,
56,Shanghai,Heineken Open,28/09/04,International,Outdoor,Hard,1st Round,3,Zhu B.Q.,Zib T.,646,125,1,6,6,4,6,4,,,,,2,1,Completed,3.5,1.25,,,,,3,1.25,,
56,Shanghai,Heineken Open,28/09/04,International,Outdoor,Hard,1st Round,3,van Gemerden M.,Vacek J.,295,139,6,4,6,2,,,,,,,2,0,Completed,,,,,,,2.1,1.5,,
56,Shanghai,Heineken Open,28/09/04,International,Outdoor,Hard,1st Round,3,Weiner G.,Philippoussis M.,128,92,3,6,6,4,6,4,,,,,2,1,Completed,,,2.9,1.4,2.6,1.45,2.5,1.35,3.1,1.408
