ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Hernych J.,13,79,2950,1068,6,2,6,2,,,,,,,2,0,Completed,1.16,4.5,1.2,4.55,1.16,4.5,1.22,4,1.15,5.2
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Rochus C.,91,75,966,1096,2,6,6,3,7,6,,,,,2,1,Completed,1.72,2,1.75,2.05,1.72,2,1.73,2.1,1.8,1.9
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Roddick A.,Navarro-Pastor I.,8,73,3940,1108,6,1,6,3,,,,,,,2,0,Completed,1.05,9,1.05,9.5,1.08,7,1.03,11,1.09,7
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Devilder N.,Hajji A.,72,N/A,1122,N/A,6,0,6,3,,,,,,,2,0,Completed,1.05,9,,,1.07,7.5,1.05,8,1.05,9.5
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Hanescu V.,Troicki V.,48,56,1486,1380,6,4,6,2,,,,,,,2,0,Completed,2.2,1.61,2.15,1.7,2.1,1.66,2.1,1.67,2.1,1.7
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Gremelmayr D.,34,83,1820,1036,6,4,6,2,,,,,,,2,0,Completed,1.4,2.75,1.45,2.7,1.44,2.62,1.44,2.75,1.4,2.85
3,Doha,Qatar Exxon Mobil Open,05/01/09,ATP250,Outdoor,Hard,1st Round,3,Petzschner P.,Chardy J.,66,74,1212,1106,7,6,6,3,,,,,,,2,0,Completed,1.8,1.9,1.85,1.95,1.83,1.83,1.67,2.1,1.8,1.97
3,Doha,Qatar Exxon Mobil Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Peya A.,Tursunov D.,148,24,590,2290,2,6,6,3,6,4,,,,,2,1,Completed,4,1.22,4.55,1.2,4,1.222,5,1.167,4.3,1.2
3,Doha,Qatar Exxon Mobil Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Clement A.,Junqueira D.,92,77,960,1088,6,1,6,2,,,,,,,2,0,Completed,1.3,3.4,1.35,3.15,1.364,3,1.4,2.75,1.29,3.45
3,Doha,Qatar Exxon Mobil Open,06/01/09,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Montanes A.,4,43,7050,1574,6,2,6,4,,,,,,,2,0,Completed,1.01,15,1.02,13.5,1.02,11,1.005,19,1.01,20
