ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Arazi H.,Portas A.,30,51,7,6,6,4,,,,,,,2,0,Completed,1.33,3.1,1.35,2.5,1.3,2.4,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Boutter J.,Ivanisevic G.,70,129,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Calatrava A.,Koubek S.,56,54,7,5,4,6,6,4,,,,,2,1,Completed,2.05,1.67,1.8,1.7,1.7,1.7,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,di Pasquale A.,Zabaleta M.,60,61,6,1,6,4,,,,,,,2,0,Completed,1.85,1.85,1.67,1.85,1.8,1.6,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Escude N.,El Aynaoui Y.,48,25,6,1,7,6,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Jonsson F.,Sanguinetti D.,203,65,7,5,6,3,,,,,,,2,0,Completed,2.2,1.6,2,1.57,1.9,1.5,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Clavet F.,5,49,6,2,6,2,,,,,,,2,0,Completed,1.33,3.1,1.27,2.8,1.3,2.4,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Kiefer N.,Bjorkman J.,20,44,4,6,6,1,7,5,,,,,2,1,Completed,1.45,2.5,1.47,2.2,1.45,2,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Prinosil D.,40,38,7,6,6,4,,,,,,,2,0,Completed,1.7,2.05,1.65,1.8,1.6,1.8,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Pozzi G.,Santoro F.,43,31,1,6,6,3,7,6,,,,,2,1,Completed,,,,,,,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Rios M.,Zimonjic N.,37,316,6,4,3,6,6,1,,,,,2,1,Completed,,,1.33,2.6,1.3,2.4,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Rosset M.,Al-Alawi S.K.,28,957,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Schalken S.,Alami K.,22,57,6,3,6,1,,,,,,,2,0,Completed,1.48,2.5,1.48,2.2,1.55,1.85,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Ulihrach B.,Coutelot N.,76,152,6,2,4,6,7,5,,,,,2,1,Completed,,,1.5,2.15,1.5,1.9,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Vicente F.,Schuettler R.,47,45,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,1st Round,3,Voltchkov V.,Gaudio G.,46,34,3,6,6,2,6,3,,,,,2,1,Completed,1.5,2.4,1.61,1.9,1.45,2,,
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Arazi H.,di Pasquale A.,30,60,6,4,7,5,,,,,,,2,0,Completed,,,1.63,1.95,1.7,1.7,1.62,2.2
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Escude N.,Boutter J.,48,70,6,3,6,4,,,,,,,2,0,Completed,1.36,2.9,1.45,2.25,1.4,2.1,1.5,2.5
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Jonsson F.,5,203,6,3,7,6,,,,,,,2,0,Completed,1.18,4.2,1.17,3.5,1.15,3,1.14,5
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Calatrava A.,20,56,6,0,7,6,,,,,,,2,0,Completed,1.3,3.2,1.31,2.7,1.3,2.4,1.29,3.25
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Rios M.,Pozzi G.,37,43,6,2,6,2,,,,,,,2,0,Completed,1.38,2.8,1.4,2.4,1.4,2.1,1.44,2.63
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Ulihrach B.,Rosset M.,76,28,6,2,6,3,,,,,,,2,0,Completed,2.65,1.42,2.3,1.41,2.2,1.35,2.5,1.5
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Vicente F.,Schalken S.,47,22,6,1,5,7,6,1,,,,,2,1,Completed,,,2.15,1.5,1.9,1.5,2.88,1.36
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,2nd Round,3,Voltchkov V.,Mirnyi M.,46,40,4,6,6,3,7,5,,,,,2,1,Completed,2.3,1.53,1.81,1.71,1.8,1.6,2.1,1.67
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,Quarterfinals,3,Escude N.,Arazi H.,48,30,6,3,6,1,,,,,,,2,0,Completed,1.65,2.1,1.65,1.9,1.7,1.7,1.73,2
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,Quarterfinals,3,Rios M.,Vicente F.,37,47,7,5,7,5,,,,,,,2,0,Completed,1.45,2.5,1.33,2.7,1.45,2,1.4,2.75
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,Quarterfinals,3,Ulihrach B.,Kafelnikov Y.,76,5,1,6,7,6,6,4,,,,,2,1,Completed,3.25,1.28,2.55,1.35,2.8,1.2,3.25,1.29
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,Quarterfinals,3,Voltchkov V.,Kiefer N.,46,20,6,2,6,1,,,,,,,2,0,Completed,2.6,1.42,2.35,1.42,2,1.45,2.75,1.4
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,Semifinals,3,Rios M.,Voltchkov V.,37,46,6,1,6,3,,,,,,,2,0,Completed,1.62,2.2,1.47,2.2,1.5,1.9,1.57,2.25
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,Semifinals,3,Ulihrach B.,Escude N.,76,48,3,6,7,5,7,6,,,,,2,1,Completed,2.7,1.42,2.15,1.5,2,1.45,2.5,1.5
3,Doha,Qatar Open,01/01/01,International,Outdoor,Hard,The Final,3,Rios M.,Ulihrach B.,37,76,6,3,2,6,6,3,,,,,2,1,Completed,1.35,3,1.33,2.5,1.35,2.2,1.4,2.75
