ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Vacek J.,60,75,6,4,6,7,6,3,,,,,2,1,Completed,,,1.67,2.1,1.6,2.1,1.6,1.9,1.5,2.5
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Davydenko N.,Youzhny M.,79,58,6,4,6,2,,,,,,,2,0,Completed,,,2.45,1.48,2.1,1.6,2,1.55,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Dupuis A.,Gaudenzi A.,90,54,6,3,6,3,,,,,,,2,0,Completed,,,1.67,2.1,1.78,1.85,1.6,1.9,1.727,2
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Pioline C.,38,84,7,6,6,4,,,,,,,2,0,Completed,,,1.55,2.3,1.47,2.38,1.55,2,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Ivanisevic G.,Koubek S.,12,63,6,4,3,6,6,3,,,,,2,1,Completed,,,,,,,,,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Vacek D.,4,393,7,6,6,4,,,,,,,2,0,Completed,,,1.18,4.25,1.2,3.7,1.2,3.3,1.2,4
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Knowle J.,Portas A.,134,20,6,4,1,6,7,6,,,,,2,1,Completed,,,,,2.3,1.5,1.9,1.6,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Mantilla F.,Caratti C.,45,238,6,1,6,1,,,,,,,2,0,Completed,,,,,,,,,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Montanes A.,Sanchez D.,65,74,6,3,6,2,,,,,,,2,0,Completed,,,1.95,1.75,1.87,1.75,1.8,1.7,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Novak J.,Hipfl M.,29,76,3,6,6,3,6,2,,,,,2,1,Completed,,,1.28,3.3,1.35,2.7,1.35,2.5,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Ogorodov O.,Al Khulaifi N.G.,148,NR,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Schuettler R.,Nieminen J.,43,61,6,3,6,2,,,,,,,2,0,Completed,,,1.6,2.2,1.55,2.2,1.6,1.9,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Squillari F.,Sargsian S.,55,72,6,0,6,3,,,,,,,2,0,Completed,,,1.95,1.75,1.95,1.7,1.75,1.75,2.1,1.667
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Stepanek R.,Rochus C.,542,69,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Ulihrach B.,Blanco G.,32,56,6,2,6,2,,,,,,,2,0,Completed,,,1.28,3.3,1.3,3,1.3,2.7,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,1st Round,3,Vicente F.,Alami K.,52,203,6,2,6,2,,,,,,,2,0,Completed,,,1.7,2,1.65,2.02,1.65,1.85,1.727,2
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Squillari F.,38,55,6,2,6,2,,,,,,,2,0,Completed,,,1.45,2.55,1.4,2.6,1.45,2.2,1.444,2.625
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Davydenko N.,4,79,6,7,6,4,6,4,,,,,2,1,Completed,,,1.2,4,1.21,3.6,1.25,3,1.222,3.75
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Mantilla F.,Ogorodov O.,45,148,7,6,6,4,,,,,,,2,0,Completed,,,1.33,3.05,1.22,3.4,1.2,3.3,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Novak J.,Dupuis A.,29,90,7,5,6,4,,,,,,,2,0,Completed,,,1.35,2.9,1.35,2.75,1.4,2.3,1.333,3
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Montanes A.,43,65,6,3,6,4,,,,,,,2,0,Completed,,,1.38,2.75,1.33,2.85,1.25,3,1.333,3
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Stepanek R.,Ivanisevic G.,542,12,7,6,6,2,,,,,,,2,0,Completed,,,3.2,1.3,3.3,1.25,3,1.25,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Ulihrach B.,Bjorkman J.,32,60,6,2,7,6,,,,,,,2,0,Completed,,,1.9,1.8,2,1.65,1.75,1.75,2,1.727
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,2nd Round,3,Vicente F.,Knowle J.,52,134,6,3,6,4,,,,,,,2,0,Completed,,,1.48,2.45,1.5,2.3,1.45,2.2,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Novak J.,38,29,7,6,6,4,,,,,,,2,0,Completed,,,1.85,1.85,1.75,1.87,1.75,1.75,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,Quarterfinals,3,Mantilla F.,Stepanek R.,45,542,6,3,6,3,,,,,,,2,0,Completed,,,1.45,2.55,1.32,2.9,1.3,2.7,,
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Kafelnikov Y.,43,4,7,5,6,4,,,,,,,2,0,Completed,,,2.65,1.42,2.65,1.37,2.7,1.3,2.625,1.444
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,Quarterfinals,3,Ulihrach B.,Vicente F.,32,52,6,1,6,1,,,,,,,2,0,Completed,,,1.42,2.65,1.4,2.55,1.4,2.3,1.364,2.875
3,Doha,Qatar Open,31/12/01,International,Outdoor,Hard,Semifinals,3,El Aynaoui Y.,Schuettler R.,38,43,6,3,6,4,,,,,,,2,0,Completed,,,1.85,1.9,1.85,1.75,1.8,1.7,,
