ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,2nd Round,3,di Pasquale A.,Kratochvil M.,122,37,7,5,6,1,,,,,,,2,0,Completed,2,1.727,1.85,1.9,1.85,1.85,1.75,1.75,1.8,1.9
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,2nd Round,3,Ferrer D.,Melzer J.,81,98,6,4,7,6,,,,,,,2,0,Completed,1.571,2.25,1.62,2.2,1.6,2.05,1.6,1.9,1.615,2.2
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,2nd Round,3,Giner J.,Labadze I.,206,97,6,3,6,2,,,,,,,2,0,Completed,2.75,1.4,3,1.36,2.7,1.4,2.5,1.35,2.875,1.364
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,2nd Round,3,Pavel A.,Portas A.,33,88,4,6,6,4,6,2,,,,,2,1,Completed,1.444,2.625,1.48,2.55,1.42,2.5,1.4,2.3,1.444,2.625
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Rochus C.,71,110,6,2,6,1,,,,,,,2,0,Completed,1.4,2.75,1.36,3,1.33,2.89,1.3,2.7,1.4,2.75
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,2nd Round,3,Squillari F.,Vicente F.,100,43,7,6,5,7,6,1,,,,,2,1,Completed,2.1,1.667,2.4,1.53,2,1.65,1.85,1.65,2.1,1.667
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Squillari F.,56,100,6,1,7,6,,,,,,,2,0,Completed,1.571,2.25,1.5,2.5,1.53,2.47,1.5,2.1,1.444,2.625
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,Quarterfinals,3,Ferrer D.,di Pasquale A.,81,122,6,3,6,1,,,,,,,2,0,Completed,2,1.727,2.15,1.65,2.35,1.63,1.8,1.7,2.1,1.667
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,Quarterfinals,3,Pavel A.,Giner J.,33,206,6,1,6,3,,,,,,,2,0,Completed,1.222,4,1.22,4,1.21,4,1.2,3.3,1.222,3.75
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,Quarterfinals,3,Sanchez D.,Blanco G.,71,146,6,1,6,3,,,,,,,2,0,Completed,1.4,2.75,1.5,2.5,1.42,2.51,1.45,2.2,1.4,2.75
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,Semifinals,3,Acasuso J.,Pavel A.,56,33,4,6,7,6,6,1,,,,,2,1,Completed,2.1,1.667,2,1.75,,,1.8,1.7,2,1.727
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,Semifinals,3,Ferrer D.,Sanchez D.,81,71,6,1,6,2,,,,,,,2,0,Completed,2.25,1.571,2,1.75,,,1.9,1.6,2.1,1.667
52,Bucharest,Open Romania,09/09/02,International,Outdoor,Clay,The Final,3,Ferrer D.,Acasuso J.,81,56,6,3,6,2,,,,,,,2,0,Completed,2.1,1.667,2.05,1.75,2.08,1.68,1.85,1.65,2.1,1.667
