ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
53,Bucharest,Open Romania,12/09/05,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Sanchez D.,54,116,733,370,2,6,6,2,6,1,,,,,2,1,Completed,1.53,2.37,1.55,2.4,,,1.45,2.35,1.621,2.51
53,Bucharest,Open Romania,12/09/05,International,Outdoor,Clay,1st Round,3,Acasuso J.,Chela J.I.,43,53,848,735,6,2,6,4,,,,,,,2,0,Completed,1.8,1.9,1.7,2.1,1.85,1.9,1.8,1.8,1.73,2.27
53,Bucharest,Open Romania,12/09/05,International,Outdoor,Clay,1st Round,3,Mayer F.,Hernandez O.,66,75,519,499,6,2,6,0,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.34,3.12,1.4,2.5,1.286,4.2
53,Bucharest,Open Romania,12/09/05,International,Outdoor,Clay,1st Round,3,Serra F.,Crivoi V.,68,318,515,105,3,6,7,6,6,1,,,,,2,1,Completed,,,,,,,1.2,3.6,,
53,Bucharest,Open Romania,12/09/05,International,Outdoor,Clay,1st Round,3,Sanguinetti D.,Sabau R.,47,79,784,493,6,4,6,3,,,,,,,2,0,Completed,2.1,1.66,2,1.77,2,1.75,1.8,1.8,2.06,1.862
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Portas A.,Rochus C.,127,57,333,704,6,4,6,1,,,,,,,2,0,Completed,,,,,,,1.95,1.65,,
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Volandri F.,Behrend T.,41,86,875,462,6,2,6,4,,,,,,,2,0,Completed,1.22,3.75,1.28,3.55,1.25,3.75,1.25,3.2,1.271,4.39
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Verdasco F.,Zabaleta M.,39,67,885,515,6,2,6,4,,,,,,,2,0,Completed,1.61,2.2,1.62,2.25,1.6,2.3,1.55,2.1,1.51,2.76
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Andreev I.,Waske A.,52,110,739,397,6,4,7,6,,,,,,,2,0,Completed,1.25,3.5,1.28,3.55,1.25,3.75,1.3,2.9,1.326,3.77
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Horna L.,89,63,453,580,6,3,3,6,6,2,,,,,2,1,Completed,1.72,2,1.93,1.83,1.85,1.9,1.7,1.9,1.909,2
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Puerta M.,Tipsarevic J.,10,122,1737,344,7,6,6,2,,,,,,,2,0,Completed,1.14,5,1.13,5.65,1.15,5.2,1.1,5,1.181,6.01
53,Bucharest,Open Romania,13/09/05,International,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Almagro N.,133,102,310,411,7,6,6,1,,,,,,,2,0,Completed,2.75,1.39,,,,,2.5,1.4,3.04,1.446
