ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
52,Bucharest,Open Romania,13/09/04,International,Outdoor,Clay,1st Round,3,Mantilla F.,Davydenko N.,87,44,7,6,6,0,,,,,,,2,0,Completed,2.1,1.66,2,1.77,1.95,1.8,1.8,1.7,,
52,Bucharest,Open Romania,13/09/04,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Costa A.,79,45,6,1,6,2,,,,,,,2,0,Completed,2.25,1.57,2.2,1.65,2,1.75,1.75,1.75,2.25,1.69
52,Bucharest,Open Romania,13/09/04,International,Outdoor,Clay,1st Round,3,Andreev I.,Vliegen K.,49,99,6,2,6,3,,,,,,,2,0,Completed,1.33,3,1.35,3.1,1.37,2.92,1.3,2.7,1.426,3.05
52,Bucharest,Open Romania,13/09/04,International,Outdoor,Clay,1st Round,3,Corretja A.,Hernandez O.,91,102,7,5,2,6,7,5,,,,,2,1,Completed,2.25,1.57,1.93,1.83,1.9,1.85,1.9,1.6,1.962,1.862
52,Bucharest,Open Romania,13/09/04,International,Outdoor,Clay,1st Round,3,di Pasquale A.,Elsner D.,244,146,4,0,,,,,,,,,0,0,Retired,2,1.72,1.88,1.88,1.9,1.85,1.65,1.85,1.952,1.87
52,Bucharest,Open Romania,13/09/04,International,Outdoor,Clay,1st Round,3,Sanchez D.,Sluiter R.,77,93,6,2,7,6,,,,,,,2,0,Completed,1.44,2.62,1.38,2.9,1.45,2.6,1.45,2.2,1.455,2.95
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Djokovic N.,Clement A.,272,67,2,6,6,4,6,4,,,,,2,1,Completed,,,2.35,1.53,2.4,1.53,,,,
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Mayer F.,van Scheppingen D.,36,72,6,1,6,1,,,,,,,2,0,Completed,1.3,3.2,1.3,3.4,1.28,3.46,1.25,3,1.345,3.5
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Gasquet R.,Starace P.,119,80,6,3,6,4,,,,,,,2,0,Completed,,,2.1,1.67,2.1,1.7,1.9,1.6,,
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Acasuso J.,Squillari F.,95,135,3,6,6,4,6,2,,,,,2,1,Completed,,,1.83,1.93,1.75,2,1.6,1.9,,
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Hanescu V.,Verdasco F.,96,39,7,6,7,6,,,,,,,2,0,Completed,2.62,1.44,2.7,1.45,2.45,1.5,2.2,1.45,2.82,1.488
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Ferrer D.,Wawrinka S.,54,167,6,4,7,6,,,,,,,2,0,Completed,,,1.45,2.6,1.4,2.85,1.4,2.3,,
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Sabau R.,85,296,6,1,6,1,,,,,,,2,0,Completed,1.53,2.37,1.4,2.8,1.4,2.85,1.45,2.2,1.543,2.64
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Volandri F.,Montanes A.,53,83,6,3,6,1,,,,,,,2,0,Completed,1.22,3.75,1.18,4.5,1.22,3.98,1.15,3.8,1.244,4.45
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Koubek S.,Ionita V.,82,221,6,3,7,6,,,,,,,2,0,Completed,1.25,3.5,1.48,2.6,1.37,2.92,1.05,5,1.461,2.92
52,Bucharest,Open Romania,14/09/04,International,Outdoor,Clay,1st Round,3,Calatrava A.,Monaco J.,101,86,7,6,6,2,,,,,,,2,0,Completed,2.75,1.4,2.6,1.48,2.15,1.65,2.5,1.35,2.6,1.556
52,Bucharest,Open Romania,15/09/04,International,Outdoor,Clay,2nd Round,3,Andreev I.,Kohlschreiber P.,49,85,7,6,6,2,,,,,,,2,0,Completed,1.3,3.4,,,1.3,3.35,,,1.308,3.75
52,Bucharest,Open Romania,15/09/04,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Sanchez D.,95,77,6,3,6,0,,,,,,,2,0,Completed,2,1.72,1.88,1.88,1.95,1.8,1.75,1.75,1.885,1.935
