ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Simoni A.,79,129,6,2,4,6,6,2,,,,,2,1,Completed,,,1.5,2.4,1.5,2.3,1.5,2.1,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Dupuis A.,Diaz J.,82,81,6,4,6,1,,,,,,,2,0,Completed,,,1.42,2.65,1.44,2.5,1.4,2.3,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Fish M.,Stoliarov A.,134,110,6,4,2,6,7,6,,,,,2,1,Completed,,,1.6,2.2,1.67,2,1.6,1.9,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Arthurs W.,23,84,6,7,6,3,7,6,,,,,2,1,Completed,,,1.4,2.7,1.37,2.7,1.4,2.3,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Hipfl M.,Savolt A.,74,85,7,5,7,5,,,,,,,2,0,Completed,,,1.65,2.1,1.57,2.15,1.5,2.1,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Lee H.T.,Sanchez D.,93,66,6,2,6,3,,,,,,,2,0,Completed,,,1.48,2.5,1.5,2.33,1.55,2,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Llodra M.,Calatrava A.,113,101,5,0,,,,,,,,,0,0,Retired,,,1.85,1.85,1.81,1.81,1.65,1.85,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Lopez F.,Woodruff C.,144,156,6,7,6,3,6,4,,,,,2,1,Completed,,,,,2.3,1.5,1.9,1.6,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Massu N.,Morrison J.,56,141,6,4,6,4,,,,,,,2,0,Completed,,,1.6,2.2,1.6,2.1,1.55,2,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Nieminen J.,Goldstein P.,68,174,6,1,6,2,,,,,,,2,0,Completed,,,1.67,2.05,1.64,2.05,1.65,1.85,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Pless K.,Delgado R.,75,80,6,4,6,3,,,,,,,2,0,Completed,,,1.55,2.3,1.6,2.1,1.55,2,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Roddick A.,Davydenko N.,13,86,6,4,6,1,,,,,,,2,0,Completed,,,1.12,5.25,1.12,4.8,1.1,4.5,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Russell M.,Koubek S.,92,50,3,6,6,3,6,2,,,,,2,1,Completed,,,,,2.3,1.5,2.1,1.5,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Sa A.,Verkerk M.,88,128,6,4,6,4,,,,,,,2,0,Completed,,,,,1.5,2.3,1.5,2.1,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Rochus C.,60,76,0,6,6,4,6,1,,,,,2,1,Completed,,,1.48,2.5,1.45,2.5,1.35,2.5,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Vacek J.,72,78,5,7,6,4,6,4,,,,,2,1,Completed,,,1.57,2.25,1.6,2.1,1.55,2,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,2nd Round,3,Dupuis A.,Nieminen J.,82,68,2,6,7,6,6,1,,,,,2,1,Completed,,,2.1,1.65,2.1,1.6,2,1.55,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Fish M.,23,134,6,3,6,7,6,1,,,,,2,1,Completed,,,1.33,3.1,1.28,3.1,1.25,3,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,2nd Round,3,Llodra M.,Hipfl M.,113,74,6,3,6,4,,,,,,,2,0,Completed,,,1.6,2.2,1.6,2.1,1.5,2.1,,
17,Delray Beach,Citrix Tennis Championships,04/03/02,International,Outdoor,Hard,2nd Round,3,Lopez F.,Russell M.,144,92,4,6,6,3,6,4,,,,,2,1,Completed,,,1.85,1.85,1.85,1.75,1.8,1.7,,
