ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
10,Buenos Aires,ATP Buenos Aires 2005,07/02/05,International,Outdoor,Clay,1st Round,3,Acasuso J.,Mathieu P.H.,57,104,6,3,6,2,,,,,,,2,0,Completed,1.36,2.87,1.42,2.8,1.42,2.75,1.4,2.3,1.36,3.38
10,Buenos Aires,ATP Buenos Aires 2005,07/02/05,International,Outdoor,Clay,1st Round,3,Saretta F.,Montanes A.,114,97,6,2,0,6,6,2,,,,,2,1,Completed,1.61,2.2,1.65,2.2,1.6,2.3,1.5,2.1,1.575,2.54
10,Buenos Aires,ATP Buenos Aires 2005,07/02/05,International,Outdoor,Clay,1st Round,3,Canas G.,Corretja A.,12,127,6,3,6,1,,,,,,,2,0,Completed,1.19,4,1.16,5,1.2,4.25,1.2,3.3,1.179,5.38
10,Buenos Aires,ATP Buenos Aires 2005,07/02/05,International,Outdoor,Clay,1st Round,3,Mantilla F.,Hernandez O.,119,84,6,4,7,6,,,,,,,2,0,Completed,1.57,2.25,1.67,2.15,1.65,2.1,1.6,1.9,1.73,2.17
10,Buenos Aires,ATP Buenos Aires 2005,07/02/05,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Calatrava A.,50,86,6,3,6,2,,,,,,,2,0,Completed,1.22,3.75,1.2,4.4,1.18,4.45,1.25,3,1.194,5.16
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Monaco J.,Costa A.,83,54,7,5,6,4,,,,,,,2,0,Completed,2,1.72,2,1.77,1.87,1.87,1.85,1.65,1.862,1.962
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Burgsmuller L.,Volandri F.,95,40,6,4,6,2,,,,,,,2,0,Completed,6,1.1,6.5,1.1,6.25,1.1,4.5,1.1,7.1,1.125
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Puerta M.,Guzman J.P.,117,156,6,2,7,6,,,,,,,2,0,Completed,1.61,2.2,,,,,1.55,2,1.526,2.7
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Almagro N.,Ventura S.,98,85,6,3,6,3,,,,,,,2,0,Completed,1.66,2.1,1.6,2.3,1.6,2.3,1.7,1.8,1.568,2.56
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Martin A.,Ferrer D.,69,47,5,0,,,,,,,,,0,0,Retired,3.2,1.3,3.1,1.35,3.1,1.35,2.7,1.3,3.2,1.392
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Lopez M.,Chela J.I.,141,23,7,5,6,1,,,,,,,2,0,Completed,3.25,1.28,3.5,1.28,3.75,1.25,3,1.25,4.32,1.255
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Sanchez D.,91,78,6,4,6,3,,,,,,,2,0,Completed,2.1,1.66,2,1.8,2.05,1.75,1.8,1.7,2.16,1.735
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Starace P.,Massa E.,66,125,7,6,6,0,,,,,,,2,0,Completed,2.1,1.66,2.3,1.6,2.1,1.7,2.1,1.5,2.52,1.581
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Moya C.,Luczak P.,6,154,6,3,7,6,,,,,,,2,0,Completed,1.1,6,1.15,5,1.17,4.67,1.15,3.8,1.154,5.9
10,Buenos Aires,ATP Buenos Aires 2005,08/02/05,International,Outdoor,Clay,1st Round,3,Nadal R.,Calleri A.,48,61,7,6,6,3,,,,,,,2,0,Completed,1.39,2.75,1.48,2.6,1.48,2.53,1.4,2.3,1.452,2.96
10,Buenos Aires,ATP Buenos Aires 2005,09/02/05,International,Outdoor,Clay,1st Round,3,Gaudio G.,Luzzi F.,8,202,2,6,6,1,6,3,,,,,2,1,Completed,1.1,6,1.2,5,,,1.1,4.5,1.163,5.74
10,Buenos Aires,ATP Buenos Aires 2005,09/02/05,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Lopez M.,119,141,4,6,7,6,7,6,,,,,2,1,Completed,2,1.72,1.8,1.97,2.23,1.61,1.75,1.75,2.32,1.658
10,Buenos Aires,ATP Buenos Aires 2005,09/02/05,International,Outdoor,Clay,2nd Round,3,Martin A.,Canas G.,69,12,6,4,6,3,,,,,,,2,0,Completed,4,1.22,4.4,1.2,3.75,1.25,3,1.25,4.87,1.21
10,Buenos Aires,ATP Buenos Aires 2005,10/02/05,International,Outdoor,Clay,2nd Round,3,Puerta M.,Burgsmuller L.,117,95,6,2,6,0,,,,,,,2,0,Completed,1.33,3.25,1.33,3.2,1.28,3.46,1.3,2.7,1.351,3.45
10,Buenos Aires,ATP Buenos Aires 2005,10/02/05,International,Outdoor,Clay,2nd Round,3,Moya C.,Monaco J.,6,83,6,1,6,2,,,,,,,2,0,Completed,1.25,3.75,1.2,4.4,1.28,3.46,1.25,3,1.328,3.6
