ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Acasuso J.,Arazi H.,172,43,2,6,7,6,6,4,,,,,2,1,Completed,,,,,,,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Bruguera S.,Sanchez D.,79,84,6,1,6,4,,,,,,,2,0,Completed,1.65,2.1,1.66,1.95,1.65,1.85,1.62,2.2
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Canas G.,Clavet F.,195,40,6,7,7,5,7,6,,,,,2,1,Completed,2.95,1.35,2.6,1.35,2.7,1.3,3,1.33
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Chela J.I.,El Aynaoui Y.,46,50,6,2,6,4,,,,,,,2,0,Completed,1.6,2.2,1.7,1.9,1.55,2,1.73,2
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Coria G.,Calatrava A.,56,44,6,2,6,7,7,5,,,,,2,1,Completed,1.55,2.3,1.7,1.9,1.7,1.8,1.62,2.2
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Gaudio G.,Zabaleta M.,29,61,6,4,6,3,,,,,,,2,0,Completed,2,1.72,1.6,2,1.55,2,2,1.73
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Gumy H.,Massu N.,132,68,6,3,6,1,,,,,,,2,0,Completed,2.25,1.55,1.7,1.9,1.85,1.65,2,1.73
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Hipfl M.,Rios M.,123,22,6,3,6,1,,,,,,,2,0,Completed,,,,,,,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Kuerten G.,Fromberg R.,2,95,6,2,7,6,,,,,,,2,0,Completed,1.14,5,1.15,4,1.15,3.8,1.13,5.5
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Martin A.,Elsner D.,73,93,6,1,6,1,,,,,,,2,0,Completed,1.45,2.55,1.55,2.1,1.4,2.3,1.44,2.63
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Meligeni F.,Alami K.,97,72,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Portas A.,di Pasquale A.,52,63,6,4,7,6,,,,,,,2,0,Completed,1.5,2.4,1.65,2,1.55,2,1.53,2.38
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Robredo T.,Rochus C.,103,85,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Squillari F.,Calleri A.,17,65,6,4,3,6,7,5,,,,,2,1,Completed,1.6,2.2,1.4,2.5,1.4,2.3,1.53,2.38
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Vanek J.,Puentes G.,82,91,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.6,2,,,1.53,2.38
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,1st Round,3,Vicente F.,Nalbandian D.,36,165,3,6,7,5,7,6,,,,,2,1,Completed,1.45,2.55,1.41,2.4,1.4,2.3,1.5,2.5
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Portas A.,172,52,6,4,7,5,,,,,,,2,0,Completed,2.45,1.48,2.25,1.45,2.1,1.5,2.63,1.44
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Canas G.,Gumy H.,195,132,7,5,7,6,,,,,,,2,0,Completed,2.2,1.6,1.92,1.62,1.9,1.6,2,1.73
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Coria G.,Meligeni F.,56,97,1,6,6,3,6,4,,,,,2,1,Completed,1.48,2.45,1.5,2.15,1.45,2.2,1.44,2.63
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Bruguera S.,29,79,6,2,6,4,,,,,,,2,0,Completed,1.42,2.65,1.43,2.3,1.35,2.5,1.44,2.63
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Hipfl M.,Martin A.,123,73,7,5,6,1,,,,,,,2,0,Completed,2.15,1.62,2.2,1.47,2.2,1.45,2.2,1.62
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Kuerten G.,Vanek J.,2,82,6,2,6,4,,,,,,,2,0,Completed,1.2,4,1.12,4.25,1.15,3.8,1.17,4.5
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Squillari F.,Chela J.I.,17,46,7,6,3,6,7,5,,,,,2,1,Completed,1.75,1.95,1.65,1.9,1.65,1.85,1.91,1.8
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,2nd Round,3,Vicente F.,Robredo T.,36,103,7,5,4,6,7,6,,,,,2,1,Completed,1.5,2.4,1.37,2.5,1.35,2.5,1.44,2.63
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Squillari F.,172,17,6,7,6,4,6,4,,,,,2,1,Completed,2.75,1.4,2.35,1.43,2.3,1.4,2.75,1.4
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Coria G.,29,56,6,3,7,6,,,,,,,2,0,Completed,1.7,2.05,1.63,1.95,1.65,1.85,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Canas G.,2,195,0,6,6,1,6,2,,,,,2,1,Completed,,,,,,,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,Quarterfinals,3,Vicente F.,Hipfl M.,36,123,6,4,,,,,,,,,1,0,Retired,,,,,,,,
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,Semifinals,3,Acasuso J.,Gaudio G.,172,29,3,6,6,1,6,3,,,,,2,1,Completed,2.6,1.45,2.35,1.43,2.3,1.4,2.63,1.44
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,Semifinals,3,Kuerten G.,Vicente F.,2,36,4,6,6,2,6,2,,,,,2,1,Completed,1.4,2.7,1.3,2.8,1.3,2.7,1.33,3
12,Buenos Aires,Copa AT&T,19/02/01,International,Outdoor,Clay,The Final,3,Kuerten G.,Acasuso J.,2,172,6,1,6,3,,,,,,,2,0,Completed,1.22,3.8,1.15,4,1.2,3.2,1.2,4
