ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Acasuso J.,Portas A.,73,26,6,3,6,4,,,,,,,2,0,Completed,,,1.85,1.85,1.82,1.8,1.75,1.75,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Calleri A.,Kuerten G.,74,2,6,3,6,7,7,6,,,,,2,1,Completed,,,3.2,1.3,3.25,1.25,3,1.25,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Chela J.I.,Norman M.,53,85,6,3,6,2,,,,,,,2,0,Completed,,,1.67,2.05,1.6,2.1,1.55,2,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Gaudenzi A.,Hipfl M.,54,63,6,3,4,6,6,4,,,,,2,1,Completed,,,2,1.72,1.88,1.74,1.85,1.65,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Blanco G.,61,55,7,5,2,1,,,,,,,1,0,Retired,,,,,,,,,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Lapentti N.,Olguin L.,19,235,4,6,6,1,6,3,,,,,2,1,Completed,,,,,,,,,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Lopez F.,Horna L.,203,138,3,6,6,4,6,3,,,,,2,1,Completed,,,,,,,,,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Mantilla F.,Vicente F.,35,62,7,6,7,6,,,,,,,2,0,Completed,,,1.57,2.25,1.5,2.25,1.5,2.1,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Martin A.,Puerta M.,37,249,7,6,6,1,,,,,,,2,0,Completed,,,1.5,2.4,1.5,2.25,1.45,2.2,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Massu N.,Etlis G.,90,173,6,1,6,4,,,,,,,2,0,Completed,,,1.42,2.65,1.35,2.7,1.35,2.5,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Meligeni F.,Russell M.,70,96,6,3,6,0,,,,,,,2,0,Completed,,,1.62,2.15,1.57,2.15,1.6,1.9,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Nalbandian D.,Montanes A.,48,58,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Rios M.,Massa E.,36,140,4,6,6,4,7,5,,,,,2,1,Completed,,,1.2,4,1.16,4.05,1.15,3.8,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Sanchez D.,Canas G.,79,15,6,2,6,3,,,,,,,2,0,Completed,,,3.5,1.25,3.35,1.22,3,1.25,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Squillari F.,Prieto S.,56,353,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Armando H.,78,126,6,7,7,5,6,3,,,,,2,1,Completed,,,,,,,,
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Gaudenzi A.,73,54,6,4,6,4,,,,,,,2,0,Completed,,,1.65,2.1,1.6,2.1,1.55,2
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Calleri A.,Meligeni F.,74,70,5,7,6,3,6,3,,,,,2,1,Completed,,,1.57,2.25,1.68,1.98,1.6,1.9
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Chela J.I.,Lapentti N.,53,19,3,6,6,0,7,6,,,,,2,1,Completed,,,1.95,1.75,2.05,1.63,1.85,1.65
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Lopez F.,Mantilla F.,203,35,6,3,3,6,6,3,,,,,2,1,Completed,,,3.2,1.3,3.25,1.25,2.7,1.3
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Massu N.,Sanchez D.,90,79,6,4,6,3,,,,,,,2,0,Completed,,,1.7,2,1.6,2.1,1.6,1.9
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Nalbandian D.,Gonzalez F.,48,61,6,3,1,6,7,6,,,,,2,1,Completed,,,1.55,2.25,1.7,1.95,1.55,2
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Squillari F.,Martin A.,56,37,6,1,3,1,,,,,,,1,0,Retired,,,1.65,2.1,1.6,2.1,1.55,2
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,2nd Round,3,Zabaleta M.,Rios M.,78,36,7,6,1,6,6,3,,,,,2,1,Completed,,,2.2,1.6,2.3,1.5,2,1.55
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,Quarterfinals,3,Calleri A.,Zabaleta M.,74,78,6,4,4,6,6,1,,,,,2,1,Completed,,,1.9,1.8,1.95,1.7,1.8,1.7
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,Quarterfinals,3,Chela J.I.,Squillari F.,53,56,7,6,4,6,6,4,,,,,2,1,Completed,,,1.9,1.85,1.8,1.8,1.75,1.75
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,Quarterfinals,3,Lopez F.,Acasuso J.,203,73,6,3,4,6,7,5,,,,,2,1,Completed,,,2.9,1.36,2.6,1.38,2.5,1.35
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,Quarterfinals,3,Massu N.,Nalbandian D.,90,48,7,6,4,6,7,6,,,,,2,1,Completed,,,2.3,1.55,2.3,1.5,2.2,1.45
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,Semifinals,3,Calleri A.,Chela J.I.,74,53,6,4,6,4,,,,,,,2,0,Completed,,,1.9,1.8,1.95,1.7,1.9,1.6
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,Semifinals,3,Massu N.,Lopez F.,90,203,7,6,6,2,,,,,,,2,0,Completed,,,1.6,2.2,1.55,2.2,1.45,2.2
11,Buenos Aires,Copa AT&T,18/02/02,International,Outdoor,Clay,The Final,3,Massu N.,Calleri A.,90,74,2,6,7,6,6,2,,,,,2,1,Completed,,,2.05,1.7,1.96,1.71,1.9,1.6
