ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
13,Buenos Aires,Copa Telmex,19/02/07,International,Outdoor,Clay,Round Robin,3,Andreev I.,Martin A.,148,57,295,636,6,3,2,6,6,1,,,,,2,1,Completed,1.36,2.87,1.35,3.1,1.35,3.1,1.418,3.19,1.37,3
13,Buenos Aires,Copa Telmex,20/02/07,International,Outdoor,Clay,Round Robin,3,Roitman S.,Acasuso J.,78,41,513,815,7,6,6,1,,,,,,,2,0,Completed,3,1.33,3.4,1.3,3.35,1.3,3.7,1.333,3.6,1.27
13,Buenos Aires,Copa Telmex,20/02/07,International,Outdoor,Clay,Round Robin,3,Lapentti N.,Devilder N.,61,97,587,430,6,3,2,6,6,3,,,,,2,1,Completed,1.61,2.2,1.68,2.15,1.55,2.35,1.602,2.56,1.6,2.28
13,Buenos Aires,Copa Telmex,20/02/07,International,Outdoor,Clay,Round Robin,3,Montanes A.,Calleri A.,75,29,518,988,6,7,6,4,6,4,,,,,2,1,Completed,2.62,1.44,2.85,1.4,2.45,1.5,2.97,1.461,2.6,1.47
13,Buenos Aires,Copa Telmex,20/02/07,International,Outdoor,Clay,Round Robin,3,Almagro N.,Vassallo-Arguello M.,30,62,960,584,7,5,6,4,,,,,,,2,0,Completed,1.3,3.2,1.35,3.1,1.35,3.1,1.353,3.63,1.37,3
13,Buenos Aires,Copa Telmex,20/02/07,International,Outdoor,Clay,Round Robin,3,di Mauro A.,Ramirez-Hidalgo R.,98,59,428,613,6,4,7,6,,,,,,,2,0,Completed,2.87,1.36,3.2,1.33,2.85,1.4,3.24,1.41,2.85,1.4
13,Buenos Aires,Copa Telmex,20/02/07,International,Outdoor,Clay,Round Robin,3,Moya C.,Starace P.,47,87,735,458,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.67,2.15,1.73,2.03,1.714,2.3,1.67,2.15
13,Buenos Aires,Copa Telmex,21/02/07,International,Outdoor,Clay,Round Robin,3,Horna L.,Nalbandian D.,50,10,720,1995,6,4,6,3,,,,,,,2,0,Completed,2.75,1.39,2.85,1.4,2.75,1.42,3.04,1.446,2.85,1.4
13,Buenos Aires,Copa Telmex,21/02/07,International,Outdoor,Clay,Round Robin,3,Vassallo-Arguello M.,Galvani S.,62,113,584,391,6,2,6,4,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.45,2.6,1.478,2.89,1.48,2.56
13,Buenos Aires,Copa Telmex,21/02/07,International,Outdoor,Clay,Round Robin,3,Chela J.I.,Martin A.,35,57,880,636,6,1,6,3,,,,,,,2,0,Completed,1.25,3.5,1.3,3.4,1.3,3.35,1.299,4.05,1.25,3.8
13,Buenos Aires,Copa Telmex,21/02/07,International,Outdoor,Clay,Round Robin,3,Devilder N.,Ferrero J.C.,97,27,430,1085,1,6,7,6,6,0,,,,,2,1,Completed,4.5,1.16,4.4,1.2,4.25,1.2,4.56,1.259,4.3,1.2
13,Buenos Aires,Copa Telmex,21/02/07,International,Outdoor,Clay,Round Robin,3,Hartfield D.,Acasuso J.,117,41,380,815,6,3,,,,,,,,,1,0,Retired,2.87,1.36,2.8,1.42,2.6,1.45,2.77,1.526,2.8,1.41
