ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Agassi A.,Lee H.T.,4,82,7,5,3,6,6,3,,,,,2,1,Completed,1.1,5.75,1.1,4.5,1.1,4.5,1.13,5.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Arthurs W.,Schalken S.,71,28,6,4,6,4,,,,,,,2,0,Completed,2.1,1.65,2.05,1.57,2,1.55,2.1,1.67
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Balcells J.,Acasuso J.,72,110,7,5,6,1,,,,,,,2,0,Completed,,,,,,,,
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Furlan R.,Zib T.,251,131,6,2,7,5,,,,,,,2,0,Completed,1.9,1.8,1.95,1.6,1.9,1.6,,
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Gambill J.M.,Sa A.,26,130,6,3,6,7,6,3,,,,,2,1,Completed,1.28,3.25,1.3,2.75,1.3,2.7,1.29,3.25
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Gustafsson M.,Gaudenzi A.,78,96,3,6,6,3,6,2,,,,,2,1,Completed,1.53,2.35,1.52,2.1,1.45,2.2,1.5,2.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Haas T.,Vinck C.,21,111,6,4,7,5,,,,,,,2,0,Completed,1.22,3.75,1.2,3.4,1.15,3.8,1.2,4
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Hewitt L.,Lareau S.,6,94,6,3,6,1,,,,,,,2,0,Completed,1.2,4,1.25,3,1.2,3.2,1.2,4
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Mamiit C.,124,121,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Kratochvil M.,Sanguinetti D.,77,55,6,2,6,0,,,,,,,2,0,Completed,1.8,1.9,1.9,1.65,1.9,1.6,1.91,1.8
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Malisse X.,Goldstein P.,115,80,6,3,7,6,,,,,,,2,0,Completed,1.95,1.75,2.1,1.52,2,1.55,2.1,1.67
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Philippoussis M.,Hantschk M.,13,106,6,3,6,7,6,3,,,,,2,1,Completed,1.18,4.25,1.17,3.6,1.1,4.5,1.17,4.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Roddick A.,Woodruff C.,123,89,6,4,6,4,,,,,,,2,0,Completed,2.1,1.65,1.95,1.6,2,1.55,2.2,1.62
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Rusedski G.,Levy H.,58,59,6,1,7,6,,,,,,,2,0,Completed,1.45,2.5,1.35,2.55,1.4,2.3,1.36,2.88
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Sargsian S.,Gimelstob J.,105,101,6,1,7,6,,,,,,,2,0,Completed,2,1.75,1.9,1.65,1.8,1.7,1.91,1.8
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,1st Round,3,Stoliarov A.,Delgado R.,95,235,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Agassi A.,Kratochvil M.,4,77,6,4,6,2,,,,,,,2,0,Completed,1.2,4,1.1,4.5,1.1,4.5,1.167,4.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Balcells J.,Philippoussis M.,72,13,6,4,6,7,7,6,,,,,2,1,Completed,3.25,1.28,3.3,1.2,3.2,1.2,3.25,1.286
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Gambill J.M.,Roddick A.,26,123,7,6,7,6,,,,,,,2,0,Completed,1.55,2.25,1.4,2.4,1.5,2.1,1.5,2.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Haas T.,Gustafsson M.,21,78,4,6,6,3,6,4,,,,,2,1,Completed,1.4,2.7,1.35,2.55,1.3,2.7,1.444,2.625
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Hewitt L.,Stoliarov A.,6,95,6,2,6,7,6,3,,,,,2,1,Completed,1.18,4.25,1.15,3.8,1.1,4.5,1.167,4.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Malisse X.,Ivanisevic G.,115,124,6,3,6,4,,,,,,,2,0,Completed,1.95,1.75,1.95,1.6,1.85,1.65,2.1,1.667
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Rusedski G.,Furlan R.,58,251,6,3,6,2,,,,,,,2,0,Completed,1.25,3.5,1.2,3.3,1.2,3.2,1.22,3.75
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,2nd Round,3,Sargsian S.,Arthurs W.,105,71,6,4,6,7,7,6,,,,,2,1,Completed,2.15,1.62,2.05,1.55,2.1,1.5,2.1,1.67
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,Quarterfinals,3,Agassi A.,Sargsian S.,4,105,6,1,6,3,,,,,,,2,0,Completed,1.16,4.5,1.06,5.25,1.1,4.5,1.167,4.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,Quarterfinals,3,Gambill J.M.,Balcells J.,26,72,6,2,6,0,,,,,,,2,0,Completed,1.35,3,1.45,2.25,1.4,2.3,1.4,2.75
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,Quarterfinals,3,Malisse X.,Haas T.,115,21,5,7,6,3,5,1,,,,,1,1,Retired,2.7,1.4,3,1.25,3,1.25,2.75,1.4
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,Quarterfinals,3,Rusedski G.,Hewitt L.,58,6,5,7,6,1,6,4,,,,,2,1,Completed,2.5,1.45,2.25,1.45,2.2,1.45,2.5,1.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,Semifinals,3,Agassi A.,Gambill J.M.,4,26,6,4,6,4,,,,,,,2,0,Completed,1.25,3.5,,,1.15,3.8,1.25,3.5
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,Semifinals,3,Rusedski G.,Malisse X.,58,115,6,4,6,2,,,,,,,2,0,Completed,1.42,2.65,,,1.35,2.5,1.444,2.625
17,San Jose,Sybase Open,26/02/01,International,Indoor,Hard,The Final,3,Rusedski G.,Agassi A.,58,4,6,3,6,4,,,,,,,2,0,Completed,3.15,1.3,3,1.27,3,1.25,3.5,1.25
