ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Hanescu V.,Popp A.,70,81,6,4,6,2,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3.9,1.3,2.7,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Volandri F.,Berdych T.,61,78,6,3,6,1,,,,,,,2,0,Completed,1.4,2.75,,,1.35,3.1,1.4,2.3,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Koellerer D.,Sanguinetti D.,174,113,2,6,6,2,6,4,,,,,2,1,Completed,,,,,2.45,1.5,2.5,1.35,,
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Koubek S.,Soderling R.,100,46,7,5,7,6,,,,,,,2,0,Completed,,,2.25,1.6,2.15,1.65,1.9,1.6,2.24,1.694
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Armando H.,Behrend T.,299,118,6,4,6,3,,,,,,,2,0,Completed,2.375,1.533,2.05,1.72,2.15,1.65,2,1.55,2.42,1.617
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Ancic M.,Blanco G.,69,93,6,2,6,4,,,,,,,2,0,Completed,1.444,2.625,1.45,2.65,1.37,2.92,1.3,2.7,1.417,3.05
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Davydenko N.,Tursunov D.,50,68,6,2,6,0,,,,,,,2,0,Completed,1.25,3.5,1.28,3.5,1.32,3.22,1.25,3,1.263,4.2
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Malisse X.,Beck K.,65,85,7,5,6,0,,,,,,,2,0,Completed,,,1.42,2.75,1.36,2.97,1.3,2.7,1.426,3.05
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Karlovic I.,Stoppini A.,58,402,6,7,6,4,6,3,,,,,2,1,Completed,,,1.3,3.35,1.35,3.1,1.3,2.7,1.313,3.7
29,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/04,International,Outdoor,Clay,1st Round,3,Rochus O.,Levy H.,73,120,6,1,6,1,,,,,,,2,0,Completed,1.25,3.5,1.25,3.75,1.25,3.75,1.15,3.8,1.227,4.7
