ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Alami K.,Ilie A.,109,51,6,7,7,6,7,6,,,,,2,1,Completed,2.2,1.6,2.1,1.5,2.2,1.45,2.25,1.571
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Calatrava A.,Lee H.T.,47,63,6,3,6,4,,,,,,,2,0,Completed,1.42,2.6,1.45,2.3,1.4,2.3,1.5,2.5
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Canas G.,Bryan B.,85,135,6,3,6,2,,,,,,,2,0,Completed,1.2,4,1.2,3.35,1.15,3.8,1.286,3.25
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Gaudenzi A.,Rios M.,120,40,5,7,6,1,6,4,,,,,2,1,Completed,2.5,1.45,2.6,1.35,2.7,1.3,2.625,1.444
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Gustafsson M.,Stoliarov A.,62,97,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Hipfl M.,Elsner D.,93,108,6,3,6,4,,,,,,,2,0,Completed,1.4,2.7,1.45,2.3,1.4,2.3,1.5,2.5
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Kucera K.,Blanco G.,83,75,6,3,7,6,,,,,,,2,0,Completed,1.95,1.75,1.85,1.7,1.65,1.85,1.833,1.833
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Ljubicic I.,Hrbaty D.,74,22,6,1,6,1,,,,,,,2,0,Completed,2.05,1.67,2,1.57,2,1.55,2.1,1.667
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Malisse X.,Eschauer W.,67,159,7,6,6,0,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Massu N.,Rochus O.,79,69,0,6,6,4,6,4,,,,,2,1,Completed,1.67,2.05,1.65,1.9,1.6,1.9,1.667,2.1
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Pavel A.,Koubek S.,31,78,6,3,6,3,,,,,,,2,0,Completed,1.65,2.1,1.5,2.15,1.45,2.2,1.727,2
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Rochus C.,Sargsian S.,88,115,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Siemerink J.,Armando H.,91,170,7,6,6,3,,,,,,,2,0,Completed,,,1.55,2.05,1.55,2,1.615,2.2
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Tabara M.,Sanchez D.,59,86,6,2,6,3,,,,,,,2,0,Completed,1.67,2.05,1.65,1.9,1.65,1.85,1.667,2.1
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Traykov I.,Kroslak J.,255,253,7,6,7,5,,,,,,,2,0,Completed,,,,,,,,
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,1st Round,3,Vanek J.,Portas A.,102,20,6,4,6,1,,,,,,,2,0,Completed,2.7,1.4,2.45,1.4,2.2,1.45,2.75,1.4
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,2nd Round,3,Gaudenzi A.,Massu N.,120,79,7,6,6,2,,,,,,,2,0,Completed,2.15,1.62,1.9,1.65,1.9,1.6,2.2,1.615
32,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/01,International,Outdoor,Clay,2nd Round,3,Gustafsson M.,Kucera K.,62,83,7,5,7,6,,,,,,,2,0,Completed,2.4,1.5,2.1,1.55,2.2,1.45,2.375,1.533
