ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Almagro N.,Karlovic I.,78,79,,,7,6,7,6,,,,,,,2,0,Completed,,,1.2,4.4,1.17,4.67,1.2,3.6,1.233,4.89
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Acasuso J.,Andreev I.,69,38,,,3,6,6,3,6,2,,,,,2,1,Completed,2,1.72,1.93,1.83,1.97,1.78,1.9,1.7,1.98,1.926
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,2nd Round,3,Melzer J.,Muller G.,47,70,,,6,2,6,7,7,5,,,,,2,1,Completed,1.39,2.75,1.4,2.85,1.4,2.85,1.35,2.7,1.417,3.2
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,1st Round,3,Hanescu V.,Hernych J.,82,66,,,4,6,6,1,6,3,,,,,2,1,Completed,1.53,2.37,1.55,2.4,1.55,2.35,1.45,2.35,1.625,2.5
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,1st Round,3,Kohlmann M.,Zib T.,287,61,,,2,6,7,6,6,4,,,,,2,1,Completed,3,1.36,3.3,1.3,2.85,1.4,2.5,1.4,3.45,1.377
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Puerta M.,89,39,,,7,6,4,6,7,5,,,,,2,1,Completed,2.5,1.5,2.6,1.48,2.35,1.55,2.2,1.5,2.9,1.476
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,1st Round,3,Sanguinetti D.,Vanek J.,65,81,,,6,4,6,2,,,,,,,2,0,Completed,1.53,2.37,1.7,2.1,1.7,2.1,1.45,2.35,1.758,2.22
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,1st Round,3,Rochus C.,Srichaphan P.,48,36,,,6,1,6,3,,,,,,,2,0,Completed,1.25,3.5,1.28,3.55,1.25,3.75,1.25,3.2,1.391,3.36
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,2nd Round,3,Davydenko N.,Schalken S.,13,92,,,6,3,6,1,,,,,,,2,0,Completed,1.16,4.5,1.22,4.1,1.25,3.75,1.25,3.2,1.22,5.15
30,St. Polten,Internationaler Raiffeisen Grand Prix,17/05/05,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Starace P.,129,63,,,6,4,6,4,,,,,,,2,0,Completed,2.37,1.53,2.15,1.67,2.15,1.65,1.95,1.65,2.29,1.719
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Almagro N.,69,78,,,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,1.7,2.1,1.65,2.15,1.45,2.35,1.658,2.42
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,2nd Round,3,Kohlmann M.,Hanescu V.,287,82,,,6,3,2,6,7,6,,,,,2,1,Completed,4,1.22,3.85,1.25,4.25,1.2,3.2,1.25,5.15,1.211
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,2nd Round,3,Rochus C.,Sanguinetti D.,48,65,,,6,3,6,3,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.5,2.45,1.5,2.2,1.5,2.85
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Horna L.,75,60,,,6,1,6,4,,,,,,,2,0,Completed,1.83,1.83,1.77,2,1.75,2.05,1.7,1.9,1.847,2.08
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,Quarterfinals,3,Davydenko N.,Mantilla F.,13,89,,,6,3,7,5,,,,,,,2,0,Completed,1.33,3.25,1.4,2.85,1.35,3.1,1.35,2.7,1.442,3.06
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Kohlmann M.,69,287,,,6,2,7,6,,,,,,,2,0,Completed,,,,,,,,,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,Quarterfinals,3,Melzer J.,Sanchez D.,47,129,,,5,7,6,4,6,4,,,,,2,1,Completed,1.72,2,1.74,2.05,1.67,2.12,1.75,1.85,1.962,1.943
30,St. Polten,Internationaler Raiffeisen Grand Prix,19/05/05,International,Outdoor,Clay,Quarterfinals,3,Rochus C.,Garcia-Lopez G.,48,75,,,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,20/05/05,International,Outdoor,Clay,Semifinals,3,Melzer J.,Rochus C.,47,48,,,6,4,6,3,,,,,,,2,0,Completed,2.25,1.57,2.25,1.62,2.23,1.61,2.1,1.55,2.44,1.649
30,St. Polten,Internationaler Raiffeisen Grand Prix,20/05/05,International,Outdoor,Clay,Semifinals,3,Davydenko N.,Acasuso J.,13,69,,,6,4,6,2,,,,,,,2,0,Completed,1.36,3,1.4,2.85,1.42,2.75,1.35,2.7,1.943,1.909
30,St. Polten,Internationaler Raiffeisen Grand Prix,21/05/05,International,Outdoor,Clay,The Final,3,Davydenko N.,Melzer J.,13,47,,,6,3,2,6,6,4,,,,,2,1,Completed,1.3,3.39,1.33,3.2,1.33,3.17,1.3,2.9,1.952,1.901
