ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
30,St. Polten,Internationaler Raiffeisen Grand Prix,15/05/05,International,Outdoor,Clay,1st Round,3,Horna L.,Koellerer D.,60,216,,,4,6,6,2,6,4,,,,,2,1,Completed,,,,,,,1.2,3.6,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,15/05/05,International,Outdoor,Clay,1st Round,3,Schalken S.,Kim K.,92,68,,,6,3,2,6,6,3,,,,,2,1,Completed,1.36,2.87,1.35,3.4,,,1.25,3.2,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Melzer J.,Mirnegg M.,47,306,,,6,3,6,1,,,,,,,2,0,Completed,,,,,,,1.1,5,1.103,9.79
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Lisnard J.R.,75,102,,,6,3,7,5,,,,,,,2,0,Completed,1.36,3,1.37,3,,,1.35,2.7,1.377,3.45
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Muller G.,Montanes A.,70,106,,,6,2,,,,,,,,,1,0,Retired,2.5,1.5,2.3,1.6,,,2.1,1.55,2.67,1.565
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Mantilla F.,Fogues F.,89,333,,,7,6,7,5,,,,,,,2,0,Completed,,,1.35,3.1,,,1.35,2.7,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Sanchez D.,Ginepri R.,129,72,,,3,6,7,6,6,4,,,,,2,1,Completed,1.57,2.25,1.53,2.45,2.15,1.65,1.55,2.1,1.952,1.901
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Davydenko N.,Mertinak M.,13,145,,,6,3,6,2,,,,,,,2,0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.2,3.6,1.212,5.32
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Puerta M.,Calatrava A.,39,87,,,7,5,6,2,,,,,,,2,0,Completed,,,1.22,4.1,1.25,3.75,1.2,3.6,1.235,4.86
30,St. Polten,Internationaler Raiffeisen Grand Prix,16/05/05,International,Outdoor,Clay,1st Round,3,Starace P.,Kohlschreiber P.,63,74,,,6,3,7,6,,,,,,,2,0,Completed,1.25,3.5,1.2,4.4,,,1.25,3.2,1.212,5.32
