ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Canas G.,Vinciguerra A.,22,46,6,0,6,1,,,,,,,2,0,Completed,1.67,2.05,1.55,2.1,1.5,2.1,1.667,2.1
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Enqvist T.,Gaudenzi A.,30,54,6,7,7,6,6,1,,,,,2,1,Completed,1.2,4,1.2,3.55,1.2,3.2,1.286,3.25
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Ferreira W.,Squillari F.,36,48,6,4,7,5,,,,,,,2,0,Completed,1.5,2.4,1.47,2.3,1.4,2.3,1.533,2.375
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Golmard J.,Boutter J.,47,68,7,5,6,3,,,,,,,2,0,Completed,1.7,2,1.65,1.95,1.6,1.9,,
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Gustafsson M.,Escude N.,85,27,6,4,5,7,6,4,,,,,2,1,Completed,2.55,1.45,2.35,1.45,2.2,1.45,,
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Haas T.,Bryan B.,17,170,6,2,6,4,,,,,,,2,0,Completed,1.18,4.25,1.2,3.55,1.2,3.2,,
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Hrbaty D.,Voltchkov V.,28,74,6,4,7,5,,,,,,,2,0,Completed,1.5,2.4,1.45,2.35,1.45,2.2,1.533,2.375
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Johansson T.,Sanguinetti D.,16,66,6,2,6,3,,,,,,,2,0,Completed,1.14,4.75,1.2,3.5,1.15,3.8,1.2,4
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Kafelnikov Y.,Youzhny M.,6,59,6,3,6,3,,,,,,,2,0,Completed,1.33,3,1.25,3.15,1.15,3.8,1.25,3.5
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Kiefer N.,Federer R.,39,12,6,3,1,6,7,6,,,,,2,1,Completed,2.4,1.5,2.2,1.5,2.2,1.45,2.5,1.5
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Nalbandian D.,Dupuis A.,50,61,7,5,6,4,,,,,,,2,0,Completed,2,1.7,2.35,1.45,2.1,1.5,,
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Novak J.,Ulihrach B.,43,34,6,1,6,0,,,,,,,2,0,Completed,1.75,1.95,1.8,1.8,1.65,1.85,1.8,1.909
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Rosset M.,Zimonjic N.,103,238,4,6,7,6,7,6,,,,,2,1,Completed,1.42,2.6,1.42,2.45,1.4,2.3,1.5,2.5
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Safin M.,Mirnyi M.,7,53,5,7,6,4,6,4,,,,,2,1,Completed,1.45,2.55,1.4,2.5,1.4,2.3,1.444,2.625
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Santoro F.,Blanco G.,18,52,6,2,6,1,,,,,,,2,0,Completed,1.25,3.5,1.25,3.2,1.15,3.8,1.333,3
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,1st Round,3,Stoliarov A.,Tabara M.,78,65,7,5,6,3,,,,,,,2,0,Completed,1.85,1.85,1.85,1.75,1.85,1.65,,
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Gustafsson M.,Ferreira W.,85,36,7,6,6,1,,,,,,,2,0,Completed,2,1.7,1.85,1.75,1.8,1.7,2.1,1.667
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Haas T.,Enqvist T.,17,30,7,5,6,2,,,,,,,2,0,Completed,,,1.45,2.4,1.4,2.3,1.615,2.2
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Hrbaty D.,Safin M.,28,7,6,0,4,6,7,5,,,,,2,1,Completed,2.4,1.5,2.5,1.4,2.3,1.4,2.875,1.364
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Johansson T.,Stoliarov A.,16,78,6,3,6,4,,,,,,,2,0,Completed,1.22,3.75,1.23,3.3,1.15,3.8,1.25,3.5
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Kafelnikov Y.,Nalbandian D.,6,50,6,3,7,6,,,,,,,2,0,Completed,1.28,3.35,1.15,4,1.15,3.8,1.286,3.25
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Kiefer N.,Golmard J.,39,47,6,4,6,3,,,,,,,2,0,Completed,,,1.55,2.15,1.55,2,1.571,2.25
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Novak J.,Canas G.,43,22,7,6,7,6,,,,,,,2,0,Completed,,,1.82,1.75,1.7,1.8,,
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,2nd Round,3,Rosset M.,Santoro F.,103,18,6,2,6,4,,,,,,,2,0,Completed,2.5,1.45,2.35,1.45,2.3,1.4,2.5,1.5
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,Quarterfinals,3,Haas T.,Gustafsson M.,17,85,6,1,6,4,,,,,,,2,0,Completed,1.38,2.75,1.3,2.85,1.25,3,1.444,2.625
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,Quarterfinals,3,Hrbaty D.,Novak J.,28,43,5,7,6,4,6,3,,,,,2,1,Completed,1.75,1.95,1.82,1.75,1.75,1.75,1.727,2
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,Quarterfinals,3,Kafelnikov Y.,Johansson T.,6,16,6,3,7,5,,,,,,,2,0,Completed,1.72,2,1.67,1.95,1.6,1.9,1.667,2.1
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,Quarterfinals,3,Kiefer N.,Rosset M.,39,103,6,3,7,6,,,,,,,2,0,Completed,1.45,2.55,1.47,2.3,1.45,2.2,1.444,2.625
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,Semifinals,3,Kafelnikov Y.,Haas T.,6,17,6,1,6,4,,,,,,,2,0,Completed,1.57,2.25,1.45,2.35,1.55,2,1.5,2.5
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,Semifinals,3,Kiefer N.,Hrbaty D.,39,28,6,4,6,3,,,,,,,2,0,Completed,1.85,1.85,1.75,1.85,1.7,1.8,1.8,1.909
60,Moscow,Kremlin Cup,01/10/01,International,Indoor,Carpet,The Final,3,Kafelnikov Y.,Kiefer N.,6,39,6,4,7,5,,,,,,,2,0,Completed,1.42,2.7,1.4,2.5,1.4,2.3,1.4,2.75
