ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Browne F.,Godwin N.,524,112,6,2,6,3,,,,,,,2,0,Completed,,,2.8,1.32,2.5,1.35,2.875,1.364
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Calleri A.,Horna L.,124,123,6,0,6,4,,,,,,,2,0,Completed,,,1.33,2.7,1.45,2.2,1.4,2.75
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Canas G.,Alves T.,24,349,6,3,6,4,,,,,,,2,0,Completed,,,1.07,4.9,1.1,4.5,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Delgado R.,Voltchkov V.,97,74,7,5,7,5,,,,,,,2,0,Completed,,,1.85,1.72,1.85,1.65,2,1.727
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Gonzalez F.,Alami K.,186,138,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Hantschk M.,Delgado J.,127,131,6,3,7,5,,,,,,,2,0,Completed,,,1.92,1.68,1.85,1.65,1.8,1.909
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Heuberger I.,Washington M.,126,581,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Lee M.,Thomann N.,115,156,6,4,6,2,,,,,,,2,0,Completed,,,1.55,2.05,1.65,1.85,1.571,2.25
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Mamiit C.,Pretzsch A.,110,136,7,6,6,4,,,,,,,2,0,Completed,,,1.55,2.05,1.6,1.9,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Massu N.,Hirigoyen I.,79,234,6,2,2,6,6,2,,,,,2,1,Completed,,,,,,,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Meligeni F.,Costa F.,80,246,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Mello R.,Sa A.,175,108,6,3,1,6,6,2,,,,,2,1,Completed,,,,,,,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Saretta F.,Kuerten G.,114,1,4,6,6,2,6,4,,,,,2,1,Completed,,,4.9,1.1,4.5,1.1,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Simoni A.,Davydenko N.,105,109,6,3,4,6,6,4,,,,,2,1,Completed,,,1.85,1.75,1.8,1.7,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Vacek J.,Oncins J.,106,NR,2,6,7,6,6,2,,,,,2,1,Completed,,,1.25,3.15,1.25,3,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,1st Round,3,Zabaleta M.,Saulnier C.,61,154,6,7,7,6,7,6,,,,,2,1,Completed,,,1.34,2.8,1.4,2.3,1.333,3
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Calleri A.,Heuberger I.,124,126,6,3,7,5,,,,,,,2,0,Completed,,,1.55,2.15,1.55,2,1.571,2.25
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Canas G.,Lee M.,24,115,6,2,6,2,,,,,,,2,0,Completed,,,1.25,3.2,1.2,3.2,1.182,4.333
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Delgado R.,Mamiit C.,97,110,6,3,6,4,,,,,,,2,0,Completed,,,1.5,2.25,1.5,2.1,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Meligeni F.,Browne F.,80,524,7,5,6,4,,,,,,,2,0,Completed,,,1.25,3.2,1.25,3,1.3,3.2
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Mello R.,Massu N.,175,79,1,6,7,6,6,3,,,,,2,1,Completed,,,2.7,1.33,2.5,1.35,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Saretta F.,Hantschk M.,114,127,6,4,6,1,,,,,,,2,0,Completed,,,1.6,2.05,1.6,1.9,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Simoni A.,Gonzalez F.,105,186,6,0,6,3,,,,,,,2,0,Completed,,,1.6,2.05,1.5,2.1,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,2nd Round,3,Vacek J.,Zabaleta M.,106,61,3,6,6,4,7,6,,,,,2,1,Completed,,,2.35,1.45,2.2,1.45,2.75,1.4
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,Quarterfinals,3,Calleri A.,Canas G.,124,24,7,6,6,4,,,,,,,2,0,Completed,,,2.35,1.4,2.5,1.35,2.875,1.364
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,Quarterfinals,3,Meligeni F.,Delgado R.,80,97,6,1,6,4,,,,,,,2,0,Completed,,,1.67,1.95,1.7,1.8,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,Quarterfinals,3,Simoni A.,Mello R.,105,175,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,Quarterfinals,3,Vacek J.,Saretta F.,106,114,1,6,6,3,6,2,,,,,2,1,Completed,,,1.82,1.75,1.85,1.65,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,Semifinals,3,Meligeni F.,Calleri A.,80,124,7,6,7,5,,,,,,,2,0,Completed,,,1.61,2,1.6,1.9,1.571,2.25
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,Semifinals,3,Vacek J.,Simoni A.,106,105,7,6,6,2,,,,,,,2,0,Completed,,,1.65,1.95,1.65,1.85,,
55,Salvador,Brasil Open,10/09/01,International,Outdoor,Hard,The Final,3,Vacek J.,Meligeni F.,106,80,2,6,7,6,6,3,,,,,2,1,Completed,,,2.05,1.6,2,1.55,2.2,1.615
