ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Prinosil D.,Damm M.,64,65,6,3,6,3,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Gonzalez F.,Woodruff C.,133,66,6,4,1,6,6,3,,,,,2,1,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Gaudenzi A.,Schuettler R.,108,67,6,4,6,4,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Srichaphan P.,Stoltenberg J.,89,69,6,4,6,4,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Manta L.,Sargsian S.,174,74,7,5,6,7,6,4,,,,,2,1,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Tieleman L.,Ulihrach B.,115,75,6,2,6,3,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Coria G.,Bastl G.,182,79,6,3,7,6,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Roddick A.,Voinea A.,596,91,6,3,6,4,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Meligeni F.,Marin J.A.,124,98,6,7,6,0,6,1,,,,,2,1,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Ljubicic I.,Huet S.,90,101,6,2,6,3,,,,,,,2,0,Completed
50,Washington,Legg Mason Classic,14/08/00,International Gold,Outdoor,Hard,1st Round,3,Goldstein P.,Boutter J.,73,103,6,2,3,6,6,3,,,,,2,1,Completed
