ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
47,Washington,Legg Mason Classic,01/08/05,International Gold,Outdoor,Hard,1st Round,3,Popp A.,Phau B.,286,105,122,399,7,6,2,6,6,3,,,,,2,1,Completed,2.25,1.57,2.35,1.57,2.25,1.6,1.9,1.7,2.64,1.575
47,Washington,Legg Mason Classic,01/08/05,International Gold,Outdoor,Hard,1st Round,3,Lapentti G.,Mahut N.,130,172,341,235,6,2,6,3,,,,,,,2,0,Completed,1.5,2.5,1.57,2.35,1.6,2.3,1.6,2,1.606,2.55
47,Washington,Legg Mason Classic,01/08/05,International Gold,Outdoor,Hard,1st Round,3,Goldstein P.,Falla A.,70,297,551,113,6,3,6,2,,,,,,,2,0,Completed,1.28,3.25,1.37,3,1.35,3.1,1.3,2.9,1.362,3.56
47,Washington,Legg Mason Classic,01/08/05,International Gold,Outdoor,Hard,1st Round,3,Moodie W.,Smeets R.,113,271,378,131,6,4,7,6,,,,,,,2,0,Completed,,,1.28,3.4,,,1.25,3.2,1.299,4.04
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Arthurs W.,Simmonds P.,77,671,513,25,0,6,6,3,6,1,,,,,2,1,Completed,,,1.28,3.4,1.23,3.89,1.2,3.6,1.298,4.06
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Hernych J.,Delgado J.,89,240,465,153,6,4,6,3,,,,,,,2,0,Completed,1.19,4,1.25,3.65,1.2,4.25,1.25,3.2,1.25,4.6
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Blake J.,Lisnard J.R.,101,109,405,389,6,4,6,3,,,,,,,2,0,Completed,1.19,4,1.18,4.6,1.2,4.45,1.15,4,1.2,5.45
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Karlovic I.,Carlsen K.,75,53,525,665,6,3,6,7,6,3,,,,,2,1,Completed,1.83,1.83,2.05,1.75,1.87,1.87,1.8,1.8,2.09,1.84
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Bjorkman J.,Morrison J.,99,145,413,295,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.4,1.6,2.3,1.45,2.35,1.685,2.36
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Ginepri R.,Kim K.,60,78,630,511,6,2,6,3,,,,,,,2,0,Completed,1.3,3.2,1.35,3.1,1.37,2.92,1.3,2.9,1.357,3.55
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Clement A.,Lapentti N.,117,85,376,469,6,1,3,6,6,3,,,,,2,1,Completed,1.72,2,1.67,2.15,1.6,2.3,1.5,2.2,1.781,2.18
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Reynolds B.,Clayton A.,157,1281,273,3,7,5,6,4,,,,,,,2,0,Completed,1.1,6,,,1.1,6.25,1.1,5,1.15,7.06
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Healey N.,Carraz G.,243,155,151,275,6,2,6,1,,,,,,,2,0,Completed,3.2,1.3,3.4,1.3,3.22,1.32,2.7,1.35,3.3,1.4
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Baker B.,Heuberger I.,173,183,235,221,6,2,6,4,,,,,,,2,0,Completed,1.66,2.1,,,1.73,2.03,1.8,1.8,1.699,2.33
47,Washington,Legg Mason Classic,02/08/05,International Gold,Outdoor,Hard,1st Round,3,Horna L.,Philippoussis M.,62,208,598,188,7,5,6,4,,,,,,,2,0,Completed,2.2,1.61,2.15,1.67,2.35,1.55,2.2,1.5,2.41,1.662
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,1st Round,3,Muller G.,Sanguinetti D.,59,55,630,654,6,3,6,4,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.39,2.83,1.5,2.2,1.498,2.81
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Roddick A.,Lapentti G.,5,130,3200,341,6,3,6,4,,,,,,,2,0,Completed,1.04,9,1.02,12,1.04,9.25,1.05,6,1.039,21.75
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Zib T.,Bjorkman J.,52,99,688,413,0,6,6,3,7,5,,,,,2,1,Completed,2,1.72,2.2,1.65,2.25,1.6,1.85,1.75,2.4,1.667
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Karlovic I.,Mirnyi M.,75,31,525,1070,4,6,6,3,6,4,,,,,2,1,Completed,2.2,1.61,2.1,1.7,2.15,1.65,2.1,1.55,2.43,1.654
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Hernych J.,de Chaunac S.,89,254,465,140,7,6,6,1,,,,,,,2,0,Completed,1.36,3,,,,,1.25,3.2,1.328,3.75
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Moodie W.,Henman T.,113,13,378,1580,7,6,7,5,,,,,,,2,0,Completed,3.75,1.25,3.25,1.32,3.1,1.35,3.6,1.2,3.54,1.365
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Muller G.,Massu N.,59,32,630,1060,7,6,6,4,,,,,,,2,0,Completed,1.61,2.2,1.48,2.55,1.53,2.4,1.65,1.95,1.602,2.56
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Ginepri R.,Beck K.,60,44,630,812,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62,1.55,2.4,1.44,2.67,1.45,2.35,1.565,2.67
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Reynolds B.,Mello R.,157,51,273,693,6,3,3,6,7,5,,,,,2,1,Completed,3,1.36,2.85,1.4,2.92,1.37,2.9,1.3,2.96,1.463
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Clement A.,Bloomfield R.,117,315,376,107,6,2,4,6,7,6,,,,,2,1,Completed,1.08,7,,,,,1.1,5,1.15,7
47,Washington,Legg Mason Classic,03/08/05,International Gold,Outdoor,Hard,2nd Round,3,Grosjean S.,Popp A.,35,286,970,122,6,2,6,3,,,,,,,2,0,Completed,1.19,4.33,1.16,5,1.2,4.25,1.2,3.6,1.208,5.35
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,2nd Round,3,Chela J.I.,Baker B.,47,173,730,235,6,3,6,3,,,,,,,2,0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.2,3.6,1.268,4.43
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,2nd Round,3,Blake J.,Stepanek R.,101,18,405,1435,6,4,2,6,6,4,,,,,2,1,Completed,2,1.72,1.83,1.93,1.87,1.87,1.95,1.65,1.893,2.02
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,2nd Round,3,Horna L.,Hrbaty D.,62,24,598,1251,6,4,6,7,7,6,,,,,2,1,Completed,3.25,1.33,3.55,1.28,3.1,1.35,2.9,1.3,3.52,1.368
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,2nd Round,3,Rusedski G.,Healey N.,37,243,913,151,7,6,6,2,,,,,,,2,0,Completed,1.14,5,1.16,5,1.25,3.9,1.15,4,1.238,4.8
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Goldstein P.,42,70,825,551,6,4,3,6,7,5,,,,,2,1,Completed,1.36,3,1.35,3.1,1.3,3.35,1.35,2.7,1.397,3.32
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,2nd Round,3,Berdych T.,Arthurs W.,36,77,941,513,6,4,4,6,6,4,,,,,2,1,Completed,1.57,2.25,1.5,2.5,1.5,2.45,1.55,2.1,1.571,2.65
47,Washington,Legg Mason Classic,04/08/05,International Gold,Outdoor,Hard,3rd Round,3,Karlovic I.,Rusedski G.,75,37,525,913,7,6,6,2,,,,,,,2,0,Completed,2.25,1.57,2.25,1.62,2.3,1.6,2.2,1.5,2.49,1.629
