ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
47,Washington,Legg Mason Classic,28/07/03,International Gold,Outdoor,Hard,1st Round,3,Bryan M.,Carlson A.,N/A,1089,6,1,6,3,,,,,,,2,0,Completed,1.44,2.62,1.35,3.05,1.3,2.7,,,,
47,Washington,Legg Mason Classic,28/07/03,International Gold,Outdoor,Hard,1st Round,3,Burgsmuller L.,Kendrick R.,82,126,6,3,6,2,,,,,,,2,0,Completed,1.571,2.25,1.5,2.5,1.45,2.2,1.571,2.25,,
47,Washington,Legg Mason Classic,28/07/03,International Gold,Outdoor,Hard,1st Round,3,Carraz G.,Levy H.,100,165,7,6,6,4,,,,,,,2,0,Completed,1.4,2.75,1.42,2.75,1.4,2.3,1.364,2.875,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Bryan B.,Delic A.,205,511,7,6,6,4,,,,,,,2,0,Completed,1.533,2.375,1.5,2.5,1.45,2.2,,,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Draper S.,Martin T.,103,93,6,3,6,4,,,,,,,2,0,Completed,2.375,1.533,2.4,1.53,2.2,1.45,2.5,1.5,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Enqvist T.,Crabb J.,112,305,6,4,6,3,,,,,,,2,0,Completed,1.167,4.5,1.2,4.25,1.25,3,,,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Goldstein P.,Baker B.,143,478,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.36,3,1.35,2.5,,,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Heuberger I.,Blake T.,123,332,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.33,3.15,1.4,2.3,,,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Kim A.,MacLagan M.,156,561,6,4,3,6,7,6,,,,,2,1,Completed,,,1.25,3.7,1.3,2.7,,,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Larose S.,Serra F.,334,243,2,6,7,6,6,2,,,,,2,1,Completed,,,2.05,1.72,2,1.55,,,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Miranda I.,Beck K.,108,89,3,6,6,3,7,6,,,,,2,1,Completed,1.727,2,1.75,2,1.65,1.85,1.727,2,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Morrison J.,Elseneer G.,199,131,6,3,7,6,,,,,,,2,0,Completed,,,,,1.7,1.8,1.72,2,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Saulnier C.,Moodie W.,102,110,7,6,4,6,7,5,,,,,2,1,Completed,1.615,2.2,1.57,2.3,1.55,2,1.533,2.375,,
47,Washington,Legg Mason Classic,29/07/03,International Gold,Outdoor,Hard,1st Round,3,Vanek J.,Gamonal H.,133,159,7,6,6,3,,,,,,,2,0,Completed,1.615,2.2,1.53,2.4,1.6,1.9,1.615,2.2,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,1st Round,3,Benneteau J.,Delgado R.,183,170,2,6,7,6,6,3,,,,,2,1,Completed,2.1,1.667,2.3,1.57,2.1,1.5,,,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,1st Round,3,Roitman S.,Luczak P.,146,137,6,3,7,5,,,,,,,2,0,Completed,2.25,1.571,2.48,1.5,2.1,1.5,2.1,1.66,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Agassi A.,Heuberger I.,1,123,6,3,6,1,,,,,,,2,0,Completed,1.063,8,1.07,7.5,1.05,5,1.05,8,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Blake J.,Carraz G.,27,100,7,6,6,4,,,,,,,2,0,Completed,1.333,3.25,1.4,2.8,1.3,2.7,1.4,2.75,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Bryan M.,Okun N.,N/A,175,6,1,6,7,7,6,,,,,2,1,Completed,,,,,2,1.55,,,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Burgsmuller L.,Clement A.,82,33,3,6,7,5,6,1,,,,,2,1,Completed,2.75,1.4,2.75,1.42,2.7,1.3,2.625,1.444,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Davydenko N.,Larose S.,32,334,6,4,6,3,,,,,,,2,0,Completed,1.222,4,1.25,3.7,1.15,3.8,1.2,4,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Fish M.,Draper S.,40,103,6,2,7,5,,,,,,,2,0,Completed,1.571,2.25,1.6,2.25,1.55,2,1.571,2.25,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Enqvist T.,24,112,6,3,2,6,6,3,,,,,2,1,Completed,1.533,2.375,1.65,2.15,1.5,2.1,1.667,2.1,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Mirnyi M.,Kim A.,34,156,4,6,6,3,6,4,,,,,2,1,Completed,1.286,3.5,1.3,3.3,1.25,3,1.286,3.25,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Rusedski G.,Miranda I.,68,108,6,2,6,4,,,,,,,2,0,Completed,1.125,5.5,1.16,4.75,1.1,4.5,1.2,4,,
47,Washington,Legg Mason Classic,30/07/03,International Gold,Outdoor,Hard,2nd Round,3,Vahaly B.,Roitman S.,80,146,6,4,3,6,6,0,,,,,2,1,Completed,1.4,2.75,,,1.35,2.5,,,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,2nd Round,3,Ancic M.,Morrison J.,74,199,6,2,6,7,6,2,,,,,2,1,Completed,1.571,2.25,1.7,2.1,1.5,2.1,,,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,2nd Round,3,Gonzalez F.,Benneteau J.,14,183,6,2,6,4,,,,,,,2,0,Completed,1.222,4,1.22,4,1.15,3.8,1.25,3.5,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,2nd Round,3,Henman T.,Goldstein P.,38,143,5,7,6,4,6,3,,,,,2,1,Completed,1.222,4,1.23,3.9,1.2,3.3,1.182,4.333,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,2nd Round,3,Roddick A.,Bryan B.,6,205,7,6,6,4,,,,,,,2,0,Completed,1.063,8,1.05,8,1.05,5,1.05,8,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,2nd Round,3,Sargsian S.,Vanek J.,53,133,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.43,2.7,1.4,2.3,1.4,2.75,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,3rd Round,3,Srichaphan P.,Vahaly B.,11,80,7,6,6,4,,,,,,,2,0,Completed,1.333,3.25,1.27,3.5,1.25,3,1.28,3.25,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,3rd Round,3,Fish M.,Kafelnikov Y.,40,24,6,4,3,6,6,3,,,,,2,1,Completed,1.8,1.909,1.72,2.05,1.85,1.65,1.727,2,,
47,Washington,Legg Mason Classic,31/07/03,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Saulnier C.,11,102,6,4,6,7,6,1,,,,,2,1,Completed,1.333,3.25,1.45,2.55,1.35,2.5,1.333,3,,
47,Washington,Legg Mason Classic,01/08/03,International Gold,Outdoor,Hard,3rd Round,3,Agassi A.,Sargsian S.,1,53,6,3,6,2,,,,,,,2,0,Completed,1.1,6.5,1.1,6.25,1.1,4.5,1.05,8,,
47,Washington,Legg Mason Classic,01/08/03,International Gold,Outdoor,Hard,3rd Round,3,Blake J.,Burgsmuller L.,27,82,3,6,7,5,6,4,,,,,2,1,Completed,1.333,3.25,1.36,3,1.3,2.7,1.286,3.25,,
47,Washington,Legg Mason Classic,01/08/03,International Gold,Outdoor,Hard,3rd Round,3,Gonzalez F.,Ancic M.,14,74,7,5,7,6,,,,,,,2,0,Completed,1.364,3,1.36,3,1.35,2.5,1.364,2.875,,
47,Washington,Legg Mason Classic,01/08/03,International Gold,Outdoor,Hard,3rd Round,3,Henman T.,Davydenko N.,38,32,6,3,6,4,,,,,,,2,0,Completed,1.444,2.625,1.5,2.5,1.4,2.3,1.444,2.625,,
47,Washington,Legg Mason Classic,01/08/03,International Gold,Outdoor,Hard,3rd Round,3,Mirnyi M.,Bryan M.,34,N/A,6,1,6,3,,,,,,,2,0,Completed,1.222,4,1.22,4,1.2,3.3,1.222,3.75,,
