ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Sanguinetti D.,Kim K.,59,71,639,516,7,6,6,3,,,,,,,2,0,Completed,2,1.72,1.88,1.88,1.95,1.8,1.7,1.9,1.98,1.926
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Andreev I.,Monaco J.,57,79,674,496,6,3,6,4,,,,,,,2,0,Completed,1.39,2.75,1.53,2.45,1.45,2.6,1.5,2.2,1.526,2.75
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Hanescu V.,Horna L.,47,53,752,685,6,7,7,6,7,6,,,,,2,1,Completed,2.62,1.44,2.55,1.5,2.35,1.55,2.1,1.55,2.59,1.585
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Jenkins S.,Nieminen J.,372,55,78,677,2,6,6,3,6,4,,,,,2,1,Completed,5.5,1.12,,,,,4,1.15,6.41,1.166
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Zib T.,Muller G.,60,68,638,531,6,4,3,6,6,3,,,,,2,1,Completed,2.5,1.5,2.6,1.48,2.45,1.5,2.35,1.45,2.77,1.535
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Koubek S.,Reynolds B.,86,132,473,337,6,3,6,4,,,,,,,2,0,Completed,1.83,1.83,1.7,2.1,1.65,2.15,1.65,1.95,1.833,2.1
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Saulnier C.,Wawrinka S.,75,62,510,586,6,3,6,2,,,,,,,2,0,Completed,2.2,1.61,2.15,1.67,2.15,1.65,2,1.6,2.18,1.781
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Verdasco F.,Hernych J.,48,80,735,495,6,0,6,4,,,,,,,2,0,Completed,1.57,2.25,1.62,2.25,1.65,2.15,1.5,2.2,1.667,2.4
50,New Haven,Pilot Pen Tennis,22/08/05,International Gold,Outdoor,Hard,1st Round,3,Seppi A.,Tursunov D.,70,118,519,372,1,6,6,3,6,4,,,,,2,1,Completed,2.5,1.5,2.45,1.53,2.35,1.55,2,1.6,2.9,1.476
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,1st Round,3,Gimelstob J.,Garcia-Lopez G.,97,90,428,454,3,6,7,5,7,6,,,,,2,1,Completed,2,1.72,2.1,1.7,2,1.75,2.1,1.55,2.38,1.676
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,1st Round,3,Santoro F.,Carlsen K.,77,54,508,685,6,3,6,0,,,,,,,2,0,Completed,1.44,2.62,1.45,2.7,1.48,2.53,1.5,2.2,1.5,2.8
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,1st Round,3,Rochus C.,Martin A.,52,61,699,617,7,5,6,2,,,,,,,2,0,Completed,2.1,1.66,2.15,1.67,2.1,1.7,1.95,1.65,2.33,1.699
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,1st Round,3,Ram A.,Mello R.,454,56,57,675,6,1,6,4,,,,,,,2,0,Completed,2.87,1.36,2.8,1.42,2.85,1.4,2.7,1.35,3.01,1.452
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,1st Round,3,Chela J.I.,Baghdatis M.,50,74,725,510,6,2,6,4,,,,,,,2,0,Completed,1.36,2.87,1.45,2.7,1.48,2.53,1.45,2.35,1.485,2.86
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Fish M.,82,140,487,295,6,4,6,4,,,,,,,2,0,Completed,2.37,1.53,2.35,1.57,2.15,1.65,2,1.6,2.5,1.625
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,1st Round,3,Blake J.,Llodra M.,67,69,545,525,6,1,6,4,,,,,,,2,0,Completed,1.19,4,1.2,4.4,1.2,4.25,1.2,3.6,1.232,4.91
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,2nd Round,3,Srichaphan P.,Saulnier C.,49,75,730,510,7,6,7,6,,,,,,,2,0,Completed,1.44,2.62,1.48,2.6,1.55,2.35,1.45,2.35,1.481,2.88
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,2nd Round,3,Hanescu V.,Minar I.,47,76,752,509,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,2nd Round,3,Verdasco F.,Soderling R.,48,41,735,825,7,6,7,6,,,,,,,2,0,Completed,1.66,2.1,1.67,2.15,1.8,1.95,1.8,1.8,1.787,2.17
50,New Haven,Pilot Pen Tennis,23/08/05,International Gold,Outdoor,Hard,2nd Round,3,Lopez F.,Sanguinetti D.,27,59,1170,639,6,4,6,3,,,,,,,2,0,Completed,1.39,2.75,1.4,2.85,1.45,2.6,1.35,2.7,1.562,2.68
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Robredo T.,Jenkins S.,20,372,1325,78,6,2,3,6,6,4,,,,,2,1,Completed,1.11,6,1.12,6,1.1,6.25,1.15,4,1.145,7.3
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Massu N.,Ram A.,58,454,665,57,6,4,5,7,7,5,,,,,2,1,Completed,1.44,2.62,,,1.35,3.1,1.3,2.9,1.495,2.82
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Ferrer D.,Zib T.,18,60,1370,638,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,1.45,2.7,1.5,2.45,1.4,2.5,1.524,2.78
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Melzer J.,82,40,487,845,6,4,6,1,,,,,,,2,0,Completed,2.5,1.5,,,2.35,1.55,2.5,1.4,2.4,1.667
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Spadea V.,Seppi A.,46,70,780,519,6,3,7,5,,,,,,,2,0,Completed,2,1.72,,,2.05,1.75,1.8,1.8,2.33,1.699
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Santoro F.,Mathieu P.,77,44,508,803,6,4,7,6,,,,,,,2,0,Completed,2.75,1.39,,,2.75,1.42,2.5,1.4,2.8,1.5
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Gonzalez F.,Gimelstob J.,22,97,1255,428,6,2,3,6,6,4,,,,,2,1,Completed,1.25,3.75,1.25,3.85,1.3,3.35,1.25,3.2,1.274,4.35
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Blake J.,Volandri F.,67,37,545,905,6,1,6,3,,,,,,,2,0,Completed,1.16,4.5,1.18,4.65,1.25,3.6,1.2,3.6,1.225,5.05
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Koubek S.,Monfils G.,86,42,473,825,4,6,7,5,7,5,,,,,2,1,Completed,2.87,1.38,2.7,1.45,2.45,1.5,2.7,1.35,2.85,1.488
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Andreev I.,Rochus O.,57,29,674,1100,7,6,7,6,,,,,,,2,0,Completed,2.2,1.61,2.25,1.62,2.35,1.55,1.85,1.75,2.43,1.654
50,New Haven,Pilot Pen Tennis,24/08/05,International Gold,Outdoor,Hard,2nd Round,3,Chela J.I.,Davydenko N.,50,6,725,2215,6,1,6,0,,,,,,,2,0,Completed,2.5,1.5,2.35,1.57,2.35,1.55,2.1,1.55,2.54,1.61
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,2nd Round,3,Haas T.,Rochus C.,31,52,1055,699,6,2,4,6,6,0,,,,,2,1,Completed,1.28,3.5,1.25,3.85,1.92,1.84,1.25,3.2,1.303,4
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Andreev I.,Kohlschreiber P.,57,82,674,487,6,2,6,3,,,,,,,2,0,Completed,1.44,2.62,1.53,2.45,1.55,2.4,1.5,2.2,1.541,2.75
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Lopez F.,Spadea V.,27,46,1170,780,6,7,6,3,6,4,,,,,2,1,Completed,1.53,2.37,1.6,2.3,1.55,2.35,1.55,2.1,1.625,2.5
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Chela J.I.,Santoro F.,50,77,725,508,6,4,6,1,,,,,,,2,0,Completed,1.5,2.5,1.53,2.45,1.48,2.53,1.45,2.35,1.538,2.76
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Verdasco F.,Gonzalez F.,48,22,735,1255,6,7,7,5,7,6,,,,,2,1,Completed,2,1.72,2.2,1.65,2.3,1.6,2.1,1.55,2.31,1.709
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Robredo T.,Koubek S.,20,86,1325,473,6,2,6,2,,,,,,,2,0,Completed,1.39,2.75,1.45,2.7,1.5,2.45,1.45,2.35,1.5,2.8
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Hanescu V.,Massu N.,47,58,752,665,6,4,6,4,,,,,,,2,0,Completed,1.61,2.2,1.65,2.2,1.7,2.1,1.65,1.95,1.719,2.29
50,New Haven,Pilot Pen Tennis,25/08/05,International Gold,Outdoor,Hard,3rd Round,3,Ferrer D.,Srichaphan P.,18,49,1370,730,6,4,6,2,,,,,,,2,0,Completed,1.83,1.83,1.83,1.93,1.87,1.87,1.85,1.75,1.87,2.05
50,New Haven,Pilot Pen Tennis,26/08/05,International Gold,Outdoor,Hard,3rd Round,3,Blake J.,Haas T.,67,31,545,1055,1,6,6,3,6,3,,,,,2,1,Completed,1.57,2.25,1.57,2.35,1.6,2.3,1.7,1.9,1.625,2.5
50,New Haven,Pilot Pen Tennis,26/08/05,International Gold,Outdoor,Hard,Quarterfinals,3,Hanescu V.,Robredo T.,47,20,752,1325,6,7,6,4,6,4,,,,,2,1,Completed,2.37,1.53,2.4,1.57,2.3,1.6,2.2,1.5,2.67,1.565
50,New Haven,Pilot Pen Tennis,26/08/05,International Gold,Outdoor,Hard,Quarterfinals,3,Lopez F.,Verdasco F.,27,48,1170,735,6,4,1,6,6,2,,,,,2,1,Completed,2.1,1.66,2.15,1.7,2.25,1.6,1.9,1.7,2.22,1.758
50,New Haven,Pilot Pen Tennis,26/08/05,International Gold,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Andreev I.,18,57,1370,674,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,1.7,2.15,1.7,2.1,1.55,2.1,1.781,2.18
50,New Haven,Pilot Pen Tennis,26/08/05,International Gold,Outdoor,Hard,Quarterfinals,3,Blake J.,Chela J.I.,67,50,545,725,7,6,4,6,6,3,,,,,2,1,Completed,1.61,2.2,1.62,2.3,1.7,2.1,1.7,1.9,1.769,2.2
50,New Haven,Pilot Pen Tennis,27/08/05,International Gold,Outdoor,Hard,Semifinals,3,Lopez F.,Ferrer D.,27,18,1170,1370,4,6,6,3,6,2,,,,,2,1,Completed,2,1.72,2.05,1.77,2.05,1.72,2,1.6,2.26,1.735
50,New Haven,Pilot Pen Tennis,28/08/05,International Gold,Outdoor,Hard,Semifinals,3,Blake J.,Hanescu V.,67,47,545,752,7,6,6,7,6,1,,,,,2,1,Completed,1.33,3.25,1.3,3.5,1.3,3.3,1.35,2.7,1.313,3.9
50,New Haven,Pilot Pen Tennis,28/08/05,International Gold,Outdoor,Hard,The Final,3,Blake J.,Lopez F.,67,27,545,1170,3,6,7,5,6,1,,,,,2,1,Completed,1.57,2.25,1.5,2.6,1.61,2.23,1.65,1.95,1.602,2.56
