ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Portas A.,Vanek J.,133,82,315,483,6,1,6,0,,,,,,,2,0,Completed,2.5,1.5,2.4,1.55,2.35,1.55,2.2,1.5,2.48,1.633
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Vliegen K.,Cilic M.,127,864,346,11,7,5,6,2,,,,,,,2,0,Completed,,,,,,,1.25,3.2,1.36,3.58
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Dlouhy L.,Martin A.,129,58,329,637,7,5,6,3,,,,,,,2,0,Completed,3.25,1.28,3.4,1.3,3.35,1.3,2.9,1.3,3.92,1.311
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Bozoljac I.,Aldi F.,388,117,72,377,6,3,6,3,,,,,,,2,0,Completed,,,,,,,2.9,1.3,2.61,1.568
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Coria G.,Krajan Z.,15,681,1500,23,5,7,6,3,6,4,,,,,2,1,Completed,1.02,11,1.02,11,,,1.03,7,1.036,24
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Novak J.,Montanes A.,24,84,1215,469,6,3,6,3,,,,,,,2,0,Completed,1.28,3.25,1.35,3.1,1.37,2.92,1.3,2.9,1.437,3.09
45,Umag,Croatia Open,25/07/05,International,Outdoor,Clay,1st Round,3,Volandri F.,Tuksar S.,37,179,946,227,6,2,6,1,,,,,,,2,0,Completed,1.16,4.5,1.2,4.4,1.2,4.25,1.2,3.6,1.282,4.15
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Robredo T.,Kuerten G.,16,202,1485,190,6,4,6,4,,,,,,,2,0,Completed,1.22,3.75,1.22,4.1,1.2,4.25,1.2,3.6,1.285,4.21
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Mantilla F.,Mackin A.,88,233,454,156,6,2,6,1,,,,,,,2,0,Completed,1.14,5,,,,,1.15,4,1.155,6.85
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Vicente F.,Ionita V.,126,207,348,187,6,2,6,2,,,,,,,2,0,Completed,1.33,3,,,1.34,3.12,1.3,2.9,1.365,3.54
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Ferrer D.,Starace P.,21,94,1340,435,6,3,3,6,6,2,,,,,2,1,Completed,1.36,2.87,1.48,2.6,1.53,2.4,1.4,2.5,1.513,2.8
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Tipsarevic J.,Norman D.,92,104,441,397,6,0,6,0,,,,,,,2,0,Completed,1.57,2.25,1.5,2.55,1.55,2.35,1.6,2,1.571,2.65
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Ferrero J.C.,Nieminen J.,28,56,1170,662,6,0,3,1,,,,,,,1,0,Retired,1.33,3,1.3,3.4,1.35,3.1,1.35,2.7,1.377,3.45
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Hernandez O.,86,79,457,506,6,2,6,2,,,,,,,2,0,Completed,1.33,3,1.33,3.15,1.37,2.92,1.5,2.2,1.339,3.75
45,Umag,Croatia Open,26/07/05,International,Outdoor,Clay,1st Round,3,Moya C.,Ulihrach B.,29,123,1130,353,6,2,,,,,,,,,1,0,Retired,1.07,7,1.08,7,1.1,6.75,1.05,6,1.123,8.35
