ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Alvarez E.,Zib T.,131,143,6,1,6,2,,,,,,,2,0,Completed,,,1.7,1.85,1.5,2.1,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Calleri A.,Puerta M.,88,124,4,6,7,6,6,0,,,,,2,1,Completed,1.67,2.05,1.55,2.1,1.5,2.1,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Golmard J.,Bastl G.,60,119,6,3,6,3,,,,,,,2,0,Completed,1.38,2.8,1.47,2.25,1.5,2.1,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Horna L.,Damm M.,136,194,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Ljubicic I.,Browne F.,76,623,7,6,6,2,,,,,,,2,0,Completed,1.18,4.15,1.23,3.25,1.15,3.8,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Luzzi F.,Vajda I.,115,239,6,2,7,5,,,,,,,2,0,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Mantilla F.,Hantschk M.,82,147,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Montanes A.,Galimberti G.,108,177,6,3,3,6,6,1,,,,,2,1,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Moya C.,Vanek J.,20,93,5,7,6,4,6,3,,,,,2,1,Completed,1.3,3.2,1.27,3,1.3,2.7,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Nalbandian D.,Moldovan I.,111,384,3,6,6,1,6,1,,,,,2,1,Completed,,,1.3,2.85,1.25,3,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Portas A.,Puentes G.,26,105,6,1,6,4,,,,,,,2,0,Completed,1.28,3.25,1.35,2.65,1.3,2.7,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Savolt A.,Tkalec M.,156,305,4,6,7,6,6,3,,,,,2,1,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Serrano O.,Bozic I.,170,496,6,3,6,7,6,3,,,,,2,1,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Tabara M.,Martelli M.,48,345,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Ulihrach B.,Behrend T.,38,125,6,4,6,3,,,,,,,2,0,Completed,1.22,3.75,1.27,3,1.25,3,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,1st Round,3,Voinea A.,Dosedel S.,107,99,6,1,6,4,,,,,,,2,0,Completed,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Golmard J.,Horna L.,60,136,2,2,,,,,,,,,0,0,Retired,1.4,2.7,1.45,2.33,1.45,2.2
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Ljubicic I.,Luzzi F.,76,115,6,2,7,6,,,,,,,2,0,Completed,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Serrano O.,82,170,6,2,6,2,,,,,,,2,0,Completed,1.18,4.25,1.2,3.5,1.2,3.2
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Montanes A.,Tabara M.,108,48,6,2,6,0,,,,,,,2,0,Completed,1.95,1.75,2.1,1.55,2,1.55
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Moya C.,Alvarez E.,20,131,6,4,5,7,6,1,,,,,2,1,Completed,1.2,4,1.2,3.5,1.25,3
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Nalbandian D.,Ulihrach B.,111,38,6,2,6,1,,,,,,,2,0,Completed,2.55,1.45,2.8,1.3,2.5,1.35
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Savolt A.,Calleri A.,156,88,3,6,2,3,,,,,,,0,1,Retired,3.4,1.26,2.65,1.35,2.7,1.3
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,2nd Round,3,Voinea A.,Portas A.,107,26,7,6,0,6,6,4,,,,,2,1,Completed,2.6,1.45,2.65,1.35,2.2,1.45
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,Quarterfinals,3,Golmard J.,Montanes A.,60,108,7,5,7,5,,,,,,,2,0,Completed,1.9,1.8,1.65,1.95,1.65,1.85
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Savolt A.,20,156,6,4,6,4,,,,,,,2,0,Completed,1.18,4.25,1.17,3.9,1.15,3.8
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,Quarterfinals,3,Nalbandian D.,Mantilla F.,111,82,6,2,6,3,,,,,,,2,0,Completed,2.3,1.53,2.35,1.45,2.2,1.45
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,Quarterfinals,3,Voinea A.,Ljubicic I.,107,76,7,6,4,6,6,3,,,,,2,1,Completed,2.2,1.6,2.2,1.5,2,1.55
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,Semifinals,3,Golmard J.,Voinea A.,60,107,7,5,6,3,,,,,,,2,0,Completed,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,Semifinals,3,Moya C.,Nalbandian D.,20,111,6,4,7,5,,,,,,,2,0,Completed,,,,,,
44,Umag,Croatia Open,16/07/01,International,Outdoor,Clay,The Final,3,Moya C.,Golmard J.,20,60,6,4,3,6,7,6,,,,,2,1,Completed,1.42,2.6,1.45,2.3,1.5,2.1
