ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Delgado R.,Sa A.,138,56,7,5,4,6,6,3,,,,,2,1,Completed,2,1.727,2.1,1.68,2.05,1.78,1.8,1.7,2,1.727
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Fish M.,Rochus O.,112,62,6,4,1,6,6,3,,,,,2,1,Completed,1.727,2,1.75,2,1.77,2.05,1.75,1.75,1.727,2
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Boutter J.,60,54,7,5,6,4,,,,,,,2,0,Completed,1.571,2.25,1.55,2.35,1.61,2.25,1.5,2.1,1.571,2.25
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Kim K.,Popp A.,201,92,6,2,6,4,,,,,,,2,0,Completed,,,2.35,1.55,2.25,1.57,2,1.55,2.25,1.571
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Krajicek R.,Hrbaty D.,123,52,6,1,6,2,,,,,,,2,0,Completed,1.533,2.375,1.45,2.65,1.46,2.6,1.5,2.1,1.533,2.375
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Martin A.,Montanes A.,69,59,7,6,6,2,,,,,,,2,0,Completed,1.571,2.25,1.53,2.4,1.52,2.4,1.6,1.9,1.5,2.5
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Massu N.,Sluiter R.,65,82,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,,,
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Mathieu P.H.,Coria G.,85,79,6,1,7,6,,,,,,,2,0,Completed,2.25,1.571,2.5,1.5,2.66,1.5,2.2,1.45,2.5,1.5
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Morrison J.,Golmard J.,105,102,6,2,7,6,,,,,,,2,0,Completed,2.2,1.615,2.4,1.53,2.37,1.6,1.9,1.6,2.375,1.533
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Saretta F.,Sanchez D.,73,61,3,6,6,4,6,2,,,,,2,1,Completed,1.833,1.833,1.75,2,1.7,2,1.75,1.75,1.667,2.1
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Savolt A.,Hanley P.,68,NR,6,4,7,5,,,,,,,2,0,Completed,,,1.53,2.4,1.42,2.55,1.4,2.3,1.5,2.4
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Spadea V.,Norman M.,70,216,6,4,6,3,,,,,,,2,0,Completed,2.5,1.5,2.25,1.6,2.28,1.6,2,1.55,2.25,1.571
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Meligeni F.,41,55,6,1,6,3,,,,,,,2,0,Completed,1.5,2.5,1.62,2.2,1.65,2.16,1.45,2.2,1.571,2.25
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Ulihrach B.,Lopez F.,78,76,6,3,6,2,,,,,,,2,0,Completed,,,1.65,2.15,1.65,2.2,1.5,2.1,1.727,2
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Vacek J.,Gaudenzi A.,66,108,6,4,7,6,,,,,,,2,0,Completed,1.727,2,1.72,2.05,1.74,2.1,1.7,1.8,1.615,2.2
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,1st Round,3,Voinea A.,Clavet F.,63,83,6,2,6,1,,,,,,,2,0,Completed,,,,,,,,,,
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Bjorkman J.,Savolt A.,48,68,7,6,,,,,,,,,1,0,Retired,1.571,2.25,1.5,2.5,1.55,2.2,1.5,2.1,1.571,2.25
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Calleri A.,Spadea V.,45,70,6,2,6,3,,,,,,,2,0,Completed,,,2.05,1.7,1.96,1.76,2,1.55,1.833,1.833
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Morrison J.,26,105,6,4,6,3,,,,,,,2,0,Completed,1.533,2.375,1.53,2.4,,,1.45,2.2,,
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Clement A.,Vacek J.,43,66,6,2,6,3,,,,,,,2,0,Completed,1.4,2.75,1.38,2.9,1.42,2.7,1.4,2.3,1.444,2.625
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Corretja A.,Voinea A.,18,63,3,6,7,6,6,4,,,,,2,1,Completed,1.364,3,1.4,2.8,1.44,2.52,1.4,2.3,1.333,3
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Krajicek R.,20,123,5,7,7,6,6,4,,,,,2,1,Completed,2,1.727,2.1,1.7,2.1,1.7,1.9,1.6,2.1,1.667
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Fish M.,Labadze I.,112,96,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,,,
50,Long Island,TD Waterhouse Cup,19/08/02,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Koubek S.,60,40,6,4,3,6,6,2,,,,,2,1,Completed,1.444,2.625,1.42,2.75,1.4,2.6,1.35,2.5,1.533,2.375
