ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,Vacek J.,Hrbaty D.,113,25,6,4,6,4,,,,,,,2,0,Completed,1.91,1.8,1.85,1.9,1.8,1.95,1.75,1.75,1.77,2.1
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,Youzhny M.,Dupuis A.,36,93,6,4,6,0,,,,,,,2,0,Completed,1.53,2.38,1.5,2.5,1.53,2.4,1.55,2,1.55,2.62
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,van Lottum J.,Ascione T.,111,87,6,2,6,0,,,,,,,2,0,Completed,1.67,2.1,1.65,2.2,1.65,2.15,1.6,1.9,1.63,2.38
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,Kohlmann M.,Bastl G.,392,447,7,6,6,4,,,,,,,2,0,Completed,2.1,1.67,2.25,1.6,2.45,1.5,2.1,1.5,,
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,Andreev I.,Wessels P.,56,196,6,1,6,3,,,,,,,2,0,Completed,1.53,2.38,1.53,2.4,1.5,2.45,1.45,2.2,1.58,2.54
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,van Scheppingen D.,Acasuso J.,88,98,6,3,6,2,,,,,,,2,0,Completed,,,1.3,3.35,1.3,3.35,1.2,3.3,1.32,3.7
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,Verdasco F.,Scherrer J.C.,41,258,3,6,7,6,6,4,,,,,2,1,Completed,,,1.42,2.75,1.48,2.53,1.4,2.3,1.476,2.82
33,'s-Hertogenbosch,Ordina Open,14/06/04,International,Outdoor,Grass,1st Round,3,Verkerk M.,Vliegen K.,55,108,7,6,6,4,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.45,2.6,1.4,2.3,1.54,2.65
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Canas G.,Davydenko N.,72,59,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.48,2.55,1.5,2.45,1.45,2.2,1.49,2.78
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Sluiter R.,Schuettler R.,73,8,3,6,7,6,6,3,,,,,2,1,Completed,2.25,1.57,2.15,1.67,2.15,1.65,2,1.55,2.2,1.71
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Robredo T.,Burgsmuller L.,23,95,3,6,6,4,6,4,,,,,2,1,Completed,1.36,2.88,1.33,3.2,1.35,3.1,1.3,2.7,1.36,3.4
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Ancic M.,Schalken S.,67,17,4,6,6,3,6,2,,,,,2,1,Completed,1.91,1.8,1.95,1.8,1.95,1.8,1.9,1.6,2.01,1.83
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Llodra M.,Lu Y.H.,65,101,6,3,6,1,,,,,,,2,0,Completed,1.44,2.63,1.36,3,1.45,2.6,1.45,2.2,1.43,3
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Petzschner P.,Popp A.,359,82,6,1,5,7,6,4,,,,,2,1,Completed,3.5,1.25,3.75,1.25,3.1,1.35,3.3,1.2,3.85,1.3
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Clement A.,Karlovic I.,38,62,7,6,6,7,6,3,,,,,2,1,Completed,1.73,2,1.77,2,1.7,2.1,1.5,2.1,1.79,2.06
33,'s-Hertogenbosch,Ordina Open,15/06/04,International,Outdoor,Grass,1st Round,3,Coria G.,Beck K.,3,68,6,3,6,3,,,,,,,2,0,Completed,2.63,1.44,2.85,1.4,2.53,1.48,2,1.55,2.77,1.5
33,'s-Hertogenbosch,Ordina Open,16/06/04,International,Outdoor,Grass,2nd Round,3,Llodra M.,Vacek J.,65,113,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.45,2.65,1.45,2.2,1.48,2.85
33,'s-Hertogenbosch,Ordina Open,16/06/04,International,Outdoor,Grass,2nd Round,3,Verdasco F.,van Lottum J.,41,111,5,4,,,,,,,,,0,0,Retired,1.67,2.1,1.67,2.1,1.7,2.1,1.65,1.85,1.84,1.99
33,'s-Hertogenbosch,Ordina Open,16/06/04,International,Outdoor,Grass,2nd Round,3,Sluiter R.,Petzschner P.,73,359,6,3,6,0,,,,,,,2,0,Completed,1.29,3.5,1.3,3.35,1.26,3.59,1.2,3.3,1.3,3.85
33,'s-Hertogenbosch,Ordina Open,16/06/04,International,Outdoor,Grass,2nd Round,3,Robredo T.,Canas G.,23,72,7,5,1,6,7,5,,,,,2,1,Completed,2,1.73,2,1.77,2.1,1.7,1.75,1.75,2.06,1.79
33,'s-Hertogenbosch,Ordina Open,17/06/04,International,Outdoor,Grass,2nd Round,3,Ancic M.,Andreev I.,67,56,6,3,6,1,,,,,,,2,0,Completed,1.57,2.25,1.55,2.4,1.55,2.35,1.55,2,1.61,2.45
33,'s-Hertogenbosch,Ordina Open,17/06/04,International,Outdoor,Grass,2nd Round,3,Verkerk M.,Youzhny M.,55,36,6,2,2,0,,,,,,,1,0,Retired,2.25,1.57,2.7,1.45,2.4,1.55,2.1,1.5,2.62,1.55
33,'s-Hertogenbosch,Ordina Open,17/06/04,International,Outdoor,Grass,2nd Round,3,Coria G.,Kohlmann M.,3,392,6,4,6,2,,,,,,,2,0,Completed,1.3,3.4,1.35,3.1,1.32,3.22,1.25,3,1.34,3.55
33,'s-Hertogenbosch,Ordina Open,17/06/04,International,Outdoor,Grass,2nd Round,3,Clement A.,van Scheppingen D.,38,88,7,5,1,0,,,,,,,1,0,Retired,1.25,3.75,1.3,3.4,1.28,3.46,1.25,3,1.29,3.95
33,'s-Hertogenbosch,Ordina Open,18/06/04,International,Outdoor,Grass,Quarterfinals,3,Robredo T.,Verdasco F.,23,41,7,6,6,2,,,,,,,2,0,Completed,1.57,2.25,1.7,2.1,1.7,2.1,1.6,1.9,1.67,2.32
33,'s-Hertogenbosch,Ordina Open,18/06/04,International,Outdoor,Grass,Quarterfinals,3,Llodra M.,Sluiter R.,65,73,6,7,7,6,6,3,,,,,2,1,Completed,1.91,1.8,2,1.78,1.95,1.8,1.85,1.65,2.09,1.8
33,'s-Hertogenbosch,Ordina Open,19/06/04,International,Outdoor,Grass,Quarterfinals,3,Coria G.,Clement A.,3,38,6,2,7,5,,,,,,,2,0,Completed,2.2,1.62,2.25,1.62,2.05,1.75,1.75,1.75,2.24,1.71
33,'s-Hertogenbosch,Ordina Open,19/06/04,International,Outdoor,Grass,Quarterfinals,3,Ancic M.,Verkerk M.,67,55,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.4,2.85,1.5,2.45,1.4,2.3,1.435,3
33,'s-Hertogenbosch,Ordina Open,19/06/04,International,Outdoor,Grass,Semifinals,3,Llodra M.,Robredo T.,65,23,6,3,6,2,,,,,,,2,0,Completed,2.1,1.667,2,1.77,2.03,1.73,1.95,1.65,2.18,1.746
33,'s-Hertogenbosch,Ordina Open,19/06/04,International,Outdoor,Grass,Semifinals,3,Coria G.,Ancic M.,3,67,7,6,1,6,6,3,,,,,2,1,Completed,,,2.25,1.6,,,,,2.56,1.571
33,'s-Hertogenbosch,Ordina Open,20/06/04,International,Outdoor,Grass,The Final,3,Llodra M.,Coria G.,65,3,6,3,6,4,,,,,,,0,0,Completed,2.37,1.53,2.2,1.65,2.15,1.65,2.35,1.45,2.44,1.617
