ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Balcells J.,Medvedev A.,67,46,6,2,3,0,,,,,,,1,0,Retired,2,1.7,1.9,1.7,1.8,1.7,1.909,1.8
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Coria G.,Lapentti N.,45,36,7,6,6,0,,,,,,,2,0,Completed,2,1.7,2,1.6,1.9,1.6,2.2,1.615
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Dosedel S.,Couto E.,89,428,6,3,6,4,,,,,,,2,0,Completed,,,1.32,2.6,1.3,2.7,,
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Ferrero J.C.,Levy H.,11,52,6,3,7,6,,,,,,,2,0,Completed,1.2,4,1.2,3.5,1.2,3.2,1.2,4
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Henman T.,Koubek S.,12,83,6,4,6,1,,,,,,,2,0,Completed,1.5,2.4,1.52,2.2,1.5,2.1,1.5,2.5
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Hipfl M.,Costa A.,104,38,6,4,6,2,,,,,,,2,0,Completed,2.7,1.4,2.65,1.35,2.5,1.35,2.625,1.444
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Hrbaty D.,Youzhny M.,14,84,6,1,7,5,,,,,,,2,0,Completed,1.28,3.25,1.27,3,1.25,3,1.333,3
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Kucera K.,Davydenko N.,73,109,6,3,7,6,,,,,,,2,0,Completed,1.5,2.4,1.25,3.2,1.35,2.5,1.333,3
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Mantilla F.,Novak J.,105,60,4,6,6,4,6,3,,,,,2,1,Completed,1.6,2.2,1.5,2.2,1.5,2.1,,
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Martin A.,Tabara M.,69,65,6,3,6,4,,,,,,,2,0,Completed,1.65,2.1,1.55,2.1,1.55,2,1.571,2.25
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Montanes A.,Chang M.,167,33,6,1,6,3,,,,,,,2,0,Completed,,,,,,,,
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Pavel A.,Malisse X.,23,80,6,1,6,1,,,,,,,2,0,Completed,1.7,2,1.6,2,1.6,1.9,1.615,2.2
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Portas A.,Pozzi G.,57,50,6,3,4,6,6,3,,,,,2,1,Completed,1.36,2.85,1.35,2.7,1.45,2.2,1.4,2.75
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Sanchez D.,Viloca J.A.,92,148,6,2,7,6,,,,,,,2,0,Completed,1.75,1.95,,,1.7,1.8,,
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Siemerink J.,Sousa T.,82,964,7,5,6,4,,,,,,,2,0,Completed,,,1.35,2.65,1.35,2.5,,
23,Estoril,Estoril Open,09/04/01,International,Outdoor,Clay,1st Round,3,Squillari F.,Rochus C.,18,85,6,4,7,6,,,,,,,2,0,Completed,1.4,2.7,1.42,2.4,1.4,2.3,1.5,2.5
