ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
20,Estoril ,Estoril Open,12/04/04,International Series,Outdoor,Clay,1st Round,3,Stepanek R.,Davydenko N.,53,70,7,6,6,3,,,,,,,2,0,Completed,2,1.72,2,1.77,2.1,1.7,2,1.55,2.25,1.69
20,Estoril ,Estoril Open,12/04/04,International Series,Outdoor,Clay,1st Round,3,Patience O.,Boutter J.,126,226,3,6,6,2,4,6,,,,,2,1,Completed,,,,,1.37,2.92,,,1.444,2.95
20,Estoril ,Estoril Open,12/04/04,International Series,Outdoor,Clay,1st Round,3,Ascione T.,Dupuis A.,97,66,7,6,6,0,,,,,,,2,0,Completed,1.615,2.2,1.6,2.3,1.53,2.4,1.5,2.1,1.571,2.55
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Zabaleta M.,Mazarakis V.,43,242,3,6,6,1,2,6,,,,,2,1,Completed,,,,,1.2,4.25,,,,
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Labadze I.,Savolt A.,52,253,4,6,6,4,5,7,,,,,2,1,Completed,,,1.7,2.05,1.7,2.1,,,1.746,2.16
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Safin M.,Saulnier C.,32,85,5,7,6,2,6,2,,,,,2,1,Completed,1.167,4.5,1.25,3.75,1.2,4.25,1.25,3,1.238,4.55
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Rocha D.,Tavares L.,999,673,7,5,2,6,6,3,,,,,2,1,Completed,,,,,,,1.9,1.6,,
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Rochus O.,Carraz G.,68,54,6,4,7,5,,,,,,,2,0,Completed,1.571,2.25,1.57,2.35,1.55,2.35,1.5,2.1,1.556,2.62
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Mayer F.,Gaudio G.,121,31,6,3,6,4,,,,,,,2,0,Completed,,,2.5,1.5,2.92,1.37,2.7,1.3,2.9,1.455
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Chela J.I.,Canas G.,26,83,6,3,6,4,,,,,,,2,0,Completed,1.615,2.2,1.5,2.5,1.5,2.45,1.55,2,1.424,3.08
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Vanek J.,Calleri A.,175,21,7,6,3,6,6,7,,,,,2,1,Completed,3.75,1.22,3.75,1.25,3.1,1.35,3,1.25,3.82,1.305
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Hanescu V.,Schuettler R.,64,6,7,6,6,7,3,6,,,,,2,1,Completed,2,1.727,1.88,1.88,1.85,1.85,1.9,1.6,1.806,2.08
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Robredo T.,Malisse X.,20,56,6,0,,,,,,,,,1,0,Retired,1.533,2.375,1.45,2.65,1.37,2.92,1.45,2.2,1.444,3
20,Estoril ,Estoril Open,13/04/04,International Series,Outdoor,Clay,1st Round,3,Mirnyi M.,Ulihrach B.,29,133,7,6,6,3,,,,,,,2,0,Completed,1.444,2.625,1.6,2.25,1.65,2.15,1.45,2.2,1.769,2.12
20,Estoril ,Estoril Open,14/04/04,International Series,Outdoor,Clay,1st Round,3,Nadal R.,Ivanisevic G.,34,505,6,4,6,1,,,,,,,2,0,Completed,,,1.13,5.5,1.1,6.25,1.1,4.5,1.118,7.65
20,Estoril ,Estoril Open,14/04/04,International Series,Outdoor,Clay,1st Round,3,Gasquet R.,Massu N.,94,11,0,6,7,6,7,6,,,,,2,1,Completed,2.2,1.615,2.1,1.7,2.3,1.6,2,1.55,2.32,1.671
20,Estoril ,Estoril Open,14/04/04,International Series,Outdoor,Clay,2nd Round,3,Mayer F.,Stepanek R.,121,53,6,4,6,2,,,,,,,2,0,Completed,2,1.72,1.95,1.8,2.1,1.7,1.85,1.65,2.09,1.8
20,Estoril ,Estoril Open,14/04/04,International Series,Outdoor,Clay,2nd Round,3,Patience O.,Vanek J.,126,175,6,3,6,2,,,,,,,2,0,Completed,1.727,2,1.7,2.1,1.65,2.15,1.65,1.85,1.746,2.18
20,Estoril ,Estoril Open,14/04/04,International Series,Outdoor,Clay,2nd Round,3,Hanescu V.,Rochus O.,64,68,6,4,6,0,,,,,,,2,0,Completed,1.615,2.2,1.67,2.15,1.65,2.15,1.65,1.85,1.61,2.46
20,Estoril ,Estoril Open,14/04/04,International Series,Outdoor,Clay,2nd Round,3,Chela J.I.,Rocha D.,26,999,6,0,2,0,,,,,,,1,0,Retired,1.071,7.5,1.07,7.5,1.1,6.25,1.05,5,1.062,13.25
20,Estoril ,Estoril Open,15/04/04,International Series,Outdoor,Clay,2nd Round,3,Robredo T.,Zabaleta M.,20,43,6,1,7,6,,,,,,,2,0,Completed,1.615,2.2,1.6,2.25,1.65,2.2,1.7,1.8,1.714,2.23
20,Estoril ,Estoril Open,15/04/04,International Series,Outdoor,Clay,2nd Round,3,Safin M.,Ascione T.,32,97,6,4,6,4,,,,,,,2,0,Completed,1.333,3.25,1.35,3.1,1.37,2.92,1.25,3,1.392,3.25
20,Estoril ,Estoril Open,15/04/04,International Series,Outdoor,Clay,2nd Round,3,Nadal R.,Gasquet R.,34,94,6,4,3,6,6,2,,,,,2,1,Completed,1.4,2.75,1.4,2.85,1.4,2.85,1.35,2.5,1.37,3.3
20,Estoril ,Estoril Open,15/04/04,International Series,Outdoor,Clay,2nd Round,3,Labadze I.,Mirnyi M.,52,29,6,3,6,3,,,,,,,2,0,Completed,2.5,1.5,2.65,1.45,2.6,1.45,2.1,1.5,2.77,1.5
