ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Arthurs W.,Dupuis A.,48,73,6,3,6,4,,,,,,,2,0,Completed,1.28,3.25,1.28,2.85,1.35,2.5,1.364,3
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Black B.,Kratochvil M.,64,77,6,3,7,5,,,,,,,2,0,Completed,1.53,2.3,1.35,2.6,1.35,2.5,1.571,2.25
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Caratti C.,Ivanisevic G.,194,124,6,3,6,4,,,,,,,2,0,Completed,2.85,1.36,2.6,1.35,2.5,1.35,,
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Delgado J.,Damm M.,196,129,6,1,6,4,,,,,,,2,0,Completed,,,2.1,1.55,1.8,1.7,,
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Elseneer G.,Kempes E.,361,112,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Gimelstob J.,Mamiit C.,106,108,6,1,7,6,,,,,,,2,0,Completed,1.6,2.2,1.6,2,1.55,2,1.667,2.1
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Gustafsson M.,Childs L.,55,343,7,6,6,2,,,,,,,2,0,Completed,,,1.3,2.8,1.4,2.3,1.286,3.5
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Knippschild J.,Davydenko N.,93,105,6,4,6,2,,,,,,,2,0,Completed,1.33,3,1.28,2.8,1.4,2.3,1.4,2.75
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Kucera K.,Okun N.,103,224,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,
35,Queens Club,Stella Artois,11/06/01,International,Outdoor,Grass,1st Round,3,Lareau S.,Levy H.,121,40,7,6,3,6,6,1,,,,,2,1,Completed,1.8,1.9,1.8,1.76,1.75,1.75,2,1.727
