ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Lopez M.,Tursunov D.,128,67,6,2,1,6,6,3,,,,,2,1,Completed,2.875,1.364,,,,,,,3.25,1.377
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Marray J.,Rochus C.,277,115,6,3,4,6,7,5,,,,,2,1,Completed,2.1,1.667,,,1.95,1.8,,,2.02,1.82
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Patience O.,Ferrer D.,97,49,4,6,7,6,6,4,,,,,2,1,Completed,2.2,1.615,,,2.15,1.65,,,2.26,1.685
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Karlovic I.,Gambill J.M.,62,89,6,4,6,7,7,6,,,,,2,1,Completed,1.727,2,1.67,2.15,1.8,1.95,,,1.73,2.17
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Dupuis A.,Benneteau J.,83,80,6,4,7,5,,,,,,,2,0,Completed,1.727,2,1.6,2.25,1.65,2.15,,,1.69,2.25
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Dancevic F.,Parmar A.,177,158,7,5,1,6,7,6,,,,,2,1,Completed,1.533,2.375,1.57,2.35,1.55,2.35,,,1.629,2.39
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Whitehouse W.,Vacek J.,239,110,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,,
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Reid T.,Ascione T.,129,88,7,5,6,3,,,,,,,2,0,Completed,1.364,2.875,,,1.34,3.12,,,1.377,3.25
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Lee H.T.,Rusedski G.,99,103,3,6,6,3,6,4,,,,,2,1,Completed,2.875,1.364,2.65,1.45,2.75,1.42,,,2.9,1.465
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Andreev I.,Gasquet R.,60,105,7,6,7,6,,,,,,,2,0,Completed,1.615,2.2,,,1.87,1.87,,,1.676,2.28
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Kucera K.,van Lottum J.,64,109,4,6,6,1,6,1,,,,,2,1,Completed,1.444,2.625,1.4,2.85,1.4,2.85,,,1.476,2.85
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Delgado J.,Dent T.,326,32,5,7,7,5,7,6,,,,,2,1,Completed,4.5,1.167,5,1.16,4.67,1.17,,,4.9,1.208
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Lu Y.H.,Arthurs W.,102,91,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Mahut N.,Mirnyi M.,106,28,6,4,6,7,6,4,,,,,2,1,Completed,2.75,1.4,2.75,1.42,3.1,1.35,,,3.3,1.37
32,Queens Club,Stella Artois,07/06/04,International,Outdoor,Grass,1st Round,3,Sanguinetti D.,Koubek S.,113,95,6,4,6,4,,,,,,,2,0,Completed,1.727,2,1.75,2,1.65,2.15,,,1.68,2.27
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Beck K.,Elseneer G.,79,98,6,3,6,4,,,,,,,2,0,Completed,1.571,2.25,,,1.55,2.35,,,1.629,2.39
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Ancic I.,Morrison J.,68,119,6,3,6,4,,,,,,,2,0,Completed,1.5,2.5,,,,,,,1.621,2.41
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Stepanek R.,Sluiter R.,63,73,3,6,6,1,7,6,,,,,2,1,Completed,2.1,1.667,2.15,1.65,2.15,1.65,,,2.18,1.725
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Ginepri R.,Saulnier C.,35,81,6,2,6,1,,,,,,,2,0,Completed,1.833,1.833,1.95,1.8,2.03,1.73,,,2.12,1.758
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Flanagan I.,Philippoussis M.,866,17,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Hanescu V.,Ivanisevic G.,78,415,6,7,6,4,6,4,,,,,2,1,Completed,1.667,2.1,1.7,2.1,1.75,2.05,,,1.69,2.25
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Moodie W.,Bogomolov A.,108,121,7,6,7,6,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3.75,,,1.282,4
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Enqvist T.,Suzuki T.,57,211,7,6,6,4,,,,,,,2,0,Completed,1.444,2.625,1.53,2.45,1.5,2.45,,,1.633,2.38
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,1st Round,3,Martin T.,Rochus O.,70,72,6,4,6,3,,,,,,,2,0,Completed,1.4,2.75,,,1.45,2.6,,,1.465,2.9
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,2nd Round,3,Patience O.,Dancevic F.,97,177,6,3,6,4,,,,,,,2,0,Completed,2.375,1.533,,,,,,,2.85,1.476
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,2nd Round,3,Andreev I.,Agassi A.,60,9,4,6,7,6,7,6,,,,,2,1,Completed,4,1.222,3.75,1.25,3.89,1.23,,,3.65,1.323
32,Queens Club,Stella Artois,08/06/04,International,Outdoor,Grass,2nd Round,3,Roddick A.,Kucera K.,2,64,7,6,6,2,,,,,,,2,0,Completed,1.125,5.5,1.16,5,1.17,4.67,,,1.204,5.01
