ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
60,Stockholm,Stockholm Open,12/10/05,International,Indoor,Hard,1st Round,3,Waske A.,Behrend T.,109,76,391,506,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,
60,Stockholm,Stockholm Open,12/10/05,International,Indoor,Hard,1st Round,3,Bjorkman J.,Moodie W.,66,57,558,664,6,4,6,2,,,,,,,2,0,Completed,1.53,2.37,1.55,2.4,1.5,2.45,1.5,2.2,1.578,2.63
60,Stockholm,Stockholm Open,12/10/05,International,Indoor,Hard,1st Round,3,Malisse X.,Monaco J.,48,92,754,457,7,6,7,5,,,,,,,2,0,Completed,1.22,3.75,1.28,3.55,1.28,3.46,1.15,4,1.319,3.83
60,Stockholm,Stockholm Open,12/10/05,International,Indoor,Hard,1st Round,3,Nieminen J.,Massu N.,30,45,1017,780,7,6,6,2,,,,,,,2,0,Completed,1.28,3.25,1.35,3.1,1.4,2.85,1.4,2.5,1.392,3.35
60,Stockholm,Stockholm Open,12/10/05,International,Indoor,Hard,2nd Round,3,Sanguinetti D.,Bastl G.,44,129,784,333,5,7,6,4,6,4,,,,,2,1,Completed,1.36,3,1.4,2.85,1.35,3.1,1.4,2.5,1.485,2.86
60,Stockholm,Stockholm Open,12/10/05,International,Indoor,Hard,2nd Round,3,Johansson T.,Spadea V.,14,62,1490,625,6,3,6,4,,,,,,,2,0,Completed,1.33,3.25,1.3,3.4,1.35,3.1,1.3,2.9,1.297,4.07
60,Stockholm,Stockholm Open,13/10/05,International,Indoor,Hard,2nd Round,3,Rochus O.,Benneteau J.,28,145,1080,282,6,4,6,2,,,,,,,2,0,Completed,1.3,3.39,1.25,3.85,1.35,3.1,1.3,2.9,1.312,3.91
60,Stockholm,Stockholm Open,13/10/05,International,Indoor,Hard,2nd Round,3,Srichaphan P.,Waske A.,55,109,680,391,6,3,6,2,,,,,,,2,0,Completed,1.3,3.39,1.33,3.2,1.32,3.22,1.35,2.7,1.347,3.58
60,Stockholm,Stockholm Open,13/10/05,International,Indoor,Hard,2nd Round,3,Blake J.,Rochus C.,33,53,980,710,6,7,7,5,6,2,,,,,2,1,Completed,1.16,4.5,1.16,5,1.17,4.67,1.15,4,1.157,6.85
60,Stockholm,Stockholm Open,13/10/05,International,Indoor,Hard,2nd Round,3,Martin A.,Malisse X.,58,48,656,754,3,6,6,3,7,6,,,,,2,1,Completed,3.25,1.33,3.4,1.3,2.9,1.35,2.7,1.35,3.41,1.383
60,Stockholm,Stockholm Open,13/10/05,International,Indoor,Hard,2nd Round,3,Bjorkman J.,Ancic M.,66,17,558,1360,7,5,7,6,,,,,,,2,0,Completed,2.25,1.57,2.1,1.7,2,1.75,2,1.6,2.27,1.73
60,Stockholm,Stockholm Open,13/10/05,International,Indoor,Hard,2nd Round,3,Schuettler R.,Nieminen J.,88,30,465,1017,6,3,3,0,,,,,,,1,0,Retired,3.75,1.25,3.4,1.3,3.35,1.3,2.9,1.3,3.61,1.356
60,Stockholm,Stockholm Open,14/10/05,International,Indoor,Hard,Quarterfinals,3,Blake J.,Martin A.,33,58,980,656,6,1,6,2,,,,,,,2,0,Completed,1.19,4.33,1.2,4.55,1.25,3.9,1.15,4,1.237,4.82
60,Stockholm,Stockholm Open,14/10/05,International,Indoor,Hard,Quarterfinals,3,Rochus O.,Bjorkman J.,28,66,1080,558,1,6,7,6,6,2,,,,,2,1,Completed,1.83,1.83,2,1.81,1.87,1.87,1.8,1.8,1.943,1.962
60,Stockholm,Stockholm Open,14/10/05,International,Indoor,Hard,Quarterfinals,3,Srichaphan P.,Johansson T.,55,14,680,1490,2,6,6,1,6,4,,,,,2,1,Completed,2.62,1.44,2.75,1.45,2.45,1.5,2.5,1.4,2.88,1.481
60,Stockholm,Stockholm Open,14/10/05,International,Indoor,Hard,Quarterfinals,3,Sanguinetti D.,Schuettler R.,44,88,784,465,6,4,6,3,,,,,,,2,0,Completed,1.66,2.1,1.77,2.05,1.8,1.95,1.75,1.85,1.787,2.17
60,Stockholm,Stockholm Open,15/10/05,International,Indoor,Hard,Semifinals,3,Blake J.,Rochus O.,33,28,980,1080,6,4,6,3,,,,,,,2,0,Completed,1.5,2.5,1.53,2.5,1.5,2.45,1.45,2.35,1.613,2.53
60,Stockholm,Stockholm Open,15/10/05,International,Indoor,Hard,Semifinals,3,Srichaphan P.,Sanguinetti D.,55,44,680,784,4,6,7,5,6,3,,,,,2,1,Completed,1.57,2.25,1.65,2.2,1.65,2.15,1.7,1.9,1.69,2.35
60,Stockholm,Stockholm Open,16/10/05,International,Indoor,Hard,The Final,3,Blake J.,Srichaphan P.,33,55,980,680,6,1,7,6,,,,,,,2,0,Completed,1.44,2.62,1.4,2.95,1.4,2.75,1.35,2.7,1.442,3.06
