ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Chela J.I.,Garcia-Lopez G.,37,79,875,501,6,7,6,4,6,2,,,,,2,1,Completed,1.66,2.1,1.7,2.05,1.667,2.1,1.901,2.01,1.73,2.05
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Schukin Y.,Ginepri R.,141,95,320,465,6,4,6,2,,,,,,,2,0,Completed,1.57,2.25,1.5,2.45,1.571,2.25,1.725,2.28,1.62,2.24
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Tursunov D.,Anderson K.,32,101,1010,439,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.53,2.4,1.533,2.375,1.581,2.62,1.55,2.38
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Ancic M.,Zverev M.,51,71,675,518,6,1,6,0,,,,,,,2,0,Completed,1.14,5,1.17,4.67,1.2,4.333,1.25,4.6,1.16,5
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Trujillo G.,Eschauer W.,237,124,163,363,6,4,4,6,6,2,,,,,2,1,Completed,2.1,1.66,,,2.25,1.57,2.28,1.725,2.2,1.64
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Lapentti N.,Verdasco F.,83,29,494,1050,6,3,6,4,,,,,,,2,0,Completed,3.5,1.28,3.35,1.3,3.4,1.3,3.45,1.377,3.1,1.35
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Haase R.,Mirnyi M.,56,260,613,140,6,2,6,2,,,,,,,2,0,Completed,1.36,3,1.42,2.75,1.333,3.25,1.385,3.4,1.39,2.9
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Lopez M.,Minar I.,169,68,243,538,3,1,,,,,,,,,0,0,Retired,3,1.36,2.75,1.42,3,1.364,2.78,1.524,2.7,1.44
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Daniel M.,Navarro-Pastor I.,78,118,502,379,6,1,6,4,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.667,2.1,1.685,2.36,1.62,2.25
25,Barcelona,Open Sabadell Atlántico 2008,28/04/08,International Gold,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Ventura S.,131,81,343,496,6,2,6,1,,,,,,,2,0,Completed,2.2,1.61,,,2.2,1.61,2.29,1.719,2.24,1.62
