ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Donskoy E.,Bagnis F.,68,97,748,590,7,5,7,6,,,,,,,2,0,Completed,2.75,1.4,2.75,1.4,2.75,1.44,2.64,1.54,2.9,1.54,2.73,1.43
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Jaziri M.,Chung H.,76,71,709,739,6,3,6,4,,,,,,,2,0,Completed,3,1.36,3,1.33,3,1.4,3.13,1.41,3.13,1.41,2.99,1.38
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Estrella Burgos V.,Kukushkin M.,78,89,705,643,3,6,6,2,6,2,,,,,2,1,Completed,2.2,1.61,2.2,1.6,2.2,1.67,2.21,1.74,2.21,1.76,2.13,1.69
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Stepanek R.,Giraldo S.,159,91,350,608,6,4,7,5,,,,,,,2,0,Completed,2.1,1.66,2.05,1.68,2.1,1.73,2.21,1.74,2.21,1.76,2.1,1.71
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Cervantes I.,Skugor F.,57,146,822,392,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.6,2.2,1.62,2.25,1.59,2.5,1.67,2.5,1.58,2.33
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Khachanov K.,Bedene A.,138,59,426,820,3,6,6,3,7,6,,,,,2,1,Completed,3,1.36,2.75,1.4,3,1.4,3.05,1.43,3.15,1.43,2.9,1.39
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Montanes A.,Carballes Baena R.,104,118,552,514,6,3,6,3,,,,,,,2,0,Completed,1.53,2.37,1.6,2.2,1.57,2.38,1.74,2.2,1.74,2.75,1.59,2.32
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Gabashvili T.,Almagro N.,54,66,878,759,1,6,7,6,6,2,,,,,2,1,Completed,3.25,1.33,3,1.33,3.25,1.36,3.45,1.35,3.45,1.38,3.23,1.33
24,Barcelona,Open Banco Sabadell ,18/04/16,ATP500,Outdoor,Clay,1st Round,3,Zverev A.,Struff J.L.,51,113,895,537,6,4,6,3,,,,,,,2,0,Completed,1.36,3,1.38,2.8,1.4,3,1.37,3.32,1.42,3.43,1.37,3.04
24,Barcelona,Open Banco Sabadell ,19/04/16,ATP500,Outdoor,Clay,1st Round,3,Fucsovics M.,Gulbis E.,212,83,244,676,5,7,6,4,6,1,,,,,2,1,Completed,2.37,1.53,2.35,1.52,2.5,1.53,2.5,1.59,2.55,1.59,2.41,1.55
