ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
9,Vina del Mar,Bellsouth Open,09/02/04,International,Outdoor,Clay,1st Round,3,Gaudio G.,Gasquet R.,34,104,3,6,6,3,6,2,,,,,2,1,Full Time,1.25,3.5,1.22,4.1,1.2,4.25,1.2,3.3,1.249,4.41
9,Vina del Mar,Bellsouth Open,09/02/04,International,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Behrend T.,79,103,6,1,3,6,6,3,,,,,2,1,Full Time,1.444,2.625,1.48,2.55,,,1.45,2.2,1.483,2.87
9,Vina del Mar,Bellsouth Open,09/02/04,International,Outdoor,Clay,1st Round,3,Acasuso J.,Lapentti N.,113,60,7,6,6,4,,,,,,,2,0,Full Time,2.2,1.615,2.15,1.67,2.1,1.7,2,1.55,2.19,1.741
9,Vina del Mar,Bellsouth Open,09/02/04,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Ferrer D.,31,68,6,4,6,0,,,,,,,2,0,Full Time,1.727,2,1.77,2,1.85,2,1.65,1.85,1.862,2
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Kuerten G.,Lisnard J.R.,17,123,6,3,6,3,,,,,,,2,0,Full Time,1.143,5,1.12,5.75,1.15,4.9,1.1,4.5,1.167,5.75
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Miranda I.,Vassallo-Arguello M.,126,110,6,4,6,3,,,,,,,2,0,Full Time,1.16,4.5,,,,,,,,
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Volandri F.,Portas A.,44,83,6,0,6,4,,,,,,,2,0,Full Time,1.533,2.375,1.5,2.5,1.5,2.45,1.45,2.2,1.595,2.52
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Levy H.,Cermak F.,106,212,6,3,6,3,,,,,,,2,0,Full Time,2.375,1.533,2.3,1.6,2.35,1.55,2,1.55,2.45,1.606
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Garcia A.,Capdeville P.,232,459,6,4,6,4,,,,,,,2,0,Full Time,,,,,,,,,,
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Sanchez D.,Chela J.I.,50,40,6,4,6,2,,,,,,,2,0,Full Time,2.375,1.533,2.25,1.62,2.3,1.6,2,1.55,2.3,1.685
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Squillari F.,Hernandez O.,137,92,6,4,6,1,,,,,,,2,0,Full Time,1.667,2.1,1.75,2.02,1.7,2.1,1.5,2.1,1.752,2.13
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Blanco G.,Marin J.A.,88,246,6,4,6,3,,,,,,,2,0,Full Time,1.571,2.25,1.6,2.25,1.6,2.25,1.45,2.2,1.552,2.61
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Horna L.,Hormazabal G.,65,1011,6,4,7,5,,,,,,,2,0,Full Time,,,,,,,,,,
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Montanes A.,36,94,6,1,7,5,,,,,,,2,0,Full Time,1.286,3.25,1.3,3.4,1.25,3.75,1.3,2.7,1.333,3.55
9,Vina del Mar,Bellsouth Open,10/02/04,International,Outdoor,Clay,1st Round,3,Saretta F.,Gamonal H.,45,187,6,2,6,1,,,,,,,2,0,Full Time,1.222,3.75,1.28,3.5,1.3,3.35,1.3,2.7,1.351,3.45
9,Vina del Mar,Bellsouth Open,11/02/04,International,Outdoor,Clay,1st Round,3,Massu N.,Verdasco F.,14,105,6,1,6,2,,,,,,,2,0,Full Time,,,1.33,3.2,1.28,3.46,1.25,3,1.323,3.6
9,Vina del Mar,Bellsouth Open,11/02/04,International,Outdoor,Clay,2nd Round,3,Volandri F.,Blanco G.,44,88,6,2,6,0,,,,,,,2,0,Full Time,1.4,2.75,1.4,2.85,1.3,3.35,1.3,2.7,1.37,3.35
9,Vina del Mar,Bellsouth Open,11/02/04,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Acasuso J.,34,113,6,3,6,3,,,,,,,2,0,Full Time,1.4,2.75,1.4,2.85,1.39,2.83,1.4,2.3,1.444,2.9
9,Vina del Mar,Bellsouth Open,11/02/04,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Miranda I.,50,126,6,1,6,4,,,,,,,2,0,Full Time,1.222,4,1.28,3.5,1.28,3.46,1.2,3.3,1.253,4.45
9,Vina del Mar,Bellsouth Open,12/02/04,International,Outdoor,Clay,2nd Round,3,Kuerten G.,Squillari F.,17,137,6,1,7,6,,,,,,,2,0,Full Time,1.222,4,1.2,4.25,1.25,3.75,1.2,3.3,1.225,4.6
