ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Arthurs W.,Melo D.,63,278,7,5,6,7,6,3,,,,,2,1,Completed,,,,,,,,
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Behrend T.,Rosset M.,160,64,7,6,6,2,,,,,,,2,0,Completed,2.15,1.62,2.2,1.5,2.1,1.5,2.375,1.533
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Dupuis A.,Ferreira W.,91,20,3,6,6,2,6,1,,,,,2,1,Completed,2.3,1.53,2.6,1.35,2.5,1.35,2.625,1.444
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Boutter J.,58,80,3,6,7,6,7,6,,,,,2,1,Completed,1.5,2.4,1.45,2.3,1.45,2.2,1.5,2.5
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Enqvist T.,Elsner D.,14,104,6,4,6,1,,,,,,,2,0,Completed,1.35,2.9,1.3,2.8,1.25,3,1.286,3.25
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Eschauer W.,Kafelnikov Y.,175,6,6,7,7,5,6,3,,,,,2,1,Completed,3.75,1.22,4,1.15,3.8,1.15,3.5,1.25
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Johansson T.,Davydenko N.,23,106,7,6,6,3,,,,,,,2,0,Completed,1.62,2.15,1.5,2.1,1.4,2.3,1.615,2.2
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Novak J.,Hipfl M.,68,92,6,1,7,5,,,,,,,2,0,Completed,2.1,1.65,1.65,1.95,1.8,1.7,1.833,1.833
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Rios M.,Sargsian S.,26,108,6,2,6,4,,,,,,,2,0,Completed,1.45,2.5,1.32,2.75,1.3,2.7,1.4,2.75
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Saretta F.,Phau B.,239,233,5,7,6,1,6,1,,,,,2,1,Completed,1.6,2.2,1.45,2.35,1.45,2.2,,
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Schalken S.,Lapentti N.,29,40,6,7,6,3,6,4,,,,,2,1,Completed,1.7,2,1.75,1.85,1.7,1.8,1.727,2
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Schuettler R.,Alvarez E.,48,141,6,1,3,6,7,5,,,,,2,1,Completed,,,1.41,2.4,1.45,2.2,,
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Squillari F.,Ivanisevic G.,17,119,6,3,6,3,,,,,,,2,0,Completed,1.4,2.7,1.35,2.6,1.4,2.3,1.444,2.625
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Ulihrach B.,Sanguinetti D.,45,54,6,4,3,6,6,0,,,,,2,1,Completed,1.42,2.6,1.37,2.6,1.4,2.3,1.444,2.625
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Vinciguerra A.,Zib T.,52,135,6,4,6,1,,,,,,,2,0,Completed,1.5,2.4,1.45,2.35,1.5,2.1,1.5,2.5
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,1st Round,3,Vinck C.,Santoro F.,109,46,7,5,6,1,,,,,,,2,0,Completed,2.9,1.35,2.8,1.31,2.3,1.4,2.375,1.533
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Arthurs W.,Schuettler R.,63,48,6,4,6,4,,,,,,,2,0,Completed,2.45,1.48,2.1,1.55,2,1.55,2.5,1.5
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Behrend T.,Eschauer W.,160,175,2,6,6,1,6,0,,,,,2,1,Completed,1.55,2.25,1.55,2.08,,,,
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Dupuis A.,Vinciguerra A.,91,52,7,6,6,4,,,,,,,2,0,Completed,3.1,1.3,2.5,1.38,2.7,1.35,2.875,1.364
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,El Aynaoui Y.,Johansson T.,58,23,6,4,6,4,,,,,,,2,0,Completed,1.55,2.25,1.57,2.05,1.65,1.85,1.667,2.1
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Novak J.,Enqvist T.,68,14,1,6,6,2,7,6,,,,,2,1,Completed,2.5,1.45,2.45,1.41,2.2,1.45,2.625,1.444
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Saretta F.,Rios M.,239,26,6,3,6,2,,,,,,,2,0,Completed,3.5,1.25,3.3,1.22,3,1.25,3,1.333
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Squillari F.,Vinck C.,17,109,6,2,7,5,,,,,,,2,0,Completed,1.25,3.5,1.27,3,1.2,3.2,1.333,3
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,2nd Round,3,Ulihrach B.,Schalken S.,45,29,5,7,6,3,7,6,,,,,2,1,Completed,1.7,2,1.75,1.8,1.9,1.6,1.8,1.909
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,Quarterfinals,3,Dupuis A.,Saretta F.,91,239,3,6,7,6,6,2,,,,,2,1,Completed,1.95,1.75,1.8,1.75,,,,
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,Quarterfinals,3,El Aynaoui Y.,Behrend T.,58,160,6,2,6,4,,,,,,,2,0,Completed,1.35,2.9,1.4,2.45,1.4,2.3,1.364,2.875
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,Quarterfinals,3,Novak J.,Arthurs W.,68,63,7,6,6,1,,,,,,,2,0,Completed,1.42,2.6,1.47,2.2,1.45,2.2,1.5,2.5
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,Quarterfinals,3,Ulihrach B.,Squillari F.,45,17,6,4,6,4,,,,,,,2,0,Completed,2.1,1.65,1.9,1.67,2.1,1.5,2.1,1.667
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,Semifinals,3,Dupuis A.,El Aynaoui Y.,91,58,5,7,6,1,6,2,,,,,2,1,Completed,3,1.35,2.6,1.3,2.5,1.35,2.875,1.364
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,Semifinals,3,Novak J.,Ulihrach B.,68,45,6,4,6,4,,,,,,,2,0,Completed,2.35,1.53,2,1.55,1.9,1.6,2,1.727
29,Munich,BMW Open,30/04/01,International,Outdoor,Clay,The Final,3,Novak J.,Dupuis A.,68,91,6,4,7,5,,,,,,,2,0,Completed,1.5,2.4,1.4,2.45,1.45,2.2,1.4,2.75
