ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Boutter J.,Philippoussis M.,55,144,7,5,7,6,,,,,,,2,0,Completed,,,2,1.72,1.95,1.7,2,1.55,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Chela J.I.,Squillari F.,26,59,6,7,6,3,6,4,,,,,2,1,Completed,,,1.57,2.25,1.55,2.1,1.55,2,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Clavet F.,Santoro F.,87,22,7,6,2,6,6,4,,,,,2,1,Completed,,,1.95,1.75,1.8,1.85,1.9,1.6,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Mirnyi M.,19,34,6,4,6,4,,,,,,,2,0,Completed,,,1.35,2.9,1.37,2.7,1.45,2.2,1.444,2.625
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Gross O.,Sluiter R.,122,89,4,6,7,5,6,1,,,,,2,1,Completed,,,,,,,,,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Haas T.,Nalbandian D.,7,31,7,5,4,6,6,1,,,,,2,1,Completed,,,1.85,1.85,1.7,1.9,1.6,1.9,1.8,1.909
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Kiefer N.,Kafelnikov Y.,47,4,6,4,6,7,6,3,,,,,2,1,Completed,,,2.8,1.38,2.6,1.4,2.3,1.4,2.625,1.444
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Lapentti N.,Kohlschreiber P.,21,439,4,6,6,4,7,5,,,,,2,1,Completed,,,,,,,,,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Meligeni F.,Krajan Z.,57,149,2,6,6,1,6,0,,,,,2,1,Completed,,,1.55,2.3,1.45,2.4,1.45,2.2,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Novak J.,Andersen J.F.,15,181,4,6,6,1,6,4,,,,,2,1,Completed,,,1.18,4.25,1.2,3.7,1.2,3.3,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Pavel A.,Gaudenzi A.,28,58,6,3,6,4,,,,,,,2,0,Completed,,,1.48,2.45,1.45,2.45,1.4,2.3,1.571,2.25
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Popp A.,Phau B.,131,138,6,4,6,3,,,,,,,2,0,Completed,,,1.65,2.1,1.65,2,1.65,1.85,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Schuettler R.,Johansson T.,29,8,7,5,6,3,,,,,,,2,0,Completed,,,2.35,1.52,2.2,1.55,1.9,1.6,2.375,1.533
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Stepanek R.,van Scheppingen D.,206,128,6,3,6,0,,,,,,,2,0,Completed,,,,,,,,,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Ulihrach B.,Burgsmuller L.,42,78,6,3,6,3,,,,,,,2,0,Completed,,,1.42,2.65,1.35,2.75,1.3,2.7,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,1st Round,3,Youzhny M.,Arazi H.,77,39,6,2,1,6,6,1,,,,,2,1,Completed,,,2.05,1.67,1.95,1.7,1.8,1.7,2.2,1.615
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Boutter J.,Novak J.,55,15,6,2,7,5,,,,,,,2,0,Completed,,,2.65,1.42,2.6,1.4,2.2,1.45,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Clavet F.,Chela J.I.,87,26,7,6,4,6,6,3,,,,,2,1,Completed,,,2.45,1.48,2.5,1.4,2.3,1.4,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,El Aynaoui Y.,Ulihrach B.,19,42,6,4,4,6,6,4,,,,,2,1,Completed,,,1.45,2.55,1.4,2.6,1.45,2.2,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Haas T.,Pavel A.,7,28,5,7,7,6,6,2,,,,,2,1,Completed,,,1.52,2.35,1.4,2.5,1.4,2.3,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Lapentti N.,Meligeni F.,21,57,6,4,6,4,,,,,,,2,0,Completed,,,1.6,2.2,1.6,2.1,1.65,1.85,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Schuettler R.,Popp A.,29,131,6,3,6,2,,,,,,,2,0,Completed,,,1.33,3,1.3,2.78,1.3,2.7,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Stepanek R.,Kiefer N.,206,47,6,2,6,2,,,,,,,2,0,Completed,,,2.2,1.6,2.1,1.51,2,1.55,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,2nd Round,3,Youzhny M.,Gross O.,77,122,7,6,7,6,,,,,,,2,0,Completed,,,1.38,2.8,1.4,2.45,1.3,2.7,,
27,Munich,BMW Open,29/04/02,International,Outdoor,Clay,Quarterfinals,3,El Aynaoui Y.,Boutter J.,19,55,6,4,7,5,,,,,,,2,0,Completed,,,1.53,2.35,1.5,2.35,1.5,2.1,,
