ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Clement A.,Rosset M.,12,39,6,3,3,6,6,3,,,,,2,1,Completed,1.55,2.3,1.4,2.5,1.4,2.3,1.57,2.25
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Corretja A.,Siemerink J.,8,87,4,6,7,6,7,6,,,,,2,1,Completed,1.58,2.25,1.6,1.9,1.6,1.9,1.53,2.38
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Escude N.,Bjorkman J.,60,47,6,0,6,4,,,,,,,2,0,Completed,,,,,,,,
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Federer R.,Ilie A.,23,42,7,6,6,1,,,,,,,2,0,Completed,1.22,3.8,1.3,2.9,1.25,3,1.29,3.25
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Grosjean S.,Pozzi G.,13,45,6,3,6,4,,,,,,,2,0,Completed,1.25,3.5,1.2,3.5,1.25,3,1.2,4
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Henman T.,Knippschild J.,10,100,4,6,6,3,6,4,,,,,2,1,Completed,,,,,,,,
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Hrbaty D.,Johansson T.,14,30,6,3,6,4,,,,,,,2,0,Completed,1.55,2.3,1.6,2,1.55,2,1.57,2.25
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Dosedel S.,6,86,6,2,6,2,,,,,,,2,0,Completed,1.25,3.5,1.15,4,1.15,3.8,1.22,3.75
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Kiefer N.,Novak J.,55,62,6,2,6,4,,,,,,,2,0,Completed,1.45,2.55,1.4,2.5,1.4,2.3,1.44,2.63
14,Rotterdam,ABN AMRO World Tennis Tournament,19/02/01,International Gold,Indoor,Hard,1st Round,3,Ljubicic I.,Ferrero J.C.,92,15,7,6,6,4,,,,,,,2,0,Completed,2.45,1.48,2.3,1.45,2.2,1.45,,
