ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,1st Round,3,Bjorkman J.,Wessels P.,69,445,6,2,6,2,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3,1.25,3.5,1.16,3.85
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,1st Round,3,Escude N.,Costa A.,41,8,6,3,6,3,,,,,,,2,0,Completed,,,,,1.4,2.3,1.4,2.75,1.4,2.4
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,1st Round,3,Federer R.,Enqvist T.,5,71,3,6,6,3,6,4,,,,,2,1,Completed,1.4,2.75,,,1.4,2.3,1.364,2.875,1.29,2.87
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,1st Round,3,Grosjean S.,Furlan R.,12,163,6,3,6,4,,,,,,,2,0,Completed,1.111,6,,,1.1,4.5,1.1,6,1.03,7
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,1st Round,3,Safin M.,Malisse X.,7,24,7,5,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.571,2.25,1.45,2.25
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,1st Round,3,Santoro F.,Pavel A.,32,30,6,4,4,6,6,2,,,,,2,1,Completed,1.667,2.1,,,1.6,1.9,1.727,2,1.57,1.98
13,Rotterdam,ABN AMRO World Tennis Tournament,19/02/03,International Gold,Indoor,Hard,2nd Round,3,Schalken S.,Rochus O.,19,83,7,5,6,2,,,,,,,2,0,Completed,1.5,2.5,,,1.4,2.3,1.4,2.75,1.34,2.65
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Escude N.,Krajicek R.,41,84,6,3,6,7,7,6,,,,,2,1,Completed,1.615,2.2,,,1.55,2,1.571,2.25,1.55,2.05
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Federer R.,Santoro F.,5,32,6,0,6,4,,,,,,,2,0,Completed,1.364,3,,,1.35,2.5,1.333,3,1.35,2.6
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Ferrero J.C.,Bjorkman J.,3,69,3,6,6,4,6,1,,,,,2,1,Completed,1.444,2.625,,,1.45,2.2,1.444,2.625,1.43,2.28
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Grosjean S.,Hrbaty D.,12,53,7,5,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.4,2.75,1.35,2.6
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Safin M.,25,7,4,6,7,6,6,4,,,,,2,1,Completed,2.625,1.444,,,2.1,1.5,2.625,1.444,2.6,1.35
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Mirnyi M.,Ljubicic I.,46,52,4,2,,,,,,,,,0,0,Retired,2.2,1.615,,,2,1.55,2.5,1.5,2.35,1.41
13,Rotterdam,ABN AMRO World Tennis Tournament,20/02/03,International Gold,Indoor,Hard,2nd Round,3,Sluiter R.,Nieminen J.,72,35,7,6,2,6,6,3,,,,,2,1,Completed,2.2,1.615,,,1.85,1.65,2.1,1.667,1.95,1.6
13,Rotterdam,ABN AMRO World Tennis Tournament,21/02/03,International Gold,Indoor,Hard,Quarterfinals,3,Federer R.,Schalken S.,5,19,6,2,6,4,,,,,,,2,0,Completed,1.4,2.75,,,1.4,2.3,1.286,3.25,1.23,3.2
13,Rotterdam,ABN AMRO World Tennis Tournament,21/02/03,International Gold,Indoor,Hard,Quarterfinals,3,Grosjean S.,Escude N.,12,41,5,7,7,6,4,4,,,,,1,1,Retired,1.833,1.833,,,1.65,1.85,1.8,1.9,1.7,1.8
13,Rotterdam,ABN AMRO World Tennis Tournament,21/02/03,International Gold,Indoor,Hard,Quarterfinals,3,Mirnyi M.,Kafelnikov Y.,46,25,7,6,7,6,,,,,,,2,0,Completed,2.25,1.571,,,2.1,1.5,2.2,1.615,2.7,1.33
13,Rotterdam,ABN AMRO World Tennis Tournament,21/02/03,International Gold,Indoor,Hard,Quarterfinals,3,Sluiter R.,Ferrero J.C.,72,3,1,2,,,,,,,,,0,0,Retired,3.25,1.333,,,2.7,1.3,2.875,1.364,3.3,1.22
13,Rotterdam,ABN AMRO World Tennis Tournament,22/02/03,International Gold,Indoor,Hard,Semifinals,3,Mirnyi M.,Federer R.,46,5,5,7,6,3,6,4,,,,,2,1,Completed,3.5,1.286,,,3,1.25,3.5,1.25,3.2,1.23
13,Rotterdam,ABN AMRO World Tennis Tournament,22/02/03,International Gold,Indoor,Hard,Semifinals,3,Sluiter R.,Grosjean S.,72,12,6,3,6,3,,,,,,,2,0,Completed,2.75,1.4,,,2.5,1.35,3,1.333,2.6,1.35
13,Rotterdam,ABN AMRO World Tennis Tournament,23/02/03,International Gold,Indoor,Hard,The Final,3,Mirnyi M.,Sluiter R.,46,72,7,6,6,4,,,,,,,2,0,Completed,1.667,2.1,,,1.6,1.9,1.727,2,1.68,1.83
