ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Clement A.,Rusedski G.,45,30,6,3,7,6,,,,,,,2,0,Completed,,,2.25,1.57,2.2,1.55,2.1,1.5,2.1,1.667
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Pavel A.,20,25,6,2,6,3,,,,,,,2,0,Completed,,,1.4,2.75,1.3,3,1.35,2.5,1.286,3.25
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Escude N.,Ferrero J.C.,22,3,5,7,6,1,6,0,,,,,2,1,Completed,,,1.62,2.15,1.7,1.95,1.75,1.75,1.727,2
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Federer R.,van Lottum J.,13,124,6,3,6,4,,,,,,,2,0,Completed,,,1.1,5.6,1.1,5.2,1.1,4.5,,
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Grosjean S.,Sluiter R.,10,116,7,6,7,6,,,,,,,2,0,Completed,,,1.28,3.3,1.2,3.7,1.25,3,1.25,3.5
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Henman T.,Kiefer N.,11,42,6,2,6,2,,,,,,,2,0,Completed,,,1.28,3.3,1.2,3.7,1.25,3,1.333,3
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Heuberger I.,Ivanisevic G.,129,14,7,6,6,4,,,,,,,2,0,Completed,,,2.85,1.36,3,1.3,2.7,1.3,2.75,1.4
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Arazi H.,9,24,6,4,6,4,,,,,,,2,0,Completed,,,1.38,2.8,1.4,2.6,1.3,2.7,1.4,2.75
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Boutter J.,4,60,6,3,7,5,,,,,,,2,0,Completed,,,1.48,2.45,1.33,2.85,1.3,2.7,1.5,2.5
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Lee M.,Schalken S.,102,28,7,6,7,6,,,,,,,2,0,Completed,,,3.6,1.25,3.7,1.2,3.3,1.2,3.75,1.222
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Ljubicic I.,Siemerink J.,33,169,6,7,7,6,7,6,,,,,2,1,Completed,,,1.45,2.55,1.4,2.6,1.4,2.3,1.444,2.625
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Mirnyi M.,Novak J.,38,16,6,3,6,2,,,,,,,2,0,Completed,,,1.85,1.85,1.8,1.8,1.75,1.75,,
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Robredo T.,Youzhny M.,34,69,6,2,6,4,,,,,,,2,0,Completed,,,1.65,2.1,1.6,2.1,1.7,1.8,1.571,2.25
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Safin M.,Hrbaty D.,7,50,7,6,7,6,,,,,,,2,0,Completed,,,1.42,2.6,1.45,2.45,1.45,2.2,1.444,2.625
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Santoro F.,Verkerk M.,27,130,1,6,6,3,6,4,,,,,2,1,Completed,,,1.36,2.9,1.25,3.3,1.3,2.7,1.4,2.75
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,1st Round,3,Ulihrach B.,Kratochvil M.,39,43,3,6,7,5,6,2,,,,,2,1,Completed,,,1.62,2.15,1.55,2.2,1.5,2.1,1.571,2.25
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Clement A.,Johansson T.,45,9,6,2,6,3,,,,,,,2,0,Completed,,,2.4,1.5,2.2,1.53,2.3,1.4,2.625,1.444
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Escude N.,Robredo T.,22,34,6,1,6,2,,,,,,,2,0,Completed,,,1.45,2.55,1.42,2.5,1.45,2.2,1.533,2.375
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Federer R.,Enqvist T.,13,20,,,,,,,,,,,0,0,Walkover,,,1.8,1.95,1.75,1.9,1.75,1.75,1.833,1.833
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Grosjean S.,Lee M.,10,102,6,0,6,2,,,,,,,2,0,Completed,,,1.16,4.5,1.1,5.2,1.15,3.8,1.125,5
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Henman T.,Santoro F.,11,27,7,5,4,6,7,5,,,,,2,1,Completed,,,1.3,3.15,1.25,3.25,1.25,3,1.286,3.25
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Heuberger I.,Mirnyi M.,129,38,7,6,6,2,,,,,,,2,0,Completed,,,3.3,1.28,3.7,1.2,3,1.25,3,1.364
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Ljubicic I.,Kafelnikov Y.,33,4,7,6,4,6,6,3,,,,,2,1,Completed,,,2.55,1.45,2.7,1.35,2.5,1.35,2.625,1.444
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Ulihrach B.,Safin M.,39,7,1,6,6,3,6,2,,,,,2,1,Completed,,,2.8,1.38,3,1.3,2.7,1.3,2.875,1.364
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Escude N.,Federer R.,22,13,3,6,7,6,7,5,,,,,2,1,Completed,,,2.1,1.65,1.9,1.7,1.75,1.75,,
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Grosjean S.,Clement A.,10,45,7,6,6,3,,,,,,,2,0,Completed,,,1.67,2.1,1.57,2.1,1.6,1.9,1.667,2.1
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Henman T.,Ulihrach B.,11,39,7,5,6,3,,,,,,,2,0,Completed,,,1.45,2.6,1.4,2.5,1.45,2.2,1.444,2.625
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Heuberger I.,33,129,6,3,3,6,6,3,,,,,2,1,Completed,,,1.36,2.9,1.4,2.5,1.35,2.5,,
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,Semifinals,3,Escude N.,Grosjean S.,22,10,4,6,7,6,7,5,,,,,2,1,Completed,,,1.9,1.8,1.8,1.83,1.8,1.7,,
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,Semifinals,3,Henman T.,Ljubicic I.,11,33,7,5,6,4,,,,,,,2,0,Completed,,,1.45,2.6,1.4,2.6,1.4,2.3,1.5,2.5
13,Rotterdam,ABN AMRO World Tennis Tournament,18/02/02,International Gold,Indoor,Hard,The Final,3,Escude N.,Henman T.,22,11,3,6,7,6,6,4,,,,,2,1,Completed,,,1.8,1.9,1.84,1.82,1.85,1.65,,
