ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Blanco G.,Wassen R.,140,287,7,5,6,1,,,,,,,2,0,Completed,,,1.57,2.3,1.38,2.65,1.4,2.3,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Corretja A.,Meligeni F.,28,65,6,1,6,4,,,,,,,2,0,Completed,1.222,3.75,1.3,3.25,1.22,3.4,1.2,3.3,1.25,3.5
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Federer R.,Arazi H.,11,46,6,4,6,3,,,,,,,2,0,Completed,1.444,2.625,1.4,2.8,1.38,2.55,1.4,2.3,1.4,2.75
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Ferrero J.C.,Martin A.,8,55,6,2,6,2,,,,,,,2,0,Completed,1.333,3,1.4,2.8,1.27,3.1,1.3,2.7,1.333,3
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Gaudio G.,Squillari F.,27,113,2,6,6,1,6,4,,,,,2,1,Completed,1.286,3.25,1.4,2.8,1.35,2.7,1.35,2.5,1.364,2.875
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Koubek S.,Todero N.,39,332,7,6,6,2,,,,,,,2,0,Completed,,,1.33,3.1,1.2,3.6,1.2,3.3,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Kucera K.,Heuberger I.,76,131,4,6,6,2,7,5,,,,,2,1,Completed,,,1.33,3.1,1.28,3,1.3,2.7,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Ljubicic I.,Chela J.I.,34,26,7,6,3,6,6,4,,,,,2,1,Completed,2.2,1.615,2,1.75,1.9,1.7,1.8,1.7,2.1,1.667
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Mantilla F.,Voinea A.,51,58,6,4,6,3,,,,,,,2,0,Completed,,,1.55,2.35,1.44,2.38,1.5,2.1,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Costa A.,75,7,6,4,6,3,,,,,,,2,0,Completed,,,2.9,1.36,2.9,1.32,2.7,1.3,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Pavel A.,Nalbandian D.,19,15,7,5,6,3,,,,,,,2,0,Completed,1.727,2,1.62,2.2,1.6,2.05,1.65,1.85,1.667,2.1
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Rosset M.,Bastl G.,102,106,7,6,3,6,6,3,,,,,2,1,Completed,1.727,2,1.7,2.05,1.57,2.15,1.6,1.9,1.667,2.1
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Sanchez D.,Dupuis A.,63,97,6,2,6,1,,,,,,,2,0,Completed,1.4,2.75,1.4,2.75,1.3,2.65,1.35,2.5,1.4,2.75
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Savolt A.,Lapentti N.,79,20,7,5,1,6,7,5,,,,,2,1,Completed,3.75,1.222,3.1,1.33,3.55,1.2,3.3,1.2,3.5,1.25
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Stepanek R.,Clavet F.,110,81,6,3,6,3,,,,,,,2,0,Completed,,,2.15,1.65,2.1,1.6,1.85,1.65,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,1st Round,3,Youzhny M.,Kratochvil M.,62,35,6,2,6,4,,,,,,,2,0,Completed,1.909,1.8,1.85,1.9,1.75,1.83,1.7,1.8,1.833,1.833
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Blanco G.,Mathieu P.H.,140,75,7,5,7,6,,,,,,,2,0,Completed,2.375,1.533,2.7,1.42,2.25,1.5,2.3,1.4,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Corretja A.,Mantilla F.,28,51,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.35,2.7,1.3,2.7,1.364,2.875
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Youzhny M.,27,62,7,6,6,4,,,,,,,2,0,Completed,1.364,3,1.35,3,1.36,2.65,1.35,2.5,1.364,3
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Ljubicic I.,Koubek S.,34,39,6,4,6,4,,,,,,,2,0,Completed,1.667,2.1,1.65,2.15,1.55,2.15,1.55,2,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Rosset M.,Pavel A.,102,19,7,5,7,6,,,,,,,2,0,Completed,,,,,,,,,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Ferrero J.C.,63,8,5,7,6,4,6,3,,,,,2,1,Completed,4.333,1.2,3.65,1.25,3.2,1.25,2.7,1.3,3.5,1.25
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Savolt A.,Kucera K.,79,76,6,3,3,6,7,5,,,,,2,1,Completed,1.727,2,1.85,1.9,1.78,1.83,1.65,1.85,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,2nd Round,3,Stepanek R.,Federer R.,110,11,3,6,6,3,6,2,,,,,2,1,Completed,3.5,1.286,3.4,1.28,3.7,1.2,3.8,1.15,3.5,1.286
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,Quarterfinals,3,Corretja A.,Sanchez D.,28,63,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.42,2.75,1.4,2.6,1.4,2.3,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Rosset M.,27,102,6,3,7,5,,,,,,,2,0,Completed,1.222,4,1.28,3.45,1.23,3.5,1.3,2.7,,
38,Gstaad,Gstaad Open,08/07/02,International,Outdoor,Clay,Quarterfinals,3,Ljubicic I.,Blanco G.,34,140,6,3,6,7,6,4,,,,,2,1,Completed,1.571,2.25,1.6,2.25,1.55,2.15,1.5,2.1,1.571,2.25
