ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
11,Memphis,Kroger St. Jude,16/02/04,International Gold,Indoor,Hard,1st Round,3,Johansson J.,Lee H.T.,71,68,6,4,6,7,6,2,,,,,2,1,Completed,1.533,2.375,1.48,2.55,1.53,2.4,1.5,2.1,1.521,2.72
11,Memphis,Kroger St. Jude,16/02/04,International Gold,Indoor,Hard,1st Round,3,Malisse X.,Delic A.,65,325,6,4,6,2,,,,,,,2,0,Completed,1.333,3,1.4,2.85,1.44,2.67,1.25,3,1.476,2.82
11,Memphis,Kroger St. Jude,16/02/04,International Gold,Indoor,Hard,1st Round,3,Saulnier C.,Ginepri R.,69,26,3,6,7,6,6,2,,,,,2,1,Completed,2.2,1.615,2.25,1.6,2.35,1.55,2,1.55,2.24,1.704
11,Memphis,Kroger St. Jude,16/02/04,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Spadea V.,80,28,6,4,7,5,,,,,,,2,0,Completed,1.8,1.909,1.85,1.9,1.85,1.85,1.8,1.7,1.909,1.943
11,Memphis,Kroger St. Jude,16/02/04,International Gold,Indoor,Hard,1st Round,3,de Chaunac S.,Labadze I.,160,73,3,6,6,3,6,6,,,,,1,1,Retired,1.727,2,1.77,2,1.75,2,1.75,1.75,1.909,1.909
11,Memphis,Kroger St. Jude,17/02/04,International Gold,Indoor,Hard,1st Round,3,Popp A.,Haas T.,88,1086,6,3,6,3,,,,,,,2,0,Completed,2.25,1.57,2.5,1.5,2.2,1.63,1.9,1.6,2.48,1.595
11,Memphis,Kroger St. Jude,17/02/04,International Gold,Indoor,Hard,1st Round,3,Niemeyer F.,Burgsmuller L.,168,76,6,2,6,4,,,,,,,2,0,Completed,2.1,1.667,1.95,1.8,1.85,1.85,1.9,1.6,1.98,1.862
11,Memphis,Kroger St. Jude,17/02/04,International Gold,Indoor,Hard,1st Round,3,Melzer J.,Vahaly B.,78,89,6,3,6,7,7,6,,,,,2,1,Completed,1.667,2.1,1.67,2.15,1.7,2.1,1.55,2,1.714,2.22
11,Memphis,Kroger St. Jude,17/02/04,International Gold,Indoor,Hard,1st Round,3,Tursunov D.,Rochus C.,87,107,7,6,6,3,,,,,,,2,0,Completed,1.4,2.75,1.38,2.9,1.4,2.85,1.4,2.3,1.444,3
11,Memphis,Kroger St. Jude,17/02/04,International Gold,Indoor,Hard,1st Round,3,Ferreira W.,Bryan B.,46,273,7,6,6,3,,,,,,,2,0,Completed,1.28,3.25,1.3,3.35,1.36,2.97,1.25,3,1.364,3.35
11,Memphis,Kroger St. Jude,18/02/04,International Gold,Indoor,Hard,1st Round,3,Kiefer N.,Taino E.,57,124,6,4,3,6,6,1,,,,,2,1,Completed,1.444,2.625,1.48,2.55,1.63,2.2,1.35,2.5,1.599,2.47
11,Memphis,Kroger St. Jude,18/02/04,International Gold,Indoor,Hard,1st Round,3,Gambill J.M.,Dent T.,63,23,7,6,6,3,,,,,,,2,0,Completed,2.25,1.57,2.3,1.6,2.1,1.7,2.1,1.5,2.31,1.671
11,Memphis,Kroger St. Jude,18/02/04,International Gold,Indoor,Hard,1st Round,3,Blake J.,Moodie W.,39,85,7,6,6,1,,,,,,,2,0,Completed,1.4,2.75,1.42,2.75,1.4,2.85,1.3,2.7,1.535,2.67
11,Memphis,Kroger St. Jude,18/02/04,International Gold,Indoor,Hard,1st Round,3,Baker B.,Dupuis A.,366,64,6,4,7,5,,,,,,,2,0,Completed,3.75,1.22,3.4,1.3,3.46,1.28,3,1.25,3.5,1.339
11,Memphis,Kroger St. Jude,18/02/04,International Gold,Indoor,Hard,1st Round,3,Fish M.,Mutis O.,19,104,4,6,6,3,6,4,,,,,2,1,Completed,1.1,6.5,1.12,6,1.15,5.2,1.1,4.5,1.136,6.6
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Martin T.,2,60,7,6,1,6,7,5,,,,,2,1,Completed,1.143,5,1.16,5,1.15,5.2,1.15,3.8,1.161,5.45
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Malisse X.,Saulnier C.,65,69,7,6,6,2,,,,,,,2,0,Completed,2,1.727,2,1.76,1.95,1.8,1.7,1.8,2.15,1.763
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Enqvist T.,Popp A.,80,88,2,6,6,1,6,4,,,,,2,1,Completed,1.333,3.25,1.25,3.75,1.32,3.22,1.3,2.7,1.286,3.95
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Johansson J.,Blake J.,71,39,6,3,6,3,,,,,,,2,0,Completed,2.1,1.667,2,1.77,2.1,1.7,2,1.55,2.06,1.82
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Kiefer N.,Melzer J.,57,78,7,6,6,7,6,3,,,,,2,1,Completed,1.615,2.2,1.77,2,1.8,1.95,1.6,1.9,1.826,2.05
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Fish M.,Niemeyer F.,19,168,1,6,6,3,7,5,,,,,2,1,Completed,1.143,5,1.14,5.25,1.2,4.25,1.15,3.8,1.19,5
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Tursunov D.,Ferreira W.,87,46,6,4,6,0,,,,,,,2,0,Completed,2.625,1.444,2.6,1.47,2.53,1.48,2.5,1.35,2.5,1.588
11,Memphis,Kroger St. Jude,19/02/04,International Gold,Indoor,Hard,2nd Round,3,Gambill J.M.,Baker B.,63,366,6,3,6,4,,,,,,,2,0,Completed,1.25,3.75,1.22,4.1,1.2,4.25,1.2,3.3,1.219,4.91
11,Memphis,Kroger St. Jude,20/02/04,International Gold,Indoor,Hard,2nd Round,3,Roddick A.,de Chaunac S.,2,160,6,3,6,3,,,,,,,2,0,Completed,1.03,10,1.06,8,1.05,7.25,1.02,6,1.058,14.3
11,Memphis,Kroger St. Jude,20/02/04,International Gold,Indoor,Hard,Quarterfinals,3,Johansson J.,Malisse X.,71,65,6,4,7,5,,,,,,,2,0,Completed,1.615,2.2,1.62,2.3,1.6,2.25,1.7,1.8,1.592,2.49
11,Memphis,Kroger St. Jude,20/02/04,International Gold,Indoor,Hard,Quarterfinals,3,Kiefer N.,Gambill J.M.,57,63,6,3,6,4,,,,,,,2,0,Completed,2.625,1.444,2.6,1.5,2.53,1.48,2.2,1.45,3.1,1.408
11,Memphis,Kroger St. Jude,20/02/04,International Gold,Indoor,Hard,Quarterfinals,3,Fish M.,Tursunov D.,19,87,6,3,4,6,6,4,,,,,2,1,Completed,1.364,3,1.45,2.75,1.42,2.75,1.35,2.5,1.42,3.08
11,Memphis,Kroger St. Jude,21/02/04,International Gold,Indoor,Hard,Quarterfinals,3,Enqvist T.,Roddick A.,80,2,7,6,6,3,,,,,,,2,0,Completed,5,1.143,4.75,1.18,4.25,1.2,4.5,1.1,5.3,1.172
11,Memphis,Kroger St. Jude,21/02/04,International Gold,Indoor,Hard,Semifinals,3,Johansson J.,Fish M.,71,19,6,2,6,4,,,,,,,2,0,Completed,2.2,1.615,2.05,1.77,2.05,1.75,2,1.55,2.2,1.735
11,Memphis,Kroger St. Jude,21/02/04,International Gold,Indoor,Hard,Semifinals,3,Kiefer N.,Enqvist T.,57,80,6,3,6,3,,,,,,,2,0,Completed,2.2,1.615,2.25,1.65,2.3,1.6,1.9,1.6,2.44,1.625
11,Memphis,Kroger St. Jude,22/02/04,International Gold,Indoor,Hard,The Final,3,Johansson J.,Kiefer N.,71,57,7,6,6,3,,,,,,,2,0,Completed,1.5,2.5,1.53,2.5,1.5,2.45,1.45,2.35,1.588,2.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
