ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Haas T.,Gimelstob J.,5,180,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Malisse X.,Damm M.,32,380,6,2,6,4,,,,,,,2,0,Completed,,,1.22,3.75,1.2,3.7,1.2,3.3,1.25,3.5
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Martin T.,Sanguinetti D.,82,51,7,5,7,6,,,,,,,2,0,Completed,,,1.6,2.2,1.55,2.2,1.45,2.2,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Roddick A.,Sa A.,17,98,5,7,6,4,6,3,,,,,2,1,Completed,,,,,,,,,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Sargsian S.,Bjorkman J.,71,44,1,6,6,3,7,6,,,,,2,1,Completed,,,,,,,,,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Schuettler R.,Morrison J.,41,151,6,4,7,5,,,,,,,2,0,Completed,,,1.4,2.75,1.35,2.75,1.35,2.5,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Blake J.,Haas T.,64,5,6,3,6,1,,,,,,,2,0,Completed,,,3,1.33,2.9,1.31,2.7,1.3,3,1.364
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Gambill J.M.,Schuettler R.,23,41,6,3,4,6,7,6,,,,,2,1,Completed,,,1.65,2.1,1.6,2.05,1.55,2,1.615,2.2
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Malisse X.,Martin T.,32,82,7,6,3,6,7,5,,,,,2,1,Completed,,,2.1,1.65,2,1.65,2,1.55,2.1,1.667
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,Quarterfinals,3,Roddick A.,Sargsian S.,17,71,6,3,6,4,,,,,,,2,0,Completed,,,1.22,3.85,1.22,3.45,1.25,3,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,Semifinals,3,Blake J.,Gambill J.M.,64,23,6,4,7,6,,,,,,,2,0,Completed,,,1.9,1.8,1.83,1.8,1.75,1.75,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,Semifinals,3,Roddick A.,Malisse X.,17,32,6,7,6,3,6,3,,,,,2,1,Completed,,,1.42,2.7,1.45,2.45,1.4,2.3,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,The Final,3,Roddick A.,Blake J.,17,64,6,4,3,6,7,5,,,,,2,1,Completed,,,1.42,2.65,1.4,2.65,1.35,2.5,,
