ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Bjorkman J.,Philippoussis M.,44,67,7,6,7,6,,,,,,,2,0,Completed,,,1.95,1.75,2,1.65,1.9,1.6,2.2,1.615
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Blake J.,Chang M.,64,95,6,4,6,4,,,,,,,2,0,Completed,,,1.57,2.25,1.5,2.25,1.45,2.2,1.615,2.2
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Damm M.,Pless K.,380,66,6,4,7,6,,,,,,,2,0,Completed,,,2.45,1.48,2.4,1.45,2.2,1.45,2.625,1.444
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Dent T.,Ginepri R.,105,154,7,6,6,4,,,,,,,2,0,Completed,,,1.38,2.75,1.37,2.7,1.4,2.3,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Gambill J.M.,Davydenko N.,23,87,6,1,7,5,,,,,,,2,0,Completed,,,1.48,2.45,1.5,2.25,1.4,2.3,1.533,2.375
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Gimelstob J.,Fish M.,180,134,6,3,7,6,,,,,,,2,0,Completed,,,1.95,1.75,1.96,1.68,1.85,1.65,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Goldstein P.,Arthurs W.,178,94,6,7,6,3,7,6,,,,,2,1,Completed,,,,,,,,,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Haas T.,Vacek J.,5,77,6,3,5,7,6,4,,,,,2,1,Completed,,,1.14,4.75,1.15,4.15,1.1,4.5,1.167,4.5
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Malisse X.,Balcells J.,32,111,7,6,6,4,,,,,,,2,0,Completed,,,1.28,3.25,1.3,2.95,1.25,3,1.286,3.25
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Martin T.,Salzenstein J.,82,194,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Morrison J.,Srichaphan P.,151,75,6,7,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Burgsmuller L.,17,65,6,2,6,3,,,,,,,2,0,Completed,,,1.18,4.25,1.21,3.55,1.15,3.8,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Sa A.,Ilie A.,98,101,6,2,6,0,,,,,,,2,0,Completed,,,1.55,2.3,1.55,2.2,1.45,2.2,1.615,2.2
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Sanguinetti D.,Delgado R.,51,80,6,2,6,2,,,,,,,2,0,Completed,,,1.5,2.4,1.45,2.42,1.4,2.3,1.444,2.625
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Sargsian S.,Rochus C.,71,76,6,2,6,3,,,,,,,2,0,Completed,,,1.9,1.8,1.68,2,1.8,1.7,1.909,1.8
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,1st Round,3,Schuettler R.,Llodra M.,41,118,6,3,3,6,7,6,,,,,2,1,Completed,,,1.3,3.2,1.32,2.9,1.3,2.7,1.333,3
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Blake J.,Dent T.,64,105,6,2,4,6,6,3,,,,,2,1,Completed,,,1.9,1.8,1.77,1.85,1.75,1.75,,
12,Memphis,Kroger St. Jude,18/02/02,International Gold,Indoor,Hard,2nd Round,3,Gambill J.M.,Goldstein P.,23,178,4,6,6,2,6,0,,,,,2,1,Completed,,,1.33,3,1.35,2.75,1.35,2.5,1.364,3
