ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Bastl G.,Gimelstob J.,107,101,1,6,7,6,6,2,,,,,2,1,Completed,1.8,1.9,1.9,1.7,1.75,1.75,1.8,1.91
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Draper S.,Mamiit C.,256,118,6,4,6,0,,,,,,,2,0,Completed,2.3,1.55,2.05,1.55,2,1.55,,
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Fish M.,Srichaphan P.,264,117,6,7,6,3,6,4,,,,,2,1,Completed,2.05,1.7,2.1,1.55,1.9,1.6,,
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Gonzalez F.,Jonsson F.,106,226,6,4,7,6,,,,,,,2,0,Completed,1.85,1.85,1.95,1.6,1.9,1.6,,
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Hantschk M.,Zib T.,90,129,2,6,7,6,7,5,,,,,2,1,Completed,2,1.7,1.65,1.95,1.6,1.9,1.91,1.8
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Ivanisevic G.,Sargsian S.,121,98,6,2,6,4,,,,,,,2,0,Completed,1.65,2.1,1.7,1.9,1.6,1.9,1.67,2.1
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Lareau S.,Kempes E.,127,116,6,4,7,6,,,,,,,2,0,Completed,1.55,2.3,1.6,2,1.55,2,1.53,2.38
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Malisse X.,Vinck C.,120,109,6,3,7,6,,,,,,,2,0,Completed,1.8,1.9,1.9,1.7,1.75,1.75,1.67,2
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Dupuis A.,124,89,6,4,7,5,,,,,,,2,0,Completed,1.45,2.55,1.4,2.5,1.55,2,1.5,2.5
13,Memphis,Kroger St. Jude,19/02/01,International Gold,Indoor,Hard,1st Round,3,Spadea V.,Godwin N.,196,122,4,6,6,3,6,2,,,,,2,1,Completed,1.65,2.1,1.7,1.85,1.75,1.75,,
